treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,120,6.696154834589129,0.0
VALIDATION_7_C,132,6.421662252011822,0.09090909090909091
VALIDATION_17_C,110,6.130137643373039,0.13636363636363635
VALIDATION_13_T,154,3.5480159347389186,0.09090909090909091
VALIDATION_17_T,88,3.129225350986267,0.5
VALIDATION_12_C,144,3.0213437163878285,0.125
VALIDATION_0_C,120,2.613606218751166,0.3
VALIDATION_11_T,154,2.5944523422454053,0.36363636363636365
VALIDATION_15_C,121,2.452900038899176,0.09090909090909091
VALIDATION_16_C,120,2.378848582150876,0.15000000000000002
VALIDATION_18_C,144,2.339681042574093,0.8333333333333334
VALIDATION_13_C,130,2.3115865323184566,0.1
VALIDATION_14_T,140,2.1563202305705125,0.2
VALIDATION_11_C,130,2.094658969603921,0.5
VALIDATION_10_T,130,2.041583604133306,0.5
VALIDATION_15_T,108,2.0263064979190806,0.1111111111111111
VALIDATION_1_C,80,1.9396429763233338,0.0
VALIDATION_14_C,156,1.8132126338127985,0.125
VALIDATION_19_T,120,1.720635869337349,0.2
VALIDATION_6_T,121,1.648287115133779,0.09090909090909091
VALIDATION_3_T,140,1.53124668945305,0.35
VALIDATION_4_C,156,1.4697971419606357,0.5
VALIDATION_10_C,120,1.3981799825547336,0.3
VALIDATION_7_T,156,1.3800217352972928,0.25
VALIDATION_2_C,99,1.3607538866926827,0.2777777777777778
VALIDATION_16_T,104,1.3163883210222629,0.375
VALIDATION_18_T,130,1.315211861385625,0.6
VALIDATION_4_T,126,1.2946785578331659,0.4444444444444444
VALIDATION_5_C,117,1.2600831626828908,0.5555555555555556
VALIDATION_9_T,132,1.1739695617535548,0.09090909090909091
VALIDATION_5_T,168,1.1036755230069835,0.4583333333333333
VALIDATION_9_C,121,1.0801949778914377,0.2727272727272727
VALIDATION_1_T,88,1.0506353754919937,0.25
VALIDATION_3_C,117,1.0194244850758694,0.4444444444444444
VALIDATION_19_C,110,0.973301337742284,0.1
VALIDATION_2_T,132,0.904026865702868,0.2727272727272727
VALIDATION_8_T,154,0.8524330643039207,0.6363636363636364
VALIDATION_8_C,156,0.8518318960339177,0.5416666666666666
VALIDATION_12_T,156,0.7199186115283207,0.4375
VALIDATION_0_T,156,0.6510497526884385,0.5
