game_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
2KKC9nMd8nRXfgH5G,VALIDATION_19_C,32,4,32.0,3,2.4471461657205658,0.6117865414301414,GORILLA,19.0,0.59375,0.25,4,3.1035216138384305,GORILLA,0.4959375
2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,32,4,32.0,2,1.5424913566151934,0.38562283915379836,GORILLA,27.0,0.84375,0.25,4,2.3216788859851043,GORILLA,0.6703125
2TquMDieEiixty8AN,VALIDATION_0_T,32,10,32.0,3,1.9981845626935966,0.19981845626935965,MOOSE,23.0,0.71875,0.1,5,3.86327550687594,MOOSE,0.47187500000000004
2khRAszouj8vP8ZfP,VALIDATION_18_C,32,4,32.0,3,1.4488966823777039,0.36222417059442596,DUCK,29.0,0.90625,0.25,4,2.599691331414025,DUCK,0.655625
3EG5RaDj4z7hkT2JD,VALIDATION_10_T,32,3,32.0,2,1.3649655016647284,0.45498850055490947,GORILLA,29.0,0.90625,0.3333333333333333,3,2.057352002643963,GORILLA,0.72375
3EQGxadfbmAKaACgZ,VALIDATION_5_T,32,4,32.0,1,1.0,0.25,GORILLA,32.0,1.0,0.25,4,2.286555432926158,GORILLA,0.6853125
3v9ji6wNY7sXHe8cM,VALIDATION_4_C,32,7,32.0,2,1.9843952490181156,0.2834850355740165,DUCK,18.0,0.5625,0.14285714285714285,4,3.16508758169795,DUCK,0.4021875
5R7YRmti4R5GiJKpi,VALIDATION_7_T,32,10,32.0,4,3.3217701955723498,0.332177019557235,OWL,15.0,0.46875,0.1,8,5.5321474832217685,OWL,0.3128125
5mhtM66ewYHNxSp4q,VALIDATION_0_C,32,10,32.0,4,2.195547816260668,0.2195547816260668,CHICKEN,23.0,0.71875,0.1,7,3.4132141269274983,CHICKEN,0.47656250000000006
65crAkEscRbHNJXbW,VALIDATION_10_C,32,3,32.0,3,1.4488966823777039,0.48296556079256797,SLOTH,29.0,0.90625,0.3333333333333333,3,2.219467084509984,SLOTH,0.7128125
6BxRfLcBtXYodAS8h,VALIDATION_8_C,32,6,32.0,3,1.6679356965569503,0.2779892827594917,SLOTH,27.0,0.84375,0.16666666666666666,5,3.069519746692039,SLOTH,0.5387500000000001
6Pxb9DsQpyk22cJNr,VALIDATION_1_C,32,3,32.0,3,1.4488966823777039,0.48296556079256797,SLOTH,29.0,0.90625,0.3333333333333333,3,2.4312923916318354,SLOTH,0.6509375
6pQRuemJv5faRcZft,VALIDATION_9_T,32,15,32.0,4,2.2387413997315937,0.14924942664877291,OWL,24.0,0.75,0.06666666666666667,7,4.038018010208719,OWL,0.5028125
6sSM4xSyZQkaxyHav,VALIDATION_5_C,32,4,32.0,2,1.5424913566151934,0.38562283915379836,DUCK,27.0,0.84375,0.25,4,2.5027039466259984,DUCK,0.6074999999999999
7FQezekfKk3zctLN8,VALIDATION_17_T,32,19,32.0,4,1.9064553316130282,0.10033975429542254,GORILLA,26.0,0.8125,0.05263157894736842,10,4.745218884562837,GORILLA,0.54875
7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,32,6,32.0,2,1.7547653506033232,0.2924608917672205,CHICKEN,24.0,0.75,0.16666666666666666,4,3.0676437767355713,CHICKEN,0.5112500000000001
7oRFMBwqmesGX7t3H,VALIDATION_15_C,32,13,32.0,3,2.2480046710829824,0.1729234362371525,COW,16.0,0.5,0.07692307692307693,7,3.7247942688970697,COW,0.4303125000000001
7tfDsTHHnxsgrhE3d,VALIDATION_16_T,32,10,32.0,5,3.1206414391021347,0.3120641439102135,CHICKEN,17.0,0.53125,0.1,7,4.715702183490492,CHICKEN,0.3978125
7ywewvEuctuz4Rq8j,VALIDATION_3_C,32,6,32.0,2,1.3649655016647284,0.22749425027745473,SLOTH,29.0,0.90625,0.16666666666666666,5,3.132161560573238,SLOTH,0.5896875
8GneB6qmtDLSnbcJT,VALIDATION_4_T,32,7,32.0,3,2.327774743589413,0.33253924908420185,MOOSE,21.0,0.65625,0.14285714285714285,5,3.4188692578347544,MOOSE,0.44093750000000004
925LF9k9CXpz8KjQm,VALIDATION_11_T,32,12,32.0,2,2.0,0.16666666666666666,SLOTH,16.0,0.5,0.08333333333333333,8,3.3791874530196377,CHICK,0.4228124999999999
9oyspxPncwXdAkruR,VALIDATION_2_C,32,4,32.0,3,2.414596666096506,0.6036491665241265,DUCK,16.0,0.5,0.25,4,3.2170828629202877,DUCK,0.4390625
AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,32,6,32.0,4,2.7032333446228805,0.4505388907704801,GORILLA,20.0,0.625,0.16666666666666666,5,3.8396626089103805,GORILLA,0.444375
ASQtYBWx6cGN27KxL,VALIDATION_12_C,32,6,32.0,1,1.0,0.16666666666666666,GORILLA,32.0,1.0,0.16666666666666666,6,2.927643648263423,GORILLA,0.64125
Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,32,13,32.0,5,3.5100685915962546,0.27000527627663495,RABBIT,14.0,0.4375,0.07692307692307693,7,5.011493944352288,RABBIT,0.27031249999999996
AyQkFs97hRTki5zWR,VALIDATION_14_T,32,6,32.0,3,2.070367140598382,0.3450611900997303,DUCK,24.0,0.75,0.16666666666666666,4,3.310494982804585,DUCK,0.5071875
C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,32,6,32.0,4,2.5398680241073484,0.4233113373512247,CHICKEN,20.0,0.625,0.16666666666666666,6,4.037726497539358,CHICKEN,0.4528125
CbDvrXGkphmfGtH3G,VALIDATION_13_C,32,16,32.0,6,4.207288421546401,0.26295552634665004,GORILLA,14.0,0.4375,0.0625,9,5.114393799574498,GORILLA,0.35656249999999995
CoHyYysb84APn5gDE,VALIDATION_18_T,32,4,32.0,2,1.9960950200730567,0.4990237550182642,SLOTH,17.0,0.53125,0.25,3,2.6633860244491805,SLOTH,0.46562499999999996
DYFJDsdGg8bppBJ7P,VALIDATION_12_T,32,6,32.0,6,4.307285564094169,0.7178809273490282,DOG,11.0,0.34375,0.16666666666666666,6,5.400649459347952,DOG,0.284375
FAuuG8S2iw8wkGRnA,VALIDATION_6_T,32,13,32.0,7,4.582590268959494,0.35250694376611497,MOOSE,15.0,0.46875,0.07692307692307693,11,6.802398418834071,MOOSE,0.334375
Fm7uYc98E2b6kcoDE,VALIDATION_1_T,32,3,32.0,2,1.4575692649810903,0.4858564216603634,SLOTH,28.0,0.875,0.3333333333333333,3,2.131481282207076,SLOTH,0.680625
FvbM5EM5aB5pcjLpA,VALIDATION_13_T,32,16,32.0,4,3.5043351577609045,0.21902094736005653,SNAKE,11.0,0.34375,0.0625,8,4.075138241253784,MONKEY,0.3590625
HmA52oSS75D5Z2W8a,VALIDATION_9_C,32,15,32.0,4,1.7893969167136061,0.11929312778090707,COW,27.0,0.84375,0.06666666666666667,10,3.762501880541664,COW,0.5603125
PmcxhmDRj2tN3cECC,VALIDATION_11_C,32,12,32.0,2,1.9843952490181156,0.16536627075150964,CHICK,18.0,0.5625,0.08333333333333333,6,2.9382067696999483,CHICK,0.460625
PrfKWppTZdvPhe4oN,VALIDATION_19_T,32,4,32.0,4,3.08333994589669,0.7708349864741725,SLOTH,17.0,0.53125,0.25,4,3.597777852164955,SLOTH,0.44187499999999996
SFohXkBYvScM7Y7rC,VALIDATION_7_C,32,10,32.0,4,3.0295346482820245,0.30295346482820246,DOG,16.0,0.5,0.1,6,3.9807300365046205,DOG,0.37812500000000004
fMhhGrfpZH9ign2AK,VALIDATION_15_T,32,13,32.0,6,4.61805773713689,0.3552352105489915,GORILLA,13.0,0.40625,0.07692307692307693,10,5.335802261899192,GORILLA,0.34468750000000004
i7C4Y4NiesraiSwwb,VALIDATION_16_C,32,10,32.0,5,3.2473977385818804,0.32473977385818803,CHICKEN,15.0,0.46875,0.1,9,4.3466280372665835,CHICKEN,0.38125000000000003
r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,32,19,32.0,4,2.9112039663075606,0.15322126138460845,DOG,18.0,0.5625,0.05263157894736842,8,5.628640414518533,DOG,0.3334375
