persona_pid,n_requests,top1_unique_player_identities,top1_effective_n,probability_unique_player_identities,probability_effective_n,top_probability_player_identity,top_probability_share
nemotron_2dbb30158a18,40,40,40.000000000000156,119,98.40690168401613,3EG5RaDj4z7hkT2JD::GORILLA,0.02
nemotron_419f99738bbb,40,40,40.000000000000156,120,98.50333388243081,2TDnnb4wn9rwy3CYZ::GORILLA,0.020499999999999997
nemotron_4b99d3783c9f,40,40,40.000000000000156,119,96.92489741791515,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_4eeb6a38d513,40,40,40.000000000000156,118,94.65851416534234,2TDnnb4wn9rwy3CYZ::GORILLA,0.021249999999999998
nemotron_5962d44981b6,40,40,40.000000000000156,120,96.40188394172102,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_5cc1badd73b3,40,40,40.000000000000156,118,95.94334737771798,2khRAszouj8vP8ZfP::DUCK,0.021249999999999998
nemotron_6724960e0edd,40,40,40.000000000000156,120,95.77452795699652,65crAkEscRbHNJXbW::SLOTH,0.021249999999999998
nemotron_757ffdd9b825,40,40,40.000000000000156,120,98.18454976159015,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_7b89f6756a11,40,40,40.000000000000156,118,96.24269012615882,3EG5RaDj4z7hkT2JD::GORILLA,0.0195
nemotron_81c867ee329d,40,40,40.000000000000156,120,98.62766824023565,65crAkEscRbHNJXbW::SLOTH,0.01875
nemotron_825d51fb1ead,40,40,40.000000000000156,117,95.37542183655596,2TDnnb4wn9rwy3CYZ::GORILLA,0.021249999999999998
nemotron_8a8f1e8d7b3c,40,40,40.000000000000156,118,94.69665663359623,3EG5RaDj4z7hkT2JD::GORILLA,0.020499999999999997
nemotron_8d1dc8f0a145,40,40,40.000000000000156,120,96.08825009759919,3EG5RaDj4z7hkT2JD::GORILLA,0.02
nemotron_977a3ad6553e,40,40,40.000000000000156,119,97.9417883537102,3EG5RaDj4z7hkT2JD::GORILLA,0.02
nemotron_99bedf79e01a,40,40,40.000000000000156,120,98.900328019818,2TDnnb4wn9rwy3CYZ::GORILLA,0.02
nemotron_9afc2d5a2cf6,40,40,40.000000000000156,120,98.97255131458779,Fm7uYc98E2b6kcoDE::SLOTH,0.02
nemotron_9c3d91aa5e61,40,40,40.000000000000156,119,98.86690005977273,3EG5RaDj4z7hkT2JD::GORILLA,0.02
nemotron_a5f87628c5b6,40,40,40.000000000000156,119,98.30970613177337,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_aca828ac0daa,40,40,40.000000000000156,120,99.4555538754414,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_b759705eca6f,40,40,40.000000000000156,118,96.6539897184358,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_b87e2f5e1097,40,40,40.000000000000156,119,100.25497459089421,ASQtYBWx6cGN27KxL::GORILLA,0.018
nemotron_c36692df108d,40,40,40.000000000000156,118,96.99691706963567,Fm7uYc98E2b6kcoDE::SLOTH,0.02
nemotron_c4269d7a0bd8,40,40,40.000000000000156,120,99.9759681730584,3EG5RaDj4z7hkT2JD::GORILLA,0.01875
nemotron_cbcba47ac388,40,40,40.000000000000156,119,96.83895085089115,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_d9f7ab731447,40,40,40.000000000000156,119,97.89301311125112,2TDnnb4wn9rwy3CYZ::GORILLA,0.0195
nemotron_e3335d41b6cb,40,40,40.000000000000156,120,97.88092785104139,Fm7uYc98E2b6kcoDE::SLOTH,0.0195
nemotron_e6ce586a4b89,40,40,40.000000000000156,120,96.99093587270649,65crAkEscRbHNJXbW::SLOTH,0.021249999999999998
nemotron_ebfb4f99bbc4,40,40,40.000000000000156,118,97.86327344345185,3EG5RaDj4z7hkT2JD::GORILLA,0.020499999999999997
nemotron_ecf2fd51c5ed,40,40,40.000000000000156,116,96.47561725349901,3EG5RaDj4z7hkT2JD::GORILLA,0.01875
nemotron_f2adc27833be,40,40,40.000000000000156,119,98.08400266565967,65crAkEscRbHNJXbW::SLOTH,0.01875
nemotron_f581e74f06fb,40,40,40.000000000000156,120,98.03093150849627,65crAkEscRbHNJXbW::SLOTH,0.02
nemotron_f622322b3a25,40,40,40.000000000000156,120,98.60374502769913,3EG5RaDj4z7hkT2JD::GORILLA,0.02
