custom_id,input_tokens_tiktoken
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_5mhtM66ewYHNxSp4q__p001__g001,1902
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_2TquMDieEiixty8AN__p001__g002,2802
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_65crAkEscRbHNJXbW__p001__g003,1716
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_3EG5RaDj4z7hkT2JD__p001__g004,1873
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_PmcxhmDRj2tN3cECC__p001__g005,6977
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_925LF9k9CXpz8KjQm__p001__g006,8838
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_ASQtYBWx6cGN27KxL__p001__g007,2376
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_DYFJDsdGg8bppBJ7P__p001__g008,2853
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_CbDvrXGkphmfGtH3G__p001__g009,4907
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_FvbM5EM5aB5pcjLpA__p001__g010,4017
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_C5Cd8Yq5dDbdycXKB__p001__g011,3089
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_AyQkFs97hRTki5zWR__p001__g012,3555
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7oRFMBwqmesGX7t3H__p001__g013,8062
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_fMhhGrfpZH9ign2AK__p001__g014,4295
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_i7C4Y4NiesraiSwwb__p001__g015,3063
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7tfDsTHHnxsgrhE3d__p001__g016,3746
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_r7Bk7fEwX3HSRrXMZ__p001__g017,2471
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7FQezekfKk3zctLN8__p001__g018,5590
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_2khRAszouj8vP8ZfP__p001__g019,2656
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_CoHyYysb84APn5gDE__p001__g020,2726
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_2KKC9nMd8nRXfgH5G__p001__g021,3224
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_PrfKWppTZdvPhe4oN__p001__g022,3801
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_6Pxb9DsQpyk22cJNr__p001__g023,2050
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_Fm7uYc98E2b6kcoDE__p001__g024,2287
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_9oyspxPncwXdAkruR__p001__g025,2085
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_2TDnnb4wn9rwy3CYZ__p001__g026,2505
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7ywewvEuctuz4Rq8j__p001__g027,3653
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_AJ4ikZuWJeJcEXhgZ__p001__g028,3206
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_3v9ji6wNY7sXHe8cM__p001__g029,3198
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_8GneB6qmtDLSnbcJT__p001__g030,2503
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_6sSM4xSyZQkaxyHav__p001__g031,2235
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_3EQGxadfbmAKaACgZ__p001__g032,2090
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_Aj2G7CTuhLZ7Z2SPK__p001__g033,2610
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_FAuuG8S2iw8wkGRnA__p001__g034,3650
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_SFohXkBYvScM7Y7rC__p001__g035,2984
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_5R7YRmti4R5GiJKpi__p001__g036,3411
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_6BxRfLcBtXYodAS8h__p001__g037,1787
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7Y6PBvgZNqtriKzaZ__p001__g038,1916
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_HmA52oSS75D5Z2W8a__p001__g039,4097
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_6pQRuemJv5faRcZft__p001__g040,3865
nemotron_pgg_match__pid_nemotron_c36692df108d__game_5mhtM66ewYHNxSp4q__p002__g001,2180
nemotron_pgg_match__pid_nemotron_c36692df108d__game_2TquMDieEiixty8AN__p002__g002,3080
nemotron_pgg_match__pid_nemotron_c36692df108d__game_65crAkEscRbHNJXbW__p002__g003,1994
nemotron_pgg_match__pid_nemotron_c36692df108d__game_3EG5RaDj4z7hkT2JD__p002__g004,2151
nemotron_pgg_match__pid_nemotron_c36692df108d__game_PmcxhmDRj2tN3cECC__p002__g005,7255
nemotron_pgg_match__pid_nemotron_c36692df108d__game_925LF9k9CXpz8KjQm__p002__g006,9116
nemotron_pgg_match__pid_nemotron_c36692df108d__game_ASQtYBWx6cGN27KxL__p002__g007,2654
nemotron_pgg_match__pid_nemotron_c36692df108d__game_DYFJDsdGg8bppBJ7P__p002__g008,3131
