custom_id,persona_pid,game_id,treatment_name,metric,matched_value,candidate_uniform_value,diff
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2KKC9nMd8nRXfgH5G__p005__g021,nemotron_2dbb30158a18,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,mean_contribution_rate,0.4731896551724138,0.45948275862068966,0.013706896551724135
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2TDnnb4wn9rwy3CYZ__p005__g026,nemotron_2dbb30158a18,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,mean_contribution_rate,0.6395,0.50375,0.13574999999999993
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2TquMDieEiixty8AN__p005__g002,nemotron_2dbb30158a18,2TquMDieEiixty8AN,VALIDATION_0_T,mean_contribution_rate,1.0,0.9166666666666667,0.08333333333333326
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2khRAszouj8vP8ZfP__p005__g019,nemotron_2dbb30158a18,2khRAszouj8vP8ZfP,VALIDATION_18_C,mean_contribution_rate,0.9565217391304348,0.9565217391304348,0.0
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3EG5RaDj4z7hkT2JD__p005__g004,nemotron_2dbb30158a18,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,mean_contribution_rate,0.9341666666666667,0.7277777777777777,0.20638888888888896
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3EQGxadfbmAKaACgZ__p005__g032,nemotron_2dbb30158a18,3EQGxadfbmAKaACgZ,VALIDATION_5_T,mean_contribution_rate,0.9833333333333334,0.9166666666666667,0.06666666666666665
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3v9ji6wNY7sXHe8cM__p005__g029,nemotron_2dbb30158a18,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,mean_contribution_rate,0.7625,0.42857142857142855,0.3339285714285714
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_5R7YRmti4R5GiJKpi__p005__g036,nemotron_2dbb30158a18,5R7YRmti4R5GiJKpi,VALIDATION_7_T,mean_contribution_rate,0.9648947368421052,0.9613157894736842,0.003578947368421015
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_5mhtM66ewYHNxSp4q__p005__g001,nemotron_2dbb30158a18,5mhtM66ewYHNxSp4q,VALIDATION_0_C,mean_contribution_rate,0.9833333333333333,0.6833333333333333,0.29999999999999993
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_65crAkEscRbHNJXbW__p005__g003,nemotron_2dbb30158a18,65crAkEscRbHNJXbW,VALIDATION_10_C,mean_contribution_rate,0.8666666666666666,0.7083333333333333,0.15833333333333333
