iteration,total_top1,candidate_identities,selected_identities,selected_identity_share,never_selected_identities,never_selected_identity_share,entropy_effective_n,entropy_effective_n_share,simpson_effective_n,simpson_effective_n_share,hhi,gini,top_1pct_share,top_5pct_share,top_10pct_share
0,1280.0,342.0,309.0,0.9035087719298246,33.0,0.09649122807017543,249.50808122579923,0.7295557930578925,208.76656472986747,0.6104285518417177,0.0047900390625,0.42347404970760216,0.04296875,0.1703125,0.284375
1,1280.0,342.0,323.0,0.9444444444444444,19.0,0.05555555555555555,256.79798418736715,0.7508712987934711,213.4445023449713,0.6241067320028401,0.00468505859375,0.41020650584795315,0.0421875,0.1640625,0.28125
2,1280.0,342.0,323.0,0.9444444444444444,19.0,0.05555555555555555,259.5786793183109,0.7590019863108506,218.04631354804366,0.6375623203159171,0.004586181640625,0.40180464181286535,0.040625,0.159375,0.2734375
3,1280.0,342.0,324.0,0.9473684210526315,18.0,0.05263157894736842,257.32675976300743,0.7524174262076241,213.83450796136776,0.6252470993022449,0.004676513671875,0.40798611111111094,0.046875,0.165625,0.275
4,1280.0,342.0,321.0,0.9385964912280702,21.0,0.06140350877192982,259.408323158561,0.7585038688846814,217.87234042553192,0.6370536269752395,0.00458984375,0.4002375730994152,0.04453125,0.1578125,0.271875
5,1280.0,342.0,312.0,0.9122807017543859,30.0,0.08771929824561403,254.98332287931086,0.7455652715769323,216.60497091485985,0.6333478681721049,0.00461669921875,0.40915570175438587,0.04296875,0.159375,0.2703125
6,1280.0,342.0,314.0,0.9181286549707602,28.0,0.08187134502923976,255.71690423874585,0.7477102463121224,215.40888772022086,0.6298505488895347,0.004642333984375,0.4068941885964912,0.04296875,0.1640625,0.275
7,1280.0,342.0,321.0,0.9385964912280702,21.0,0.06140350877192982,259.17323260507425,0.7578164696054802,217.52522570366435,0.6360386716481413,0.0045971679687500005,0.4011239035087719,0.04140625,0.159375,0.27109375
8,1280.0,342.0,324.0,0.9473684210526315,18.0,0.05263157894736842,259.30440147038456,0.7582000042993701,217.75651249335456,0.6367149488109782,0.0045922851562500006,0.40430829678362556,0.04140625,0.1578125,0.2703125
9,1280.0,342.0,317.0,0.9269005847953217,25.0,0.07309941520467836,254.43307756318774,0.7439563671438237,211.89860320744955,0.6195865590861098,0.0047192382812500005,0.41267817982456134,0.04609375,0.16875,0.27734375
10,1280.0,342.0,321.0,0.9385964912280702,21.0,0.06140350877192982,256.91564054435435,0.7512153232291062,214.16993464052288,0.6262278790658564,0.004669189453125,0.40772112573099406,0.04609375,0.16328125,0.27578125
11,1280.0,342.0,325.0,0.9502923976608187,17.0,0.049707602339181284,259.5046288386414,0.7587854644404719,215.52223099184422,0.6301819619644567,0.004639892578125001,0.40190058479532165,0.04609375,0.1671875,0.27578125
12,1280.0,342.0,316.0,0.9239766081871345,26.0,0.07602339181286549,255.8400691342887,0.7480703775856395,215.97679936725547,0.6315111092609809,0.004630126953125,0.40909630847953204,0.0421875,0.15859375,0.271875
13,1280.0,342.0,322.0,0.9415204678362573,20.0,0.05847953216374269,258.7392525591356,0.7565475221027357,217.0066225165563,0.6345222880601061,0.004608154296875,0.40338998538011683,0.04375,0.15625,0.2703125
14,1280.0,342.0,319.0,0.9327485380116959,23.0,0.06725146198830409,256.2571175367808,0.7492898173590082,213.555787278415,0.6244321265450732,0.0046826171875,0.4086257309941519,0.04453125,0.16484375,0.27890625
15,1280.0,342.0,317.0,0.9269005847953217,25.0,0.07309941520467836,255.8300700048094,0.7480411403649397,214.22594142259413,0.6263916415865326,0.00466796875,0.4091054459064327,0.0453125,0.1640625,0.2734375
16,1280.0,342.0,320.0,0.935672514619883,22.0,0.06432748538011696,258.69506461669636,0.7564183175926794,218.2787103650413,0.6382418431726353,0.004581298828125,0.4025539108187133,0.04296875,0.15703125,0.2703125
17,1280.0,342.0,319.0,0.9327485380116959,23.0,0.06725146198830409,256.2752351446367,0.7493427928205753,215.40888772022086,0.6298505488895347,0.004642333984375,0.4097816154970759,0.04375,0.159375,0.27109375
18,1280.0,342.0,327.0,0.956140350877193,15.0,0.043859649122807015,262.1836206909714,0.7666187739502087,216.4904862579281,0.6330131177132401,0.004619140625,0.39359923245614037,0.0453125,0.16640625,0.27890625
19,1280.0,342.0,323.0,0.9444444444444444,19.0,0.05555555555555555,258.34599344163627,0.7553976416422113,216.4904862579281,0.6330131177132401,0.004619140625,0.4058388157894737,0.04296875,0.159375,0.275
20,1280.0,342.0,323.0,0.9444444444444444,19.0,0.05555555555555555,260.32775755820546,0.7611922735620043,218.2787103650413,0.6382418431726353,0.004581298828125,0.3987892909356725,0.04296875,0.15703125,0.271875
21,1280.0,342.0,322.0,0.9415204678362573,20.0,0.05847953216374269,261.97362137543985,0.7660047408638592,219.74248927038627,0.6425218984514218,0.00455078125,0.39282255116959064,0.04140625,0.15859375,0.27109375
22,1280.0,342.0,313.0,0.9152046783625731,29.0,0.0847953216374269,254.08214174029283,0.7429302390067042,213.4445023449713,0.6241067320028401,0.00468505859375,0.4118009868421051,0.04453125,0.16328125,0.2765625
23,1280.0,342.0,328.0,0.9590643274853801,14.0,0.04093567251461988,260.79090080462413,0.7625464935807723,216.26187961985215,0.6323446772510297,0.0046240234375,0.39990862573099406,0.0453125,0.16328125,0.275
24,1280.0,342.0,321.0,0.9385964912280702,21.0,0.06140350877192982,256.3055238892636,0.7494313564013556,211.5702479338843,0.6186264559470301,0.0047265625,0.4079815423976607,0.046875,0.17109375,0.28046875
25,1280.0,342.0,316.0,0.9239766081871345,26.0,0.07602339181286549,254.8451825246936,0.7451613524113848,212.50324254215303,0.6213545103571726,0.0047058105468750005,0.41069992690058466,0.04296875,0.16640625,0.28125
26,1280.0,342.0,322.0,0.9415204678362573,20.0,0.05847953216374269,255.74028022680642,0.7477785971544048,209.8360655737705,0.6135557472917266,0.004765625,0.40853435672514604,0.05078125,0.17265625,0.28515625
27,1280.0,342.0,317.0,0.9269005847953217,25.0,0.07309941520467836,254.21147056307558,0.7433083934592853,213.72293242890686,0.6249208550552832,0.004678955078125,0.41468841374269005,0.0421875,0.15625,0.2765625
28,1280.0,342.0,320.0,0.935672514619883,22.0,0.06432748538011696,259.16116364065533,0.7577811802358343,219.8604401502952,0.6428667840651907,0.004548339843750001,0.402517361111111,0.04140625,0.1515625,0.2625
29,1280.0,342.0,321.0,0.9385964912280702,21.0,0.06140350877192982,258.6406157318335,0.7562591103269986,216.43328929986788,0.6328458751458125,0.004620361328125,0.40254934210526305,0.04140625,0.1609375,0.278125
30,1280.0,342.0,317.0,0.9269005847953217,25.0,0.07309941520467836,253.93599204108813,0.7425029007049361,214.11395713538946,0.6260642021502616,0.00467041015625,0.4165524488304093,0.04140625,0.15859375,0.27421875
31,1280.0,342.0,322.0,0.9415204678362573,20.0,0.05847953216374269,257.3989473254797,0.752628500951695,214.16993464052288,0.6262278790658564,0.004669189453125,0.407515533625731,0.0421875,0.16328125,0.2796875
32,1280.0,342.0,317.0,0.9269005847953217,25.0,0.07309941520467836,255.26305476782724,0.7463832010755183,213.00052002080082,0.622808538072517,0.00469482421875,0.4103846856725146,0.0421875,0.16484375,0.2828125
33,1280.0,342.0,321.0,0.9385964912280702,21.0,0.06140350877192982,256.9303776433846,0.7512584141619433,213.0559167750325,0.62297051688606,0.004693603515625,0.4068667763157894,0.04609375,0.16796875,0.278125
34,1280.0,342.0,322.0,0.9415204678362573,20.0,0.05847953216374269,256.5465524842882,0.7501361183751117,214.73132372214943,0.6278693676086241,0.004656982421875,0.41179641812865486,0.040625,0.1578125,0.2734375
35,1280.0,342.0,324.0,0.9473684210526315,18.0,0.05263157894736842,258.8768213920223,0.756949770152112,216.0907412292271,0.6318442726000792,0.0046276855468750005,0.40475603070175437,0.0421875,0.15859375,0.27734375
36,1280.0,342.0,327.0,0.956140350877193,15.0,0.043859649122807015,260.300335624587,0.7611120924695526,217.87234042553192,0.6370536269752395,0.00458984375,0.4030199195906432,0.03984375,0.15703125,0.271875
37,1280.0,342.0,324.0,0.9473684210526315,18.0,0.05263157894736842,260.36474349895906,0.7613004195875995,219.62466487935654,0.642177382688177,0.0045532226562500005,0.40094572368421044,0.04140625,0.1546875,0.26875
