metric,direction,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_minus_null_mean,z_score,collapse_tail_p
total_top1,higher_is_more_collapsed,1280.0,1280.0,0.0,1280.0,1280.0,0.0,nan,1.0
candidate_identities,higher_is_more_collapsed,342.0,342.0,0.0,342.0,342.0,0.0,nan,1.0
selected_identities,lower_is_more_collapsed,136.0,320.116,3.7886335267481335,312.0,327.0,-184.11599999999999,-48.59694100791816,9.999000099990002e-05
selected_identity_share,lower_is_more_collapsed,0.39766081871345027,0.9360116959064327,0.011077875809205067,0.9122807017543859,0.956140350877193,-0.5383508771929825,-48.596941007918176,9.999000099990002e-05
never_selected_identities,higher_is_more_collapsed,206.0,21.884,3.7886335267481335,15.0,30.0,184.11599999999999,48.59694100791816,9.999000099990002e-05
never_selected_identity_share,higher_is_more_collapsed,0.6023391812865497,0.06398830409356725,0.011077875809205067,0.043859649122807015,0.08771929824561403,0.5383508771929825,48.596941007918176,9.999000099990002e-05
entropy_effective_n,lower_is_more_collapsed,88.31873097710093,256.95613701773914,2.6569569092100163,251.52898198285166,262.07404417435293,-168.6374060406382,-63.47013211094138,9.999000099990002e-05
entropy_effective_n_share,lower_is_more_collapsed,0.2582419034418156,0.7513337339699975,0.007768879851491276,0.7354648595989814,0.7662983747788097,-0.4930918305281819,-63.47013211094137,9.999000099990002e-05
simpson_effective_n,lower_is_more_collapsed,71.77779724875141,215.09570873340607,2.8431325620128645,209.19171897569143,220.33351264120495,-143.31791148465464,-50.40845207132701,9.999000099990002e-05
simpson_effective_n_share,lower_is_more_collapsed,0.209876600142548,0.6289348208579124,0.00831325310530077,0.6116716929113785,0.6442500369625875,-0.4190582207153644,-50.40845207132703,9.999000099990002e-05
hhi,higher_is_more_collapsed,0.013931884765625001,0.004649908325195312,6.167786506717021e-05,0.00453857421875,0.004780303955078125,0.00928197644042969,150.49120831794622,9.999000099990002e-05
gini,higher_is_more_collapsed,0.8050073099415205,0.40765825703581865,0.0067340476894470055,0.3948600831505847,0.4213002558479531,0.3973490529057018,59.00597548906456,9.999000099990002e-05
top_1pct_share,higher_is_more_collapsed,0.0953125,0.043488984375,0.002461306667498914,0.0390625,0.0484375,0.051823515625,21.0552859216284,9.999000099990002e-05
top_5pct_share,higher_is_more_collapsed,0.38203125,0.1612921875,0.004250006031705279,0.15390625,0.1703125,0.2207390625,51.938529228729195,9.999000099990002e-05
top_10pct_share,higher_is_more_collapsed,0.6125,0.2748809375,0.00479698787530063,0.26640625,0.28515625,0.33761906250000007,70.38147088892555,9.999000099990002e-05
