roundIndex,n_rows,predicted_contribution_parsed,contrib_mae,contrib_rmse,contrib_bias,contrib_corr,action_exact_match,target_set_exact,target_precision,target_recall,target_f1,target_jaccard,target_hit_any,unit_mae_on_overlap,unit_exact_on_overlap_rate,actual_any_action_rate,pred_any_action_rate,actual_any_punish_rate,pred_any_punish_rate,actual_any_reward_rate,pred_any_reward_rate
1,383,1.0,5.148825065274152,8.854200519568725,1.5456919060052219,0.31067719335623584,0.5065274151436031,0.5117493472584856,0.5415578764142732,0.557006092254134,0.543467310177493,0.5342937958473206,0.5718015665796344,1.5925925925925926,0.25925925925925924,0.17493472584856398,0.45430809399477806,0.0783289817232376,0.21409921671018275,0.09921671018276762,0.2793733681462141
2,371,0.9973045822102425,3.5660377358490565,7.17231123958799,0.04043126684636118,0.5444969096305208,0.5202156334231806,0.5471698113207547,0.6241528686946476,0.6262952979934112,0.6145095545365088,0.5967323407350361,0.6630727762803235,1.4689265536723162,0.40960451977401124,0.29649595687331537,0.4582210242587601,0.1293800539083558,0.22641509433962265,0.1778975741239892,0.2641509433962264
3,359,1.0,3.7910863509749304,7.759440292252082,0.5543175487465181,0.5022619908076803,0.5292479108635098,0.5431754874651811,0.6156732465924666,0.6311579785117389,0.6111522800937843,0.5924760940081274,0.6685236768802229,1.151851851851852,0.5537037037037037,0.28690807799442897,0.467966573816156,0.15041782729805014,0.24233983286908078,0.15041782729805014,0.25069637883008355
4,356,1.0,3.5758426966292136,7.531021984752897,-0.9410112359550562,0.5637792089756768,0.5617977528089888,0.5814606741573034,0.6584670947030499,0.6577949438202246,0.6487916614486343,0.6307885232744783,0.699438202247191,0.4828125,0.7359374999999999,0.31179775280898875,0.43820224719101125,0.17134831460674158,0.21348314606741572,0.14606741573033707,0.2556179775280899
5,354,0.9971751412429378,2.8192090395480225,6.613630848055422,-0.20903954802259886,0.6500573298854093,0.5790960451977402,0.6214689265536724,0.6983774386316759,0.7024717514124295,0.6912339700475294,0.6742224504936368,0.7372881355932204,1.064676616915423,0.5845771144278608,0.2909604519774011,0.4322033898305085,0.1497175141242938,0.2175141242937853,0.15254237288135594,0.23163841807909605
6,352,1.0,3.491477272727273,7.4971585526542235,-0.35511363636363635,0.5457238986479,0.5880681818181818,0.6136363636363636,0.6897017045454545,0.7061517160238752,0.6899431617359248,0.6705340745113472,0.7443181818181818,1.2234848484848484,0.6287878787878788,0.26420454545454547,0.42045454545454547,0.14488636363636365,0.2159090909090909,0.13068181818181818,0.2215909090909091
7,276,0.9963768115942029,3.6268115942028984,7.719493487926843,-0.09057971014492754,0.5186664074038141,0.5688405797101449,0.5905797101449275,0.6963423050379572,0.7128019323671496,0.6926631106837057,0.6690366396888136,0.7536231884057971,0.4961111111111111,0.8049999999999999,0.2826086956521739,0.463768115942029,0.13043478260869565,0.21739130434782608,0.15942028985507245,0.26811594202898553
8,274,1.0,3.423357664233577,7.565287611342729,-0.8905109489051095,0.538211836561218,0.5328467153284672,0.5474452554744526,0.6355231143552311,0.6555352798053529,0.6342423402354251,0.61219072897905,0.6934306569343066,0.7863945578231292,0.7238095238095239,0.2956204379562044,0.45255474452554745,0.145985401459854,0.20072992700729927,0.15693430656934307,0.27007299270072993
9,248,0.9919354838709677,2.814516129032258,6.375355777548621,-0.8709677419354839,0.6318740638674569,0.6008064516129032,0.6129032258064516,0.686760752688172,0.7063599706744869,0.6895498542675962,0.6717993587953265,0.7379032258064516,1.393939393939394,0.6856060606060606,0.2782258064516129,0.4032258064516129,0.13306451612903225,0.1693548387096774,0.15725806451612903,0.25806451612903225
10,192,1.0,2.796875,6.596637400979381,-0.4010416666666667,0.6401112889582611,0.6666666666666666,0.6822916666666666,0.747103851010101,0.7535116792929292,0.74248143425775,0.7287922002765752,0.7864583333333334,0.5353535353535354,0.7777777777777777,0.25,0.3489583333333333,0.11979166666666667,0.14583333333333334,0.13541666666666666,0.203125
11,144,1.0,3.3402777777777777,7.7239706254116625,-1.6180555555555556,0.4954007676655584,0.6805555555555556,0.7013888888888888,0.7407600308641976,0.7613756613756615,0.7414935576119787,0.7301083754208754,0.7777777777777778,2.323529411764706,0.7352941176470589,0.16666666666666666,0.3263888888888889,0.013888888888888888,0.06944444444444445,0.1527777777777778,0.2569444444444444
12,144,1.0,3.361111111111111,7.9004219296608875,-1.1527777777777777,0.4685539221117521,0.7361111111111112,0.7361111111111112,0.7858024691358025,0.7787037037037038,0.7798062865497076,0.7690551346801348,0.8055555555555556,0.2916666666666667,0.75,0.1111111111111111,0.2569444444444444,0.013888888888888888,0.041666666666666664,0.09722222222222222,0.2152777777777778
13,139,0.9928057553956835,2.6115107913669067,6.693172726822395,-1.2158273381294964,0.6359433340206809,0.7410071942446043,0.7482014388489209,0.7966426858513188,0.7847150850747974,0.7869309369977566,0.7776142722185887,0.8129496402877698,0.4266666666666667,0.7466666666666666,0.14388489208633093,0.26618705035971224,0.02158273381294964,0.06474820143884892,0.1223021582733813,0.2014388489208633
14,139,1.0,3.366906474820144,7.613883570267064,-0.02877697841726619,0.568540451642862,0.7338129496402878,0.7338129496402878,0.7595323741007195,0.7661870503597122,0.7600798482093446,0.7538255110197556,0.7769784172661871,0.5777777777777778,0.6666666666666666,0.1079136690647482,0.2733812949640288,0.02158273381294964,0.04316546762589928,0.08633093525179857,0.2302158273381295
15,114,1.0,1.7280701754385965,5.09127220167798,0.6228070175438597,0.780540936363108,0.8157894736842105,0.8157894736842105,0.8333333333333334,0.8293859649122807,0.8311055416318575,0.8293859649122807,0.8333333333333334,0.20833333333333334,0.7916666666666666,0.08771929824561403,0.19298245614035087,0.02631578947368421,0.02631578947368421,0.06140350877192982,0.16666666666666666
16,95,1.0,1.6,4.98207312587631,-1.2210526315789474,0.7900680167971208,0.7368421052631579,0.7473684210526316,0.7578947368421053,0.7543859649122807,0.7557894736842105,0.7543859649122807,0.7578947368421053,0.75,0.75,0.09473684210526316,0.2631578947368421,0.031578947368421054,0.042105263157894736,0.06315789473684211,0.22105263157894736
17,76,1.0,2.6052631578947367,6.603428136800971,-0.02631578947368421,0.564643864511456,0.7763157894736842,0.7894736842105263,0.805921052631579,0.8092105263157895,0.8035087719298245,0.7993421052631579,0.8157894736842105,0.125,0.875,0.06578947368421052,0.23684210526315788,0.0,0.0,0.06578947368421052,0.23684210526315788
18,62,1.0,2.0,5.8805310271514015,-0.9032258064516129,0.681804692534191,0.6935483870967742,0.6935483870967742,0.7123655913978494,0.7258064516129032,0.7172043010752689,0.7123655913978494,0.7258064516129032,0.0,1.0,0.06451612903225806,0.3064516129032258,0.0,0.0,0.06451612903225806,0.3064516129032258
19,62,1.0,2.7580645161290325,6.731006731010097,-0.8870967741935484,0.5582943504772654,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.0,1.0,0.06451612903225806,0.2903225806451613,0.0,0.0,0.06451612903225806,0.2903225806451613
20,35,1.0,2.6285714285714286,6.832694511370627,-0.17142857142857143,0.7025954350757939,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.0,1.0,0.08571428571428572,0.2857142857142857,0.0,0.0,0.08571428571428572,0.2857142857142857
21,35,1.0,5.628571428571429,10.038497326364567,-2.657142857142857,0.34586706324552463,0.6571428571428571,0.6571428571428571,0.7333333333333333,0.7214285714285714,0.7235374149659863,0.7119047619047618,0.7428571428571429,0.0,1.0,0.14285714285714285,0.3142857142857143,0.0,0.0,0.14285714285714285,0.3142857142857143
22,35,1.0,3.085714285714286,7.230886134196436,0.8,0.6331028098781349,0.6,0.6,0.6333333333333333,0.6571428571428571,0.6419047619047619,0.6333333333333333,0.6571428571428571,0.0,1.0,0.11428571428571428,0.4,0.0,0.0,0.11428571428571428,0.4
23,35,1.0,2.657142857142857,5.9497899122574065,-1.3428571428571427,0.749784460549482,0.6571428571428571,0.6571428571428571,0.7047619047619047,0.7028571428571428,0.7014285714285714,0.6933333333333334,0.7142857142857143,0.0,1.0,0.14285714285714285,0.37142857142857144,0.0,0.0,0.14285714285714285,0.37142857142857144
24,23,1.0,3.6956521739130435,7.6300321954987735,-1.7826086956521738,0.38207638154325935,0.4782608695652174,0.4782608695652174,0.5108695652173914,0.5652173913043478,0.5246376811594203,0.5108695652173914,0.5652173913043478,0.0,1.0,0.2608695652173913,0.6086956521739131,0.0,0.0,0.2608695652173913,0.6086956521739131
25,23,1.0,3.130434782608696,6.928203230275509,-2.9565217391304346,0.6729760282076229,0.5652173913043478,0.5652173913043478,0.6086956521739131,0.6521739130434783,0.6198757763975156,0.6086956521739131,0.6521739130434783,0.25,0.75,0.21739130434782608,0.5217391304347826,0.0,0.0,0.21739130434782608,0.5217391304347826
26,23,1.0,3.0434782608695654,7.518094115561123,-1.3043478260869565,0.47385404482055593,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.0,1.0,0.21739130434782608,0.4782608695652174,0.0,0.0,0.21739130434782608,0.4782608695652174
27,8,1.0,1.25,3.5355339059327378,-1.25,0.9415544714433866,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,1.0,0.125,0.375,0.0,0.0,0.125,0.375
28,8,1.0,3.75,7.905694150420948,-1.25,0.6614950926316516,0.75,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.5,0.25,0.375,0.0,0.0,0.25,0.375
29,8,1.0,4.875,8.522030274529655,-4.875,0.7151283655761371,0.625,0.625,0.625,0.625,0.625,0.625,0.625,,,0.0,0.375,0.0,0.0,0.0,0.375
