custom_id,input_tokens_tiktoken
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_01_m7xia7__game_1__p001__g001,2327
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_02_m7xiz2__game_1__p001__g002,2490
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_03_m8aexq__game_1__p001__g003,2459
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,2492
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,2545
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_12_m8agmu__game_1__p001__g006,2486
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_14_m8agmu__game_1__p001__g007,2552
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_15_m8agmu__game_1__p001__g008,2484
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,2431
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,2490
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p001__g011,2508
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p001__g012,2579
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p001__g013,2563
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p001__g014,2390
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p001__g015,2376
concordia_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p001__g016,2415
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__cohort_01_m8aiq8__game_1__p001__g017,2465
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__cohort_05_m8aiq8__game_1__p001__g018,2454
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g11_m5wp7b__game_1__p001__g019,2676
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g17_m5wp8w__game_1__p001__g020,2512
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g20_m5wq93__game_1__p001__g021,2522
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g6_m5wp77__game_1__p001__g022,2559
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g7_m5wp78__game_1__p001__g023,2633
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g9_m5wp79__game_1__p001__g024,2432
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p001__g025,2378
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p001__g026,2491
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p001__g027,2411
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p001__g028,2496
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g029,2443
concordia_chip_match__pid_concordia_7515c263835a__record_chip3__g13_m5wp8q__game_2_alt_profile__p001__g030,2641
