config,metric,rmse,noise_ceiling,n_samples
VALIDATION_0_C,mean_contribution_rate,0.002777777777777768,0.13295664381971467,12
VALIDATION_0_C,punishment_rate,0.0,0.0,12
VALIDATION_0_C,reward_rate,0.0,0.0,12
VALIDATION_0_C,normalized_efficiency,0.002777777777777768,0.13295664381971467,12
VALIDATION_0_T,mean_contribution_rate,0.20972222222222214,0.1414963573234395,12
VALIDATION_0_T,punishment_rate,0.17499999999999996,0.1177528799679258,12
VALIDATION_0_T,reward_rate,0.0,0.0,12
VALIDATION_0_T,normalized_efficiency,0.2756410256410256,0.15924402445619576,12
VALIDATION_10_C,mean_contribution_rate,0.13989898989898986,0.26444060541541303,11
VALIDATION_10_C,punishment_rate,0.0,0.0,11
VALIDATION_10_C,reward_rate,0.0,0.0,11
VALIDATION_10_C,normalized_efficiency,0.13989898989898963,0.26444060541541303,11
VALIDATION_10_T,mean_contribution_rate,0.2946969696969697,0.18258361607631757,11
VALIDATION_10_T,punishment_rate,0.13636363636363635,0.13266591451074441,11
VALIDATION_10_T,reward_rate,0.0,0.0,11
VALIDATION_10_T,normalized_efficiency,0.45182379349046015,0.28628821305543223,11
VALIDATION_11_C,mean_contribution_rate,0.19609557109557108,0.12467321894630179,11
VALIDATION_11_C,punishment_rate,0.0,0.0,11
VALIDATION_11_C,reward_rate,0.4618298368298368,0.13249985019223812,11
VALIDATION_11_C,normalized_efficiency,0.19609557109557108,0.12467321894630179,11
VALIDATION_11_T,mean_contribution_rate,0.11409423909423899,0.1334403402497714,11
VALIDATION_11_T,punishment_rate,0.1668747918747919,0.09736295660417343,11
VALIDATION_11_T,reward_rate,0.15465784215784217,0.08722980112005184,11
VALIDATION_11_T,normalized_efficiency,0.9568074469390259,0.15043076848295645,11
VALIDATION_12_C,mean_contribution_rate,0.12037037037037035,0.1484372179803833,12
VALIDATION_12_C,punishment_rate,0.0,0.0,12
VALIDATION_12_C,reward_rate,0.0,0.0,12
VALIDATION_12_C,normalized_efficiency,0.12037037037037035,0.1484372179803833,12
VALIDATION_12_T,mean_contribution_rate,0.21990740740740733,0.11021533201034642,12
VALIDATION_12_T,punishment_rate,0.48495370370370366,0.12087567549598967,12
VALIDATION_12_T,reward_rate,0.0,0.0,12
VALIDATION_12_T,normalized_efficiency,0.4982210219478738,0.1580493985597359,12
VALIDATION_14_C,mean_contribution_rate,0.15347222222222223,0.15871401102775579,12
VALIDATION_14_C,punishment_rate,0.0,0.0,12
VALIDATION_14_C,reward_rate,0.37280701754385964,0.08819316451377586,12
VALIDATION_14_C,normalized_efficiency,0.15347222222222223,0.15871401102775576,12
VALIDATION_14_T,mean_contribution_rate,0.2843032059314955,0.1060187698272115,12
VALIDATION_14_T,punishment_rate,0.1710526315789474,0.1087290835564506,12
VALIDATION_14_T,reward_rate,0.3654970760233919,0.14926607038713707,12
VALIDATION_14_T,normalized_efficiency,0.4890716374269005,0.32648661965585374,12
VALIDATION_15_C,mean_contribution_rate,0.026556776556776573,0.11100245932136879,12
VALIDATION_15_C,punishment_rate,0.0,0.0,12
VALIDATION_15_C,reward_rate,0.2147435897435897,0.13452112894643,12
VALIDATION_15_C,normalized_efficiency,0.1596697573260073,0.1260843130019357,12
VALIDATION_18_C,mean_contribution_rate,0.316123188405797,0.23757971887523557,12
VALIDATION_18_C,punishment_rate,0.0,0.0,12
VALIDATION_18_C,reward_rate,0.0,0.0,12
VALIDATION_18_C,normalized_efficiency,0.316123188405797,0.23757971887523557,12
VALIDATION_18_T,mean_contribution_rate,0.35054347826086957,0.24695391436927303,12
VALIDATION_18_T,punishment_rate,0.45471014492753625,0.08010032959939907,12
VALIDATION_18_T,reward_rate,0.0,0.0,12
VALIDATION_18_T,normalized_efficiency,0.685054347826087,0.24506475754195853,12
VALIDATION_19_C,mean_contribution_rate,0.30237068965517244,0.16705376111081227,12
VALIDATION_19_C,punishment_rate,0.0,0.0,12
VALIDATION_19_C,reward_rate,0.05244252873563221,0.19168384480741524,12
VALIDATION_19_C,normalized_efficiency,0.11927083333333333,0.16820640816007845,12
VALIDATION_19_T,mean_contribution_rate,0.04198994252873567,0.16610778070475388,12
VALIDATION_19_T,punishment_rate,0.5301724137931034,0.07208291950925823,12
VALIDATION_19_T,reward_rate,0.35488505747126436,0.11735084758754462,12
VALIDATION_19_T,normalized_efficiency,0.33882004310344827,0.23231923978277552,12
VALIDATION_1_C,mean_contribution_rate,0.1592013888888889,0.2506598761369985,12
VALIDATION_1_C,punishment_rate,0.0,0.0,12
VALIDATION_1_C,reward_rate,0.0,0.0,12
VALIDATION_1_C,normalized_efficiency,0.1592013888888889,0.2506598761369985,12
VALIDATION_1_T,mean_contribution_rate,0.2778645833333333,0.2190478812585371,12
VALIDATION_1_T,punishment_rate,0.3923611111111111,0.1901497440290704,12
VALIDATION_1_T,reward_rate,0.0,0.0,12
VALIDATION_1_T,normalized_efficiency,0.2697916666666667,0.42146456372063146,12
VALIDATION_2_C,mean_contribution_rate,0.21895833333333325,0.13232873496418768,12
VALIDATION_2_C,punishment_rate,0.0,0.0,12
VALIDATION_2_C,reward_rate,0.2270833333333333,0.22533732429897677,12
VALIDATION_2_C,normalized_efficiency,0.21895833333333337,0.13232873496418768,12
VALIDATION_2_T,mean_contribution_rate,0.36739583333333337,0.17279899987453312,12
VALIDATION_2_T,punishment_rate,0.10833333333333334,0.1355287997274216,12
VALIDATION_2_T,reward_rate,0.033333333333333326,0.116963907063485,12
VALIDATION_2_T,normalized_efficiency,0.40982007575757573,0.18505566656965608,12
VALIDATION_3_C,mean_contribution_rate,0.2890384615384616,0.17190879546411353,10
VALIDATION_3_C,punishment_rate,0.0,0.0,10
VALIDATION_3_C,reward_rate,0.24423076923076925,0.16734207329226594,10
VALIDATION_3_C,normalized_efficiency,0.12798076923076918,0.252749740524997,10
VALIDATION_3_T,mean_contribution_rate,0.2261363636363637,0.1425482911475572,11
VALIDATION_3_T,punishment_rate,0.3543123543123543,0.10187306938653687,11
VALIDATION_3_T,reward_rate,0.40326340326340326,0.09708002061985455,11
VALIDATION_3_T,normalized_efficiency,0.5275120712620713,0.18645571497127056,11
VALIDATION_4_C,mean_contribution_rate,0.3344967532467532,0.13911103974002575,12
VALIDATION_4_C,punishment_rate,0.0,0.0,12
VALIDATION_4_C,reward_rate,0.43750000000000006,0.19087105648599956,12
VALIDATION_4_C,normalized_efficiency,0.3125,0.13911103974002575,12
VALIDATION_4_T,mean_contribution_rate,0.0357142857142857,0.15152288168283162,10
VALIDATION_4_T,punishment_rate,0.15892857142857142,0.09762812094883318,10
VALIDATION_4_T,reward_rate,0.20892857142857146,0.10775124886818278,10
VALIDATION_4_T,normalized_efficiency,0.07421875,0.18025935650241443,10
VALIDATION_5_C,mean_contribution_rate,0.28125,0.2523758633247024,12
VALIDATION_5_C,punishment_rate,0.0,0.0,12
VALIDATION_5_C,reward_rate,0.31597222222222227,0.2531390504407107,12
VALIDATION_5_C,normalized_efficiency,0.15451388888888884,0.4409369062119587,12
VALIDATION_5_T,mean_contribution_rate,0.26736111111111116,0.21140672833178847,12
VALIDATION_5_T,punishment_rate,0.15625,0.1008141051455415,12
VALIDATION_5_T,reward_rate,0.22569444444444442,0.1819855233524814,12
VALIDATION_5_T,normalized_efficiency,0.7346643518518519,0.31172247129024233,12
VALIDATION_6_C,mean_contribution_rate,0.0726161858974359,0.10850205754116886,12
VALIDATION_6_C,punishment_rate,0.0,0.0,12
VALIDATION_6_C,reward_rate,0.0,0.0,12
VALIDATION_6_C,normalized_efficiency,0.0726161858974359,0.10850205754116886,12
