unit_id,twin_pid,headline,summary,background_summary,age_bracket,sex_assigned_at_birth,education_harmonized,match_level,reuse_count_before,reuse_count_after
55ed5e8b748092000aaa9909,1751,"More intuitive, inequality-tolerant, resource-protective","Strongest supported tendencies are more intuitive, inequality-tolerant, and resource-protective. Cooperative self-report is stronger than direct allocation behavior. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,full_pool_unadjusted,0,1
561962ffc4a3700005d82484,1311,"Reflective, structure-seeking, inequality-tolerant","Strongest supported tendencies are reflective, structure-seeking, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,full_pool_unadjusted,0,1
561e6e5bed6e5a000ac7e70c,1052,"Inequality-tolerant, patient, empathic","Strongest supported tendencies are inequality-tolerant, patient, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,50-64,female,college/postsecondary,full_pool_unadjusted,0,1
57e1bf6e631235000138b636,556,"Structure-seeking, patient, more intuitive","Strongest supported tendencies are structure-seeking, patient, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,full_pool_unadjusted,0,1
57f18e976c19420001438a1b,634,"Inequality-tolerant, reflective, empathic","Strongest supported tendencies are inequality-tolerant, reflective, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: High school graduate.,18-29,male,high school,full_pool_unadjusted,0,1
58710ffcec49b50001590603,85,"Behaviorally stable, cooperation-oriented, strong logical reasoner","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and strong logical reasoner. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,full_pool_unadjusted,0,1
58a07b0abb9e0f0001ac9a1d,155,"Empathic, strong logical reasoner, inequality-tolerant","Strongest supported tendencies are empathic, strong logical reasoner, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: High school graduate.,18-29,female,high school,full_pool_unadjusted,0,1
59982d15d0bcd10001dd907e,35,"Strong logical reasoner, patient, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, patient, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,full_pool_unadjusted,0,1
59a52c18514a2200017e6b2e,361,"Strong logical reasoner, empathic, cooperation-oriented","Strongest supported tendencies are strong logical reasoner, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.","Age: 50-64; Sex assigned at birth: Female; Completed education: Some college, no degree.",50-64,female,high school,full_pool_unadjusted,0,1
59c177605c50560001df944c,1674,"Reflective, guarded against exploitation, structure-seeking","Strongest supported tendencies are reflective, guarded against exploitation, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,full_pool_unadjusted,0,1
