fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,734,183,75,18,ok,0.8941234350204468,0.8479874134063721,0.9057832360267639,0.05779581516981125,0.0273224043715847,0.07103825136612021,0.00013092681183479726,33.19
1,mlp,734,183,75,18,ok,0.7478762865066528,0.838935136795044,0.9057832360267639,0.06684818863868713,0.01092896174863388,0.03825136612021858,0.0003769916947931051,174.3265
2,elastic_net,733,184,74,19,ok,0.8957928419113159,0.8487247228622437,0.9046673774719238,0.05594272166490555,0.016304347826086956,0.06521739130434782,0.00012869671627413481,144.2846
2,mlp,733,184,74,19,ok,0.7633470296859741,0.8427022695541382,0.9046673774719238,0.06196511909365654,0.010869565217391304,0.03804347826086957,0.00032540824031457305,118.0013
3,elastic_net,733,184,74,19,ok,0.8869521021842957,0.8391416668891907,0.9039086103439331,0.06476692110300064,0.016304347826086956,0.05434782608695652,0.00013904743536841124,45.129
3,mlp,733,184,74,19,ok,0.7566224932670593,0.8341732025146484,0.9039086103439331,0.06973548233509064,0.0,0.016304347826086956,0.0003550131223164499,119.9247
4,elastic_net,733,184,74,19,ok,0.8985996246337891,0.8535196185112,0.9094133973121643,0.05589371547102928,0.021739130434782608,0.059782608695652176,0.00012536157737486064,146.0134
4,mlp,733,184,74,19,ok,0.782352089881897,0.8486525416374207,0.9094133973121643,0.060760919004678726,0.0,0.010869565217391304,0.0003175567544531077,66.22
5,elastic_net,735,182,75,18,ok,0.8893634676933289,0.8448406457901001,0.9027624726295471,0.05792190879583359,0.016483516483516484,0.07692307692307693,0.00013614042836707085,45.4518
5,mlp,735,182,75,18,ok,0.779319703578949,0.8381191492080688,0.9027624726295471,0.06464330106973648,0.005494505494505495,0.04945054945054945,0.0003063119074795395,54.4693
