experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_018_control,32a48a90,exp_018_control_game1,1,agent_0,DOG,7,0,0,68,17,78.19000000000001,78.19000000000001,2314.2,2026-01-01T23:44:17.581471
exp_018_control,32a48a90,exp_018_control_game1,1,agent_1,CHICKEN,10,0,0,69,80,116.4,116.4,2314.2,2026-01-01T23:44:17.581614
exp_018_control,32a48a90,exp_018_control_game1,1,agent_2,CAT,10,0,0,71,607,467.49,467.49,2314.2,2026-01-01T23:44:17.581627
exp_018_control,32a48a90,exp_018_control_game1,1,agent_3,FISH,10,0,0,101,201,165.47000000000003,165.47000000000003,2314.2,2026-01-01T23:44:17.581638
exp_018_control,32a48a90,exp_018_control_game1,1,agent_4,BIRD,10,0,0,68,203,199.81,199.81,2314.2,2026-01-01T23:44:17.581650
exp_018_control,32a48a90,exp_018_control_game1,1,agent_5,RABBIT,10,0,0,71,35,84.25000000000001,84.25000000000001,2314.2,2026-01-01T23:44:17.581661
exp_018_control,32a48a90,exp_018_control_game1,1,agent_6,TURTLE,10,0,0,71,0,60.80000000000001,60.80000000000001,2314.2,2026-01-01T23:44:17.581672
exp_018_control,32a48a90,exp_018_control_game1,1,agent_7,HAMSTER,10,0,0,101,0,30.80000000000001,30.80000000000001,2314.2,2026-01-01T23:44:17.581683
exp_018_control,32a48a90,exp_018_control_game1,1,agent_8,FROG,10,0,0,3,0,128.8,128.8,2314.2,2026-01-01T23:44:17.581695
exp_018_control,32a48a90,exp_018_control_game1,1,agent_9,MOUSE,10,0,0,101,0,30.80000000000001,30.80000000000001,2314.2,2026-01-01T23:44:17.581706
exp_018_control,32a48a90,exp_018_control_game1,1,agent_10,SNAKE,10,0,0,68,0,63.80000000000001,63.80000000000001,2314.2,2026-01-01T23:44:17.581718
exp_018_control,32a48a90,exp_018_control_game1,1,agent_11,BEAR,7,0,0,68,0,66.80000000000001,66.80000000000001,2314.2,2026-01-01T23:44:17.581729
exp_018_control,32a48a90,exp_018_control_game1,1,agent_12,LION,10,0,0,3,0,128.8,128.8,2314.2,2026-01-01T23:44:17.581740
exp_018_control,32a48a90,exp_018_control_game1,1,agent_13,TIGER,10,0,0,68,0,63.80000000000001,63.80000000000001,2314.2,2026-01-01T23:44:17.581749
exp_018_control,32a48a90,exp_018_control_game1,1,agent_14,ELEPHANT,10,0,0,68,0,63.80000000000001,63.80000000000001,2314.2,2026-01-01T23:44:17.581760
exp_018_control,32a48a90,exp_018_control_game1,1,agent_15,MONKEY,10,0,0,67,0,64.80000000000001,64.80000000000001,2314.2,2026-01-01T23:44:17.581771
exp_018_control,32a48a90,exp_018_control_game1,1,agent_16,PANDA,10,0,0,6,0,125.80000000000001,125.80000000000001,2314.2,2026-01-01T23:44:17.581782
exp_018_control,32a48a90,exp_018_control_game1,1,agent_17,KOALA,10,0,0,3,0,128.8,128.8,2314.2,2026-01-01T23:44:17.581793
exp_018_control,32a48a90,exp_018_control_game1,1,agent_18,WOLF,0,0,0,68,0,73.80000000000001,73.80000000000001,2314.2,2026-01-01T23:44:17.581803
