custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_C__F9zgaNoZPFFagrLwk__k0__rep1,F9zgaNoZPFFagrLwk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.13333333333333333,0.0,0.0,0.0,0.0,60,0.13333333333333333,0.4,0.13743685418725538,0.0,0.1330128205128205,0.40384615384615385,0.0,0.09666666666666668,4.0,1.0,6,-0.34285714285714297,-0.34752747252747257,0.5943851649224057,0.6614195403705688
trajectory_completion_compact__VALIDATION_0_C__4HwmGmWXPq5jBJust__k0__rep1,4HwmGmWXPq5jBJust,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.5,0.0,0.0,0.0,0.0,60,0.5,0.7,0.14142135623730948,0.4,0.5,0.7019230769230769,0.40384615384615385,0.23,2.8333333333333335,1.0,6,-0.22857142857142856,-0.22802197802197793,0.25635844087090504,0.3195483607196587
trajectory_completion_compact__VALIDATION_0_C__eKvYkv4QEg8DiocsW__k0__rep1,eKvYkv4QEg8DiocsW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.3333333333333333,0.0,0.0,0.0,0.0,60,0.3333333333333333,0.6,0.16996731711975946,0.1,0.3317307692307692,0.5961538461538461,0.09615384615384616,0.19333333333333336,3.6666666666666665,1.0,6,-0.4857142857142857,-0.48489010989010994,0.41686353373894064,0.4861285249276549
trajectory_completion_compact__VALIDATION_0_C__DLhhTyaSmN26NPemM__k0__rep1,DLhhTyaSmN26NPemM,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.43333333333333335,0.0,0.0,0.0,0.0,60,0.43333333333333335,0.7,0.19720265943665385,0.1,0.4326923076923077,0.7019230769230769,0.09615384615384616,0.20666666666666667,3.0,1.0,6,-0.5428571428571428,-0.5467032967032966,0.34541604305294493,0.41251971726046405
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,5mhtM66ewYHNxSp4q,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.4666666666666667,0.0,0.0,0.0,0.0,60,0.4666666666666666,0.6,0.2924988129130707,1.0,0.4663461538461539,0.5961538461538461,1.0,0.16333333333333336,4.166666666666667,1.0,6,0.31428571428571433,0.31456043956043955,0.37470633220022653,0.4165131953573306
trajectory_completion_compact__VALIDATION_0_C__tjEFcmYxtEBx3PZzY__k0__rep1,tjEFcmYxtEBx3PZzY,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.26666666666666666,0.0,0.0,0.0,0.0,60,0.26666666666666666,0.6,0.19720265943665388,0.2,0.266025641025641,0.5961538461538461,0.20192307692307693,0.1566666666666667,3.5,1.0,6,-0.4857142857142857,-0.4835164835164835,0.48866524766944025,0.5576713526859193
trajectory_completion_compact__VALIDATION_0_C__AaPW26f94YzzFxPLk__k0__rep1,AaPW26f94YzzFxPLk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.45,0.0,0.0,0.0,0.0,60,0.45,0.7,0.1707825127659933,0.2,0.4503205128205128,0.7019230769230769,0.20192307692307693,0.21833333333333335,3.0,1.0,6,-0.4142857142857142,-0.41346153846153844,0.3163408004946772,0.38162860383557384
trajectory_completion_compact__VALIDATION_0_C__kkGkkWk4kCvb4t5fK__k0__rep1,kkGkkWk4kCvb4t5fK,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.3333333333333333,0.0,0.0,0.0,0.0,60,0.3333333333333333,0.5,0.11055415967851333,0.2,0.3349358974358974,0.5,0.20192307692307693,0.21,4.0,1.0,6,-0.14285714285714285,-0.13873626373626374,0.39301449203114897,0.4545646437838942
trajectory_completion_compact__VALIDATION_0_C__pYDEzMS4KKQzGsFQW__k0__rep1,pYDEzMS4KKQzGsFQW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.3,0.0,0.0,0.0,0.0,60,0.3,0.7,0.23804761428476165,0.0,0.29967948717948717,0.7019230769230769,0.0,0.15333333333333335,3.0,1.0,6,-0.6857142857142857,-0.6881868131868132,0.47954185526031207,0.549033336788505
trajectory_completion_compact__VALIDATION_0_C__K3BKmGpJcMFNK3TJz__k0__rep1,K3BKmGpJcMFNK3TJz,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.5333333333333333,0.0,0.0,0.0,0.0,60,0.5333333333333333,0.6,0.14907119849998596,0.3,0.5336538461538461,0.5961538461538461,0.2980769230769231,0.22666666666666666,3.6666666666666665,1.0,6,-0.2571428571428572,-0.2568681318681319,0.23169508663052021,0.2887349483544821
trajectory_completion_compact__VALIDATION_0_T__RGrXtztJwJyh5AzfS__k0__rep1,RGrXtztJwJyh5AzfS,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8333333333333334,0.18333333333333332,0.0,0.2,0.0,60,0.8333333333333334,0.8,0.20548046676563253,0.4,0.8233974358974359,0.7711538461538462,0.3923076923076923,0.09666666666666668,2.8333333333333335,1.0,6,-0.31428571428571433,-0.30027472527472526,0.2199925314453804,0.19973111461280538
trajectory_completion_compact__VALIDATION_0_T__zBbM66zutHe6rm6h4__k0__rep1,zBbM66zutHe6rm6h4,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.31666666666666665,0.25,0.0,0.25,0.0,60,0.31666666666666665,0.6,0.21147629234082532,0.0,0.30608974358974356,0.5769230769230769,0.0,0.17166666666666666,2.6666666666666665,1.0,6,-0.6142857142857144,-0.5947802197802198,0.5515985056384861,0.5544737932285931
trajectory_completion_compact__VALIDATION_0_T__9aygFvfvCRquDLWYn__k0__rep1,9aygFvfvCRquDLWYn,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8333333333333334,0.2,0.0,0.2,0.0,60,0.8333333333333334,0.6,0.13743685418725538,0.7,0.8272435897435898,0.5846153846153846,0.6942307692307692,0.12,2.8333333333333335,1.0,6,0.057142857142857155,0.06510989010989006,0.14769876021243342,0.13565685721781395
trajectory_completion_compact__VALIDATION_0_T__hvxgwX3y76vGYtkqS__k0__rep1,hvxgwX3y76vGYtkqS,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8166666666666667,0.25,0.0,0.25,0.0,60,0.8166666666666668,0.7,0.1343709624716425,0.6,0.8076923076923076,0.6826923076923077,0.5846153846153846,0.13166666666666668,3.0,1.0,6,0.0142857142857143,0.022527472527472593,0.14202607242957677,0.12624307630931794
trajectory_completion_compact__VALIDATION_0_T__h8kYzB9zLiEGyJaS7__k0__rep1,h8kYzB9zLiEGyJaS7,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.85,0.2,0.0,0.2,0.0,60,0.85,0.7,0.11180339887498951,0.7,0.8448717948717949,0.6903846153846154,0.6903846153846154,0.11499999999999999,4.333333333333333,1.0,6,-0.01428571428571428,-0.014835164835164831,0.12666222337389432,0.11169087270022367
trajectory_completion_compact__VALIDATION_0_T__2TquMDieEiixty8AN__k0__rep1,2TquMDieEiixty8AN,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0,60,0.8666666666666667,0.8,0.11055415967851334,0.7,0.8618589743589743,0.7865384615384615,0.698076923076923,0.10333333333333335,2.3333333333333335,1.0,6,-7.930164461608261e-17,0.011813186813186827,0.12556090574792983,0.10776971677734455
trajectory_completion_compact__VALIDATION_0_T__5bJPLPSiwHm63WZS4__k0__rep1,5bJPLPSiwHm63WZS4,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.7666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,60,0.7666666666666666,0.7,0.22110831935702666,0.4,0.7612179487179488,0.6865384615384615,0.40384615384615385,0.13,2.5,1.0,6,-0.3142857142857142,-0.3063186813186813,0.2410146715792175,0.23073273901223615
trajectory_completion_compact__VALIDATION_0_T__ud4ZZqSEuLCbTJhY5__k0__rep1,ud4ZZqSEuLCbTJhY5,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8333333333333334,0.13333333333333333,0.0,0.16666666666666666,0.0,60,0.8333333333333334,0.7,0.11055415967851334,0.7,0.828525641025641,0.7019230769230769,0.6903846153846154,0.12666666666666668,2.6666666666666665,1.0,6,0.08571428571428572,0.08214285714285723,0.11637576564739885,0.09715584835117494
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,qyhbsXkjZiMc28EAG,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8333333333333334,0.25,0.0,0.26666666666666666,0.0,60,0.8333333333333334,0.6,0.14907119849998599,0.7,0.8217948717948719,0.5769230769230769,0.6903846153846154,0.11666666666666668,3.0,1.0,6,0.14285714285714288,0.15714285714285717,0.1548399741521885,0.14443105848502236
trajectory_completion_compact__VALIDATION_0_T__24hqfcDGXxLrMr7JY__k0__rep1,24hqfcDGXxLrMr7JY,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.7666666666666667,0.26666666666666666,0.0,0.2833333333333333,0.0,60,0.7666666666666666,0.6,0.14907119849998599,0.6,0.7551282051282051,0.5769230769230769,0.5884615384615385,0.1566666666666667,4.0,1.0,6,0.1428571428571429,0.1576923076923078,0.161451128760893,0.15184388498368506
trajectory_completion_compact__VALIDATION_0_T__ediANmka55Hjf459P__k0__rep1,ediANmka55Hjf459P,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8666666666666667,0.25,0.0,0.25,0.0,60,0.8666666666666667,0.8,0.09428090415820635,0.7,0.858974358974359,0.7788461538461539,0.6903846153846154,0.10666666666666667,3.5,1.0,6,-0.08571428571428577,-0.07857142857142858,0.11664067568854368,0.1004815618090618
trajectory_completion_compact__VALIDATION_0_T__voynRJGavKc9Wag58__k0__rep1,voynRJGavKc9Wag58,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.7666666666666667,0.23333333333333334,0.0,0.23333333333333334,0.0,60,0.7666666666666666,0.6,0.14907119849998599,0.6,0.7564102564102564,0.573076923076923,0.5961538461538461,0.1566666666666667,2.5,1.0,6,0.0,0.016483516483516546,0.16690293716695515,0.1632498423336205
trajectory_completion_compact__VALIDATION_10_C__b52dPhHFrRzgZqsk3__k0__rep1,b52dPhHFrRzgZqsk3,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.20833333333333334,0.0,0.0,0.0,0.0,18,0.20833333333333334,0.45,0.1688057178248722,0.0,0.20599250936329586,0.44943820224719094,0.0,0.032407407407407406,4.0,1.0,6,-0.33095238095238094,-0.3103263777421081,0.5225261379249987,0.6743030757870809
trajectory_completion_compact__VALIDATION_10_C__WF93PRN6HTPJosFzH__k0__rep1,WF93PRN6HTPJosFzH,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.25555555555555554,0.0,0.0,0.0,0.0,18,0.2555555555555556,0.5,0.1629208699846131,0.03333333333333333,0.2559300873907615,0.5056179775280898,0.018726591760299623,0.015925925925925927,5.0,1.0,6,-0.4761904761904763,-0.4761904761904761,0.46606732346303786,0.6198283945268094
trajectory_completion_compact__VALIDATION_10_C__6B7rSLCwjDoRiGG4z__k0__rep1,6B7rSLCwjDoRiGG4z,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.18333333333333332,0.0,0.0,0.0,0.0,18,0.18333333333333335,0.4,0.13574213025411797,0.0,0.18726591760299624,0.3932584269662921,0.0,0.02074074074074074,4.166666666666667,1.0,6,-0.3952380952380953,-0.3745318352059925,0.5303617301567062,0.6731744781178853
trajectory_completion_compact__VALIDATION_10_C__RDZjX7FMTaatuhQxb__k0__rep1,RDZjX7FMTaatuhQxb,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.39166666666666666,0.0,0.0,0.0,0.0,18,0.39166666666666666,0.4166666666666667,0.11086778913041728,0.16666666666666666,0.40262172284644193,0.4307116104868913,0.14981273408239698,0.08444444444444443,6.333333333333333,1.0,6,-0.20714285714285718,-0.23274478330658105,0.3184180370147022,0.46130512334286117
trajectory_completion_compact__VALIDATION_10_C__9Ne4CP89dteYMyNu8__k0__rep1,9Ne4CP89dteYMyNu8,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.25277777777777777,0.0,0.0,0.0,0.0,18,0.25277777777777777,0.2833333333333333,0.06192638002668875,0.25,0.2590511860174781,0.29962546816479396,0.22471910112359547,0.04185185185185184,4.166666666666667,1.0,6,-0.0023809523809523764,-0.029427501337613682,0.45752074431820183,0.5899827941105275
trajectory_completion_compact__VALIDATION_10_C__LxjaP3tPxRDSZivpX__k0__rep1,LxjaP3tPxRDSZivpX,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.3027777777777778,0.0,0.0,0.0,0.0,18,0.30277777777777776,0.4,0.12338462396951562,0.16666666666666666,0.2965043695380774,0.3932584269662921,0.14981273408239698,0.022407407407407404,4.833333333333333,1.0,6,-0.04523809523809526,-0.0454788657035848,0.42620336173657236,0.5682431454853881
trajectory_completion_compact__VALIDATION_10_C__CERwfEBrZtGF9Y7LH__k0__rep1,CERwfEBrZtGF9Y7LH,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.25,0.0,0.0,0.0,0.0,18,0.25,0.3333333333333333,0.1319371343004213,0.0,0.25280898876404495,0.35580524344569286,0.0,0.025648148148148146,5.166666666666667,1.0,6,-0.22857142857142856,-0.26484751203852325,0.45504502219255427,0.5864967846770431
trajectory_completion_compact__VALIDATION_10_C__FaKf3DcY6DanqG8kw__k0__rep1,FaKf3DcY6DanqG8kw,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.48888888888888893,0.0,0.0,0.0,0.0,18,0.4888888888888889,0.6666666666666666,0.13040771771450557,0.3,0.48064918851435695,0.6554307116104868,0.28089887640449435,0.0034259259259259264,5.0,1.0,6,-0.38095238095238104,-0.3745318352059925,0.23903984248718096,0.4066623432745151
trajectory_completion_compact__VALIDATION_10_C__65crAkEscRbHNJXbW__k0__rep1,65crAkEscRbHNJXbW,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.34444444444444444,0.0,0.0,0.0,0.0,18,0.3444444444444445,0.5,0.10122703976827,0.2,0.3433208489388264,0.5056179775280898,0.22471910112359547,0.07111111111111111,6.0,1.0,6,-0.2761904761904762,-0.2835741037988228,0.3690029734899767,0.5257331674312534
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep1,bZbAH4FHLEBMsmH25,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.3111111111111111,0.0,0.0,0.0,0.0,18,0.3111111111111111,0.5,0.17524233661763894,0.0,0.31523096129837697,0.5056179775280898,0.0,0.013333333333333334,4.0,1.0,6,-0.27142857142857146,-0.28089887640449435,0.426398841722421,0.5654562169320134
trajectory_completion_compact__VALIDATION_10_T__iES9Gw5pax3HKCdHt__k0__rep1,iES9Gw5pax3HKCdHt,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.6861111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,18,0.6861111111111112,0.5833333333333334,0.05964141820439968,0.75,0.3807740324594257,-0.018726591760299623,0.4307116104868913,0.04555555555555555,2.1666666666666665,1.0,6,0.14523809523809525,0.39058319957196364,0.051166938110029175,0.4570713574417571
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep1,XcwKJ8eiRs6TmysXX,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5055555555555555,0.16666666666666666,0.0,0.16666666666666666,0.0,18,0.5055555555555555,0.5,0.1712337223046938,0.16666666666666666,0.29962546816479396,-0.09363295880149812,0.14981273408239698,0.08037037037037037,2.6666666666666665,1.0,6,-0.2333333333333334,0.09095773140716967,0.2803726026135512,0.5701342685717983
trajectory_completion_compact__VALIDATION_10_T__79kveGWTa4seiDX6H__k0__rep1,79kveGWTa4seiDX6H,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.6583333333333333,0.3888888888888889,0.0,0.3888888888888889,0.0,18,0.6583333333333333,0.5333333333333333,0.1489935370211543,0.4666666666666667,0.19662921348314608,-0.07490636704119849,-0.4119850187265917,0.04620370370370371,3.1666666666666665,1.0,6,0.04047619047619052,-0.14713750668806855,0.14674713701541922,0.6560520750215497
trajectory_completion_compact__VALIDATION_10_T__LWWqAADdcBeuLGk38__k0__rep1,LWWqAADdcBeuLGk38,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.35,0.1111111111111111,0.0,0.1111111111111111,0.0,18,0.35000000000000003,0.3,0.12171612389003693,0.13333333333333333,0.2465667915106117,0.28089887640449435,0.13108614232209737,0.022962962962962966,3.3333333333333335,1.0,6,-0.02857142857142854,0.07758159443552703,0.3742492484962395,0.49631426014749164
trajectory_completion_compact__VALIDATION_10_T__NFohGRRpskiw4QiC6__k0__rep1,NFohGRRpskiw4QiC6,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5916666666666667,0.2222222222222222,0.0,0.2222222222222222,0.0,18,0.5916666666666667,0.5,0.10172129679778086,0.5,0.34019975031210986,0.20599250936329586,0.20599250936329586,0.05722222222222223,3.8333333333333335,1.0,6,0.03571428571428575,-0.10433386837881219,0.1606915033822861,0.5955068753128325
