treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.2770832869896596,0.2731795634738752,1.0142899544392814,0.014188815416312768,0.17788461538461542,0.4606711216973225,0.38614231933881027,0.9515492745212505
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.19872751217682338,0.28614540806108135,0.6944983444724805,0.3645655005595064,0.15096153846153837,0.2673735168276652,0.5646091664300477,0.5716215280305506
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.10731497214902173,0.5043570131399739,0.21277581029539222,1.5475162013998698,0.20599250936329586,0.791198501872659,0.2603550295857988,1.3457090810048122
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.2527812441427186,1.0313056339783557,0.24510798333137368,1.4060564172470866,0.27621722846441943,0.294943820224719,0.9365079365079367,0.065597282485813
VALIDATION_11_C,final_round_normalized_efficiency,9,10,0.08783883691728903,0.23838838681861213,0.3684694463918031,0.998397484245336,0.0,0.36300832664999794,0.0,
VALIDATION_11_T,final_round_normalized_efficiency,11,11,0.2899719254356457,0.47564151189004067,0.6096438561121253,0.49488033475628335,0.08865248226950354,0.4131591790841922,0.21457222000007467,1.5391089073043784
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.28183082948393046,0.20817768394941574,1.3537994281481747,0.302915030687328,0.20373774509803924,0.17717086834733897,1.1499505928853755,0.13971897874386596
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.16841261677451136,0.32123983268754447,0.5242582010006173,0.6457709660213331,0.14935661764705876,0.3865108543417367,0.38642282867172445,0.9508230979755875
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.09286330079883898,0.19457814395275885,0.47725453081403135,0.7397053228351074,0.09451329022988506,0.21219405594405594,0.4454096973140618,0.8087607522493555
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.2218289239745806,0.2735662484795471,0.8108782615088038,0.2096373452479068,0.14816810344827583,0.28871880412533446,0.5131917330329313,0.6671057550357732
VALIDATION_14_C,final_round_normalized_efficiency,12,12,0.2651934584580673,0.3235742334137886,0.8195753279246323,0.19896896565145988,0.46354166666666674,0.45166666666666655,1.0262915129151295,0.025951832040804142
VALIDATION_14_T,final_round_normalized_efficiency,10,10,0.15583625777113336,1.0724088604114053,0.1453142206521404,1.9288568422235786,0.2942708333333334,0.203125,1.4487179487179491,0.3706789920227491
VALIDATION_15_C,final_round_normalized_efficiency,11,11,0.1793825246706612,0.2494339166468441,0.7191585133333582,0.3296734819527241,0.1947115384615384,0.39239926739926745,0.4962077012835471,0.700760687321809
VALIDATION_15_T,final_round_normalized_efficiency,9,9,0.3697777522438258,0.6815117251382604,0.5425845786714937,0.6114113003342622,0.31009615384615374,0.2234848484848485,1.3875488917861794,0.32753880334100516
