treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,5.349588828437399,0.0
VALIDATION_17_C,132,4.997677019286158,0.0
VALIDATION_7_C,154,4.985328178578782,0.18181818181818182
VALIDATION_13_T,176,4.1394141724093,0.22727272727272727
VALIDATION_13_C,150,3.3838333372845897,0.175
VALIDATION_11_C,135,2.6265064631784054,0.2
VALIDATION_11_T,176,2.296501358368049,0.36363636363636365
VALIDATION_12_C,168,2.1357875116147946,0.27083333333333337
VALIDATION_15_C,143,2.09168236941757,0.09090909090909091
VALIDATION_16_C,140,1.915025396280208,0.2
VALIDATION_17_T,104,1.899895644712668,0.875
VALIDATION_10_T,150,1.8650370478432199,0.4
VALIDATION_1_C,96,1.8494626939075534,0.125
VALIDATION_0_C,140,1.7895790967413312,0.35
VALIDATION_14_T,160,1.7694846322890936,0.4
VALIDATION_15_T,126,1.6425310649284024,0.2222222222222222
VALIDATION_6_T,143,1.6154818246713973,0.09090909090909091
VALIDATION_16_T,120,1.5662618567914095,0.375
VALIDATION_18_C,168,1.5218640864685993,0.4166666666666667
VALIDATION_9_T,154,1.4970154127796282,0.18181818181818182
VALIDATION_9_C,143,1.4404257862255956,0.09090909090909091
VALIDATION_14_C,180,1.321297825477088,0.3333333333333333
VALIDATION_10_C,140,1.2994526650884455,0.3
VALIDATION_19_T,140,1.233830092165945,0.3
VALIDATION_3_T,160,1.1948859385677157,0.4
VALIDATION_7_T,180,1.0855299724178422,0.3333333333333333
VALIDATION_5_T,192,1.056267836132212,0.4166666666666667
VALIDATION_18_T,150,1.0325531642332204,0.5
VALIDATION_4_C,180,0.9743952834105294,0.5
VALIDATION_2_C,117,0.9372701900886492,0.2777777777777778
VALIDATION_0_T,180,0.9312291876532696,0.4375
VALIDATION_5_C,135,0.896956333944399,0.4444444444444444
VALIDATION_12_T,180,0.8639562556290852,0.5
VALIDATION_8_C,180,0.8512004465484454,0.3333333333333333
VALIDATION_3_C,135,0.8392015296105247,0.4444444444444444
VALIDATION_19_C,130,0.8244877669463266,0.3
VALIDATION_4_T,144,0.7708636491488656,0.5555555555555556
VALIDATION_8_T,176,0.7571097320809774,0.45454545454545453
VALIDATION_2_T,154,0.7102103399604367,0.36363636363636365
VALIDATION_1_T,104,0.699090917297771,0.375
