wave,CONFIG_treatmentName,n_players,avg_posterior_entropy,unconditional_cooperator__mixture,unconditional_defector__mixture,conditional_cooperator__mixture,generous_conditional_cooperator__mixture,endgame_defector__mixture,retaliatory_punisher__mixture,norm_enforcer__mixture,reward_oriented_cooperator__mixture
learning_wave,0_C,6,1.480744697565808,0.14748252845426305,0.14748252845426305,0.04539992564023504,0.3158373588655789,0.07546751145134616,0.058868821343815346,0.07546751145134616,0.1339938143391524
learning_wave,0_T,6,1.2489926380800205,0.0782953606295798,0.0782953606295798,0.037207923533970316,0.5502657675270552,0.06587965218090201,0.0517401347321581,0.06587965218090201,0.07243614858585272
learning_wave,100_C,9,1.2921767633971317,0.17750599903650466,0.17750599903650466,0.05352880875855961,0.1975412210143023,0.07215182732679863,0.029807659064968944,0.07215182732679863,0.21980665843556257
learning_wave,100_T,9,1.3070720641619573,0.16847914590566057,0.16847914590566057,0.06551141201518229,0.22755005344315687,0.058459353653571515,0.03882710794403697,0.058459353653571515,0.21423442747915963
learning_wave,101_C,19,1.8509596510534754,0.1965405912935631,0.1965405912935631,0.1140704288230174,0.13280173751364896,0.02047780686936767,0.11628635973654715,0.02047780686936767,0.20280467760092494
learning_wave,101_T,19,1.9188345819071868,0.19601965803721413,0.19601965803721413,0.10177238052383768,0.11821475160240132,0.04809393123770867,0.1036480541868883,0.04809393123770867,0.18813763513702708
learning_wave,102_C,12,1.4202307721854768,0.3180181834219711,0.3180181834219711,0.048009946358820554,0.10848025206245569,0.009272331920081827,0.03425044500734273,0.009272331920081827,0.1546783258872753
learning_wave,102_T,12,1.868014810168215,0.21802377194816477,0.21802377194816477,0.10148655647550564,0.11580698345877723,0.034613089781063026,0.09632088384673437,0.034613089781063026,0.18111185276052721
learning_wave,103_C,4,1.679111832774172,0.2543181658321558,0.2543181658321558,0.05193293588672293,0.06150755711176836,0.047012714128620015,0.054848850376946506,0.047012714128620015,0.22904889670301057
learning_wave,103_T,4,1.8312071339409182,0.1879813856687555,0.1879813856687555,0.0911236982947385,0.10158825997654718,0.050742679066695905,0.09045462807200384,0.050742679066695905,0.23938528418580762
learning_wave,104_C,6,1.667664776772863,0.2512666556969991,0.2512666556969991,0.0648340310008874,0.08154486874749635,0.017674785755355502,0.0587054559744254,0.017674785755355502,0.2570327613724817
learning_wave,104_T,6,1.8202344921677274,0.2196252627498215,0.2196252627498215,0.084232475467638,0.09741669983616401,0.04874264720410104,0.07618886925478437,0.04874264720410104,0.20542613553356856
learning_wave,105_C,12,1.8943814012220261,0.1617232327103282,0.1617232327103282,0.1318384005727332,0.17769584717869458,0.02244528426922837,0.12623559967224565,0.02244528426922837,0.19589311861721337
learning_wave,105_T,12,1.9148403715857854,0.16384846241978532,0.16384846241978532,0.12341675438025572,0.1599627502552288,0.029798880971220246,0.1339152079221555,0.029798880971220246,0.19541060066034885
learning_wave,106_C,19,1.9313887964233838,0.16983278108848218,0.16983278108848218,0.10256163449597126,0.13382094470698744,0.04659112250921207,0.10780857990627467,0.04659112250921207,0.22296103369537815
