fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,262,65,ok,0.9257214069366455,0.8919355869293213,0.9446331858634949,0.05269763991236687,0.02,0.055,9.329453314421698e-05,93.5858
1,mlp,800,200,262,65,ok,0.9151425361633301,0.8908520340919495,0.9446331858634949,0.053781162947416306,0.0,0.02,0.0001106631534639746,978.2033
2,elastic_net,800,200,262,65,ok,0.9300746321678162,0.8982848525047302,0.9450035691261292,0.046718768775463104,0.015,0.065,8.7887114204932e-05,77.083
2,mlp,800,200,262,65,ok,0.9190795421600342,0.8904008269309998,0.9450035691261292,0.054602690041065216,0.005,0.01,0.00010307988850399852,756.2104
3,elastic_net,800,200,262,65,ok,0.926730215549469,0.8966835737228394,0.9420643448829651,0.045380815863609314,0.035,0.07,9.203821537084877e-05,84.7705
3,mlp,800,200,262,65,ok,0.9143235683441162,0.8916395306587219,0.9420643448829651,0.05042475089430809,0.01,0.03,0.00011014271876774728,700.0241
4,elastic_net,800,200,261,66,ok,0.9261078834533691,0.8900673389434814,0.9424307346343994,0.05236329883337021,0.01,0.045,9.27630826481618e-05,86.7799
4,mlp,800,200,261,66,ok,0.915910005569458,0.8845705389976501,0.9424307346343994,0.057860154658555984,0.015,0.035,0.00010691313946153969,807.3917
5,elastic_net,800,200,261,66,ok,0.9286342859268188,0.8946864604949951,0.9456439018249512,0.05095750465989113,0.0,0.035,8.967440226115286e-05,77.2184
5,mlp,800,200,261,66,ok,0.9186224937438965,0.8930397033691406,0.9456439018249512,0.05260424688458443,0.0,0.0,0.00010337643470847979,728.7404
