unit_id,profile_id,summary,source_row_id,matching_age_bracket,matching_sex,matching_education
55ed5e8b748092000aaa9909,longitudinal_trust_game_ht863_demo_profile_00001,"48-year-old, male.",longitudinal_demo_source_00132,30-49,male,
561962ffc4a3700005d82484,longitudinal_trust_game_ht863_demo_profile_00002,"38-year-old, male.",longitudinal_demo_source_00099,30-49,male,
561e6e5bed6e5a000ac7e70c,longitudinal_trust_game_ht863_demo_profile_00003,"25-year-old, female.",longitudinal_demo_source_00080,18-29,female,
57e1bf6e631235000138b636,longitudinal_trust_game_ht863_demo_profile_00004,"28-year-old, female.",longitudinal_demo_source_00042,18-29,female,
57f18e976c19420001438a1b,longitudinal_trust_game_ht863_demo_profile_00005,"26-year-old, female.",longitudinal_demo_source_00048,18-29,female,
58710ffcec49b50001590603,longitudinal_trust_game_ht863_demo_profile_00006,"26-year-old, female.",longitudinal_demo_source_00007,18-29,female,
58a07b0abb9e0f0001ac9a1d,longitudinal_trust_game_ht863_demo_profile_00007,"28-year-old, female.",longitudinal_demo_source_00012,18-29,female,
59982d15d0bcd10001dd907e,longitudinal_trust_game_ht863_demo_profile_00008,"33-year-old, female.",longitudinal_demo_source_00003,30-49,female,
59a52c18514a2200017e6b2e,longitudinal_trust_game_ht863_demo_profile_00009,"34-year-old, female.",longitudinal_demo_source_00028,30-49,female,
59c177605c50560001df944c,longitudinal_trust_game_ht863_demo_profile_00010,"25-year-old, female.",longitudinal_demo_source_00127,18-29,female,
59cbc42b81eacc000137f8b1,longitudinal_trust_game_ht863_demo_profile_00011,"23-year-old, male.",longitudinal_demo_source_00101,18-29,male,
59cd79bdaeef3b0001021824,longitudinal_trust_game_ht863_demo_profile_00012,"39-year-old, female.",longitudinal_demo_source_00142,30-49,female,
59d6892b03203500011acdac,longitudinal_trust_game_ht863_demo_profile_00013,"36-year-old, female.",longitudinal_demo_source_00079,30-49,female,
5a563395e0cf3d0001262ecf,longitudinal_trust_game_ht863_demo_profile_00014,"30-year-old, male.",longitudinal_demo_source_00095,30-49,male,
5a5a3f2276d1c60001ab2992,longitudinal_trust_game_ht863_demo_profile_00015,"26-year-old, female.",longitudinal_demo_source_00151,18-29,female,
5a7094c4f660ae0001a98bd5,longitudinal_trust_game_ht863_demo_profile_00016,"46-year-old, female.",longitudinal_demo_source_00114,30-49,female,
5b12f9d81e55760001b9f397,longitudinal_trust_game_ht863_demo_profile_00017,"38-year-old, male.",longitudinal_demo_source_00099,30-49,male,
5b142e4530d562000155eaf4,longitudinal_trust_game_ht863_demo_profile_00018,"33-year-old, female.",longitudinal_demo_source_00085,30-49,female,
5b2200bb38fc0c0001312c02,longitudinal_trust_game_ht863_demo_profile_00019,"37-year-old, male.",longitudinal_demo_source_00087,30-49,male,
5b93d6d239bcc800014f59c6,longitudinal_trust_game_ht863_demo_profile_00020,"47-year-old, male.",longitudinal_demo_source_00145,30-49,male,
5be0051d45bb8b000173f6f9,longitudinal_trust_game_ht863_demo_profile_00021,"33-year-old, female.",longitudinal_demo_source_00043,30-49,female,
5c34e402b96e660001cb5ce6,longitudinal_trust_game_ht863_demo_profile_00022,"25-year-old, female.",longitudinal_demo_source_00127,18-29,female,
5c75bdc1142fa40001700b7c,longitudinal_trust_game_ht863_demo_profile_00023,"30-year-old, female.",longitudinal_demo_source_00104,30-49,female,
5c97f7ed18a759001648027a,longitudinal_trust_game_ht863_demo_profile_00024,"29-year-old, male.",longitudinal_demo_source_00001,18-29,male,
5ce05a73ccdf040016e93662,longitudinal_trust_game_ht863_demo_profile_00025,"39-year-old, male.",longitudinal_demo_source_00062,30-49,male,
5d4e4f66ffbcf800199d5d2e,longitudinal_trust_game_ht863_demo_profile_00026,"45-year-old, male.",longitudinal_demo_source_00133,30-49,male,
5d52f3cc00691e0019494a39,longitudinal_trust_game_ht863_demo_profile_00027,"57-year-old, male.",longitudinal_demo_source_00086,50-64,male,
5d59cb467ca41f0001e97e1f,longitudinal_trust_game_ht863_demo_profile_00028,"31-year-old, female.",longitudinal_demo_source_00006,30-49,female,
5da5ac51a39c100014614ed5,longitudinal_trust_game_ht863_demo_profile_00029,"31-year-old, male.",longitudinal_demo_source_00119,30-49,male,
5de21543762dc22548c937b3,longitudinal_trust_game_ht863_demo_profile_00030,"46-year-old, female.",longitudinal_demo_source_00114,30-49,female,
5e12245e13ec5088f463b03b,longitudinal_trust_game_ht863_demo_profile_00031,"48-year-old, male.",longitudinal_demo_source_00132,30-49,male,
5e377d1ac0b28970cf33db0e,longitudinal_trust_game_ht863_demo_profile_00032,"34-year-old, female.",longitudinal_demo_source_00028,30-49,female,
5e54ed0d7243ea4e2ce6c650,longitudinal_trust_game_ht863_demo_profile_00033,"41-year-old, male.",longitudinal_demo_source_00014,30-49,male,
5e578224e5cbf4136e8ddcfa,longitudinal_trust_game_ht863_demo_profile_00034,"50-year-old, female.",longitudinal_demo_source_00134,50-64,female,
5ec2da3e7e31c80f47d04ea8,longitudinal_trust_game_ht863_demo_profile_00035,"32-year-old, male.",longitudinal_demo_source_00004,30-49,male,
5eeba8ce2af5113688a7987c,longitudinal_trust_game_ht863_demo_profile_00036,"38-year-old, female.",longitudinal_demo_source_00084,30-49,female,
5ef6a9ca5820823ab34f2bd3,longitudinal_trust_game_ht863_demo_profile_00037,"41-year-old, female.",longitudinal_demo_source_00013,30-49,female,
5eff6ae361fa1102b360e5ea,longitudinal_trust_game_ht863_demo_profile_00038,"37-year-old, female.",longitudinal_demo_source_00047,30-49,female,
5f05cf1309b0de08fd3bd4cf,longitudinal_trust_game_ht863_demo_profile_00039,"21-year-old, female.",longitudinal_demo_source_00075,18-29,female,
5f08cdf2f48b131393a5ba40,longitudinal_trust_game_ht863_demo_profile_00040,"33-year-old, male.",longitudinal_demo_source_00066,30-49,male,
5f16c3aa4862ae8532b4216e,longitudinal_trust_game_ht863_demo_profile_00041,"52-year-old, male.",longitudinal_demo_source_00063,50-64,male,
5f23fc20be6a4e1feed8aa5b,longitudinal_trust_game_ht863_demo_profile_00042,"33-year-old, female.",longitudinal_demo_source_00005,30-49,female,
5f305c9cf7fabe4adaf0de5d,longitudinal_trust_game_ht863_demo_profile_00043,"29-year-old, male.",longitudinal_demo_source_00001,18-29,male,
5f44088c22717b701b526c9f,longitudinal_trust_game_ht863_demo_profile_00044,"39-year-old, female.",longitudinal_demo_source_00020,30-49,female,
5f5d4b6876a9515a25325a29,longitudinal_trust_game_ht863_demo_profile_00045,"44-year-old, female.",longitudinal_demo_source_00002,30-49,female,
5f74a6b6f0966108a63551c2,longitudinal_trust_game_ht863_demo_profile_00046,"30-year-old, female.",longitudinal_demo_source_00104,30-49,female,
5f972e95ea9cc80c17f6f625,longitudinal_trust_game_ht863_demo_profile_00047,"37-year-old, male.",longitudinal_demo_source_00082,30-49,male,
5f98391806e2bc0b6d557b1b,longitudinal_trust_game_ht863_demo_profile_00048,"23-year-old, male.",longitudinal_demo_source_00101,18-29,male,
60342bd9c4c71123493ec1a7,longitudinal_trust_game_ht863_demo_profile_00049,"33-year-old, male.",longitudinal_demo_source_00040,30-49,male,
60455b1578f6f36a3e8ea81c,longitudinal_trust_game_ht863_demo_profile_00050,"34-year-old, male.",longitudinal_demo_source_00096,30-49,male,
6047c79eb8267d07b5a2ffb2,longitudinal_trust_game_ht863_demo_profile_00051,"31-year-old, male.",longitudinal_demo_source_00119,30-49,male,
6048b10a94745f1bdf5f0b5f,longitudinal_trust_game_ht863_demo_profile_00052,"47-year-old, male.",longitudinal_demo_source_00060,30-49,male,
605ba7fb97207afeb65c0d6f,longitudinal_trust_game_ht863_demo_profile_00053,"44-year-old, female.",longitudinal_demo_source_00072,30-49,female,
60992e2a5f3f48e17e154c16,longitudinal_trust_game_ht863_demo_profile_00054,"41-year-old, male.",longitudinal_demo_source_00155,30-49,male,
60fd2ac057cabc293d69bc57,longitudinal_trust_game_ht863_demo_profile_00055,"25-year-old, male.",longitudinal_demo_source_00125,18-29,male,
61065a951ba33316abb42a29,longitudinal_trust_game_ht863_demo_profile_00056,"33-year-old, male.",longitudinal_demo_source_00153,30-49,male,
611154eac8a453ad85dd0ec5,longitudinal_trust_game_ht863_demo_profile_00057,"32-year-old, female.",longitudinal_demo_source_00059,30-49,female,
611fa1092bc77bd09a76f5ac,longitudinal_trust_game_ht863_demo_profile_00058,"32-year-old, female.",longitudinal_demo_source_00107,30-49,female,
613920976b9f224b6eb66b56,longitudinal_trust_game_ht863_demo_profile_00059,"35-year-old, female.",longitudinal_demo_source_00148,30-49,female,
613a47776c955e9f4ecea585,longitudinal_trust_game_ht863_demo_profile_00060,"23-year-old, male.",longitudinal_demo_source_00101,18-29,male,
