treatment_name,metric_scope,metric,generated_mean,human_mean,abs_error
CHIP2__GAME_1,game,final_surplus_ratio,0.5103167760122335,0.5267422587585121,0.01642548274627864
CHIP2__GAME_1,turn,proposer_net_surplus,0.13232323232323231,0.8212962962962962,0.6889730639730639
CHIP2__GAME_1,turn,trade_ratio,1.4053030303030303,0.9454707654666805,0.45983226483634976
CHIP2__GAME_1,turn,acceptance_rate,0.5959595959595959,0.4027777777777778,0.19318181818181812
CHIP2__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.5102391053153535,0.6810182725720562,0.1707791672567026
CHIP2__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.29000000000000004,0.9722222222222222,0.6822222222222222
CHIP2__GAME_2_ALT_PROFILE,turn,trade_ratio,1.1453703703703704,0.8539981494842606,0.2913722208861098
CHIP2__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.5333333333333333,0.39814814814814814,0.13518518518518519
CHIP3__GAME_1,game,final_surplus_ratio,0.3004009810178107,0.611695835541549,0.31129485452373834
CHIP3__GAME_1,turn,proposer_net_surplus,0.2946859903381642,1.4652777777777777,1.1705917874396135
CHIP3__GAME_1,turn,trade_ratio,1.324476650563607,0.9175411522633744,0.40693549830023257
CHIP3__GAME_1,turn,acceptance_rate,0.6666666666666666,0.5555555555555556,0.11111111111111105
CHIP3__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.2790065491633729,0.5673695802086812,0.2883630310453083
CHIP3__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.27870370370370373,1.5671296296296295,1.2884259259259259
CHIP3__GAME_2_ALT_PROFILE,turn,trade_ratio,1.342206790123457,0.9641689714606381,0.3780378186628188
CHIP3__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.6157407407407407,0.4583333333333333,0.15740740740740738
CHIP4__GAME_1,game,final_surplus_ratio,0.21565719373269338,0.5114705904481,0.2958133967154066
CHIP4__GAME_1,turn,proposer_net_surplus,0.3828282828282829,1.3361111111111112,0.9532828282828283
CHIP4__GAME_1,turn,trade_ratio,1.345117845117845,1.0191945914168137,0.32592325370103126
CHIP4__GAME_1,turn,acceptance_rate,0.702020202020202,0.5185185185185185,0.1835016835016835
CHIP4__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.21862409719186388,0.5620252069498449,0.34340110975798105
CHIP4__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.4444444444444444,1.7481481481481482,1.3037037037037038
CHIP4__GAME_2_ALT_PROFILE,turn,trade_ratio,1.4090909090909092,1.0203924162257496,0.38869849286515956
CHIP4__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.7171717171717171,0.49074074074074076,0.22643097643097637
