metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.5260206367183706,1.7984931559614252,1.2577692132929288,0.15984787927233968,0.08333333333333333,0.5467625899280576,0.18944844124700239
final_total_contribution_rate,40,0.46363105512952085,3.219953916473455,2.19964980759538,0.12748316498316498,0.0,0.381294964028777,0.12709832134292565
first_round_normalized_efficiency,40,0.13489543096925127,0.9666152160610066,0.6686840171451481,0.33614956519632777,0.3,0.8537170263788969,0.4748201438848921
first_round_total_contribution_rate,40,0.1248138715835611,1.1203528310165747,0.836780346863384,0.2900549257563646,0.25,0.8249400479616307,0.4412470023980815
mean_round_normalized_efficiency,40,0.2994624811107342,1.7811090920730381,1.1071335385989107,0.2063549160671463,0.1,0.6738609112709832,0.302158273381295
mean_total_contribution_rate,40,0.2529142883134792,2.300684179628079,1.6198099177576248,0.1843855218855219,0.09090909090909091,0.5851318944844125,0.2517985611510791
mean_within_round_contribution_rate_var,40,0.03853721932993102,1.1581469634295378,0.79871863513624,0.3350446915195116,0.3333333333333333,0.762589928057554,0.4580335731414868
messages_per_round,26,2.0876347510480486,1.4804226605724566,0.7579202740739205,0.6066673048171243,0.625,0.7833935018050542,0.3898916967509025
punish_actor_round_rate,20,0.09420107209947143,0.968401936853269,0.6588666814284768,0.5060146366578404,0.5555555555555556,0.7766990291262136,0.5097087378640777
reward_actor_round_rate,22,0.10433673029371031,0.8029577322478306,0.6195211122987503,0.4889942907334212,0.5,0.8739130434782608,0.5565217391304348
round_normalized_efficiency_decay_slope,40,0.4115380302951316,1.411690733723883,0.9187685630589215,0.24588147663687232,0.1111111111111111,0.6498800959232613,0.2685851318944844
round_normalized_efficiency_rmse_to_treatment_mean,40,0.19673737662124588,2.0638089290780766,0.8490869848265344,0.6391995494513479,0.7,0.6930455635491607,0.3333333333333333
rounds_with_chat_rate,26,0.4244856093254918,1.6855356551931775,1.4397480661307134,0.8586998140247238,0.9444444444444444,0.7111913357400722,0.26353790613718414
total_contribution_rate_decay_slope,40,0.33377958305122285,2.231446968023775,1.637680492780411,0.22612939951069447,0.09090909090909091,0.5059952038369304,0.2158273381294964
total_contribution_rate_rmse_to_treatment_mean,40,0.17180238868695638,3.036655105631124,1.5061396733602184,0.7486707603614078,0.9090909090909091,0.5731414868105515,0.2182254196642686
total_contribution_rate_sd,40,0.06256201219313329,1.568252940527667,1.1350347202087965,0.6796120679214203,0.7777777777777778,0.6306954436450839,0.302158273381295
