metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,10,1.935,1.9625000000000004
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,5,1.54,1.35
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,10,2.598,2.645
distribution_distance,return_pct,wasserstein_1d,10,6.182,5.880000000000001
distribution_distance,process_premium_if_act,wasserstein_1d,5,1.5,1.44
distribution_distance,process_premium_if_no_act,wasserstein_1d,5,1.58,1.2400000000000002
distribution_distance,action_premium,wasserstein_1d,5,2.724,2.56
distribution_distance,action_premium_without_check,wasserstein_1d,4,2.95,3.3099999999999996
distribution_distance,action_premium_after_check,wasserstein_1d,4,2.3449999999999998,2.49
distribution_distance,action_premium_fast,wasserstein_1d,1,2.3600000000000003,2.3600000000000003
distribution_distance,action_premium_slow,wasserstein_1d,1,1.1799999999999997,1.1799999999999997
distribution_distance,send_if_act,wasserstein_1d,5,1.86,1.9000000000000004
distribution_distance,send_if_act_after_check,wasserstein_1d,4,1.975,1.88
distribution_distance,send_if_act_fast,wasserstein_1d,1,2.0,2.0
distribution_distance,send_if_act_slow,wasserstein_1d,1,1.88,1.88
distribution_distance,send_if_act_without_check,wasserstein_1d,4,2.11,2.0
distribution_distance,send_if_no_act,wasserstein_1d,5,2.08,2.06
distribution_distance,send_if_no_act_after_check,wasserstein_1d,4,1.6400000000000001,1.7300000000000002
distribution_distance,send_if_no_act_fast,wasserstein_1d,1,1.6,1.6
distribution_distance,send_if_no_act_slow,wasserstein_1d,1,1.26,1.26
distribution_distance,send_if_no_act_without_check,wasserstein_1d,4,2.09,2.25
distribution_distance,joint_pattern_distribution,total_variation,10,0.20400000000000001,0.21000000000000002
