persona_source,run,metric,metric_label,mean_diff,record_low,record_high,candidate_uniform_sd,standardized_diff,standardized_record_low,standardized_record_high,record_ci_excludes_zero
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,final_surplus,Final surplus,0.4813750000000003,0.2482000868055557,0.7233264756944447,2.5295588314851356,0.19029998196064055,0.09811991075923478,0.2859496552091539,True
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,final_welfare,Final welfare,1.0533819444444463,0.6119703993055566,1.4983451388888906,7.314652922493535,0.14400983281177376,0.08366362776060993,0.2048415905396248,True
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,proposer_mean_net_surplus,Proposer net surplus,0.0367754629629631,-0.06653026620370356,0.13838061342592617,1.1600478908078597,0.031701676503504174,-0.0573513100027032,0.11928870740806884,False
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,proposer_acceptance_rate,Proposal accepted,0.04798611111111115,0.013840856481481499,0.08328703703703706,0.3114952985000806,0.15405083589439386,0.04443359674488929,0.2673781512532701,True
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,proposer_mean_trade_ratio,Trade ratio offered,-0.002720260838622692,-0.04642038979066649,0.03580824236961905,0.32798890115567464,-0.008293758810245728,-0.14153036772617436,0.10917516490176368,False
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,response_acceptance_rate,Responder acceptance,-0.02621527777777777,-0.04473524305555555,-0.007754629629629612,0.1949398451058083,-0.13447880685217944,-0.2294822950704327,-0.03977960290991613,True
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,response_mean_net_surplus_if_accepted,Responder surplus if accepted,0.11271726190476196,0.01161794808201062,0.20933970320767195,1.0310357632705633,0.10932429884605546,0.011268229964358521,0.20303825596080438,True
No persona,no_persona_to_chip_bargain_stratified_48_top3_gpt_5_mini_seed_2,received_trade_rate,Received trade,-0.025868055555555543,-0.04282407407407406,-0.009143518518518514,0.16767633982846716,-0.15427373702228087,-0.2553972380234628,-0.05453076163203664,True
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,final_surplus,Final surplus,0.25268085937500034,0.09680805555555591,0.4287150889756947,2.5295588314851356,0.09989127599244184,0.03827072703374078,0.16948215777372955,True
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,final_welfare,Final welfare,0.4180760199652796,0.09214162760416865,0.7695009895833352,7.314652922493535,0.057155961382615986,0.012596855733348719,0.10519993193621216,True
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_mean_net_surplus,Proposer net surplus,-0.0963901186342591,-0.16867940719039337,-0.030514831090856353,1.1600478908078597,-0.08309149940967767,-0.1454072788951193,-0.02630480287292774,True
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_acceptance_rate,Proposal accepted,0.047150607638888925,0.02001806640625003,0.07356172236689817,0.3114952985000806,0.15136860127883028,0.0642644255070349,0.2361567661570312,True
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_mean_trade_ratio,Trade ratio offered,0.0026772886930797276,-0.01710070103236599,0.02184183437057665,0.32798890115567464,0.008162741738047397,-0.05213804787939888,0.06659321182398723,False
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,response_acceptance_rate,Responder acceptance,-0.0003027343749999787,-0.016135054976851824,0.016275679976851865,0.1949398451058083,-0.0015529630427051088,-0.08276940493152712,0.08349078131265492,False
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,response_mean_net_surplus_if_accepted,Responder surplus if accepted,0.0244711846333092,-0.029361781947068583,0.0785004048469508,1.0310357632705633,0.023734564313932043,-0.028477947121765837,0.07613742184649205,False
Demographic surveys,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,received_trade_rate,Received trade,0.005834418402777795,-0.00838626663773146,0.021344102647569453,0.16767633982846716,0.03479571660942982,-0.05001460937369343,0.1272934671009903,False
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,final_surplus,Final surplus,0.29038248697916685,0.15955757649739682,0.41780524034288236,2.5295588314851356,0.11479570404325393,0.06307723485668787,0.16516921256881134,True
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,final_welfare,Final welfare,0.5019579210069467,0.2093870057508693,0.7943373573133703,7.314652922493535,0.06862361431577417,0.02862569256115711,0.10859535862196235,True
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_mean_net_surplus,Proposer net surplus,-0.06636494502314792,-0.13227891529224506,-0.0023211299189813696,1.1600478908078597,-0.05720879762725247,-0.1140288399646378,-0.0020008914609248845,True
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_acceptance_rate,Proposal accepted,0.06766493055555546,0.04703134042245366,0.08808749276620394,0.3114952985000806,0.21722616964486208,0.15098571519030965,0.2827891566593938,True
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_mean_trade_ratio,Trade ratio offered,0.014511769099825754,-0.0072293916577792425,0.03621133019248992,0.32798890115567464,0.0442446956244351,-0.02204157406639784,0.11040413277674538,False
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,response_acceptance_rate,Responder acceptance,-0.009405381944444425,-0.020454616970486148,0.0006192491319444577,0.1949398451058083,-0.04824761166368746,-0.10492784048014356,0.0031766165178203835,False
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,response_mean_net_surplus_if_accepted,Responder surplus if accepted,0.024139369198906625,-0.03002256909300599,0.08567710705006525,1.0310357632705633,0.023412737034779266,-0.029118843557638552,0.08309809426812477,False
Twin-2K-500,twin_direct_summary_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,received_trade_rate,Received trade,0.0006575520833333499,-0.009493444372106486,0.010329824942129584,0.16767633982846716,0.003921555563569825,-0.05661767415616465,0.061605739680965076,False
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,final_surplus,Final surplus,0.362549283854167,0.1709728358289934,0.5643571126302087,2.5295588314851356,0.14332510449709912,0.06758998197666473,0.22310495632903213,True
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,final_welfare,Final welfare,0.6117031032986129,0.23863839952257104,1.01271732747396,7.314652922493535,0.08362708521925137,0.032624705785933614,0.13845049631264375,True
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_mean_net_surplus,Proposer net surplus,-0.08655157696759246,-0.1731687626591433,-0.006590921585648022,1.1600478908078597,-0.07461034811874685,-0.14927725314732326,-0.005681594387502477,True
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_acceptance_rate,Proposal accepted,0.0656315104166667,0.03891527416087966,0.09250365306712968,0.3114952985000806,0.21069823760646492,0.12493053458034646,0.2969664502564097,True
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,proposer_mean_trade_ratio,Trade ratio offered,0.005297925919061243,-0.019577350615996882,0.030516187744420848,0.32798890115567464,0.01615275974398496,-0.05968906431594406,0.09304030604967585,False
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,response_acceptance_rate,Responder acceptance,-0.013343098958333313,-0.028525173611111097,0.0010291160300926016,0.1949398451058083,-0.0684472635704159,-0.1463280818532936,0.005279146649234404,False
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,response_mean_net_surplus_if_accepted,Responder surplus if accepted,0.051280985571955866,-0.014858399224646601,0.11683254027547885,1.0310357632705633,0.04973734898320764,-0.014411138540446027,0.11331570100427231,False
Synthetic (Nemotron),nemotron_raw_fields_adult_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,received_trade_rate,Received trade,-0.005804036458333318,-0.01875688114872684,0.007147840711805571,0.16767633982846716,-0.03461452262299407,-0.11186361276680491,0.0426287973551773,False
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,final_surplus,Final surplus,0.017322981770833645,-0.1307063096788191,0.16257100097656282,2.5295588314851356,0.006848222526084956,-0.0516715832231029,0.06426851945606474,False
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,final_welfare,Final welfare,0.10429529079861298,-0.17368370442708145,0.38522784613715494,7.314652922493535,0.014258405956336087,-0.02374462688352319,0.05266522557106269,False
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,proposer_mean_net_surplus,Proposer net surplus,-0.00021390335648132147,-0.05779630172164335,0.057890223524305645,1.1600478908078597,-0.00018439183259266886,-0.04982234111161901,0.049903304840277565,False
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,proposer_acceptance_rate,Proposal accepted,0.03299479166666671,0.018228045428240778,0.048091959635416716,0.3114952985000806,0.10592388336371045,0.058517882985755755,0.1543906436693916,True
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,proposer_mean_trade_ratio,Trade ratio offered,0.023834773826495476,0.00709696563490548,0.0444729931447516,0.32798890115567464,0.07266945235803172,0.02163782252966243,0.13559298192118768,True
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,response_acceptance_rate,Responder acceptance,-0.014521484374999982,-0.022646610966435166,-0.006879322193287019,0.1949398451058083,-0.07449213046782763,-0.11617230409792914,-0.03528946167754007,True
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,response_mean_net_surplus_if_accepted,Responder surplus if accepted,-0.026346044546842626,-0.07173496386656059,0.018983807634274402,1.0310357632705633,-0.025552988058600373,-0.06957563105183576,0.01841236580781213,False
Task-adaptive (Concordia),concordia_chip_bargain_game_grounded_alphaevolve_5_compact_to_chip_bargain_stratified_32x48_top3_gpt_5_mini,received_trade_rate,Received trade,-0.007088758680555539,-0.014986590350115719,0.0009047670717592636,0.16767633982846716,-0.042276439763697944,-0.08937808617153138,0.005395913774625806,False
