custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_C__F9zgaNoZPFFagrLwk__k0__rep1,F9zgaNoZPFFagrLwk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.5333333333333333,0.0,0.0,0.0,0.0,60,0.5333333333333333,0.8,0.35433819375782166,0.0,0.532051282051282,0.7980769230769231,0.0,0.12333333333333334,3.0,1.0,6,-0.9428571428571432,-0.9450549450549453,0.4061531619309421,0.46035418194515065
trajectory_completion_compact__VALIDATION_0_C__kkGkkWk4kCvb4t5fK__k0__rep1,kkGkkWk4kCvb4t5fK,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.8166666666666667,0.0,0.0,0.0,0.0,60,0.8166666666666668,0.8,0.19507833184532708,0.4,0.8189102564102564,0.7980769230769231,0.40384615384615385,0.11166666666666669,2.6666666666666665,1.0,6,-0.27142857142857146,-0.2678571428571429,0.23029212974084923,0.21998315466441246
trajectory_completion_compact__VALIDATION_0_C__4HwmGmWXPq5jBJust__k0__rep1,4HwmGmWXPq5jBJust,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.75,0.0,0.0,0.0,0.0,60,0.75,0.8,0.25,0.2,0.7516025641025642,0.7980769230769231,0.20192307692307693,0.12500000000000003,3.5,1.0,6,-0.41428571428571437,-0.4107142857142857,0.2620383457629928,0.2727806612352027
trajectory_completion_compact__VALIDATION_0_C__tjEFcmYxtEBx3PZzY__k0__rep1,tjEFcmYxtEBx3PZzY,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.6666666666666666,0.0,0.0,0.0,0.0,60,0.6666666666666666,0.9,0.334995854037363,0.0,0.6666666666666666,0.9038461538461539,0.0,0.11000000000000003,5.166666666666667,1.0,6,-0.8571428571428573,-0.85989010989011,0.34906916196563537,0.3850442630066471
trajectory_completion_compact__VALIDATION_0_C__eKvYkv4QEg8DiocsW__k0__rep1,eKvYkv4QEg8DiocsW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.8833333333333333,0.0,0.0,0.0,0.0,60,0.8833333333333333,0.8,0.06871842709362766,0.8,0.8846153846153846,0.7980769230769231,0.7980769230769231,0.09833333333333334,3.6666666666666665,1.0,6,0.01428571428571428,0.013736263736263727,0.1879647874386914,0.13790273341306022
trajectory_completion_compact__VALIDATION_0_C__DLhhTyaSmN26NPemM__k0__rep1,DLhhTyaSmN26NPemM,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.26666666666666666,0.0,0.0,0.0,0.0,60,0.26666666666666666,0.6,0.2748737083745107,0.0,0.266025641025641,0.5961538461538461,0.0,0.12,2.3333333333333335,1.0,6,-0.7428571428571429,-0.7390109890109892,0.5268153993768369,0.594331502577012
trajectory_completion_compact__VALIDATION_0_C__K3BKmGpJcMFNK3TJz__k0__rep1,K3BKmGpJcMFNK3TJz,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.6166666666666667,0.0,0.0,0.0,0.0,60,0.6166666666666667,1.0,0.36704525909242064,0.0,0.6153846153846154,1.0,0.0,0.10166666666666668,3.3333333333333335,1.0,6,-1.042857142857143,-1.043956043956044,0.3911961976049565,0.4381201532604298
trajectory_completion_compact__VALIDATION_0_C__pYDEzMS4KKQzGsFQW__k0__rep1,pYDEzMS4KKQzGsFQW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.8,0.0,0.0,0.0,0.0,60,0.7999999999999999,0.8,0.19148542155126763,0.4,0.8012820512820512,0.7980769230769231,0.40384615384615385,0.12333333333333335,4.5,1.0,6,-0.31428571428571433,-0.3131868131868132,0.22030539035751287,0.2167404515066723
trajectory_completion_compact__VALIDATION_0_C__AaPW26f94YzzFxPLk__k0__rep1,AaPW26f94YzzFxPLk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.6666666666666666,0.0,0.0,0.0,0.0,60,0.6666666666666666,0.8,0.22852182001336815,0.2,0.6666666666666666,0.7980769230769231,0.20192307692307693,0.17,4.5,1.0,6,-0.5714285714285715,-0.5714285714285715,0.24430025208485623,0.2836533023246844
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,5mhtM66ewYHNxSp4q,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.5166666666666667,0.0,0.0,0.0,0.0,60,0.5166666666666667,0.8,0.3077697552103231,0.0,0.5160256410256411,0.7980769230769231,0.0,0.15500000000000003,4.666666666666667,1.0,6,-0.842857142857143,-0.8406593406593408,0.3735926954018416,0.43018378243334177
trajectory_completion_compact__VALIDATION_0_T__9aygFvfvCRquDLWYn__k0__rep1,9aygFvfvCRquDLWYn,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9166666666666666,0.18333333333333332,0.0,0.18333333333333332,0.0,60,0.9166666666666666,0.8,0.06871842709362766,0.9,0.9086538461538461,0.7980769230769231,0.8807692307692307,0.07166666666666667,3.1666666666666665,1.0,6,0.09999999999999998,0.08818681318681312,0.1199670132249572,0.11161959150169252
trajectory_completion_compact__VALIDATION_0_T__2TquMDieEiixty8AN__k0__rep1,2TquMDieEiixty8AN,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,60,0.9666666666666667,1.0,0.04714045207910316,1.0,0.9653846153846154,1.0,1.0,0.030000000000000002,4.833333333333333,1.0,6,-0.02857142857142857,-0.029670329670329662,0.15411571030674198,0.1586331023092707
trajectory_completion_compact__VALIDATION_0_T__zBbM66zutHe6rm6h4__k0__rep1,zBbM66zutHe6rm6h4,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9,0.1,0.0,0.1,0.0,60,0.9,0.8,0.0816496580927726,0.8,0.8967948717948718,0.7980769230769231,0.7903846153846154,0.08333333333333336,3.1666666666666665,1.0,6,0.028571428571428577,0.024175824175824107,0.11980611009127823,0.10802377975398085
trajectory_completion_compact__VALIDATION_0_T__voynRJGavKc9Wag58__k0__rep1,voynRJGavKc9Wag58,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9166666666666666,0.0,0.0,0.0,0.0,60,0.9166666666666666,0.8,0.08975274678557504,0.8,0.9166666666666666,0.7980769230769231,0.7980769230769231,0.06833333333333334,3.0,1.0,6,-0.01428571428571428,-0.013736263736263727,0.1398912198742992,0.13106206092617362
trajectory_completion_compact__VALIDATION_0_T__24hqfcDGXxLrMr7JY__k0__rep1,24hqfcDGXxLrMr7JY,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.95,0.1,0.0,0.11666666666666667,0.0,60,0.9500000000000001,0.8,0.0763762615825973,0.9,0.9451923076923077,0.7826923076923077,0.8884615384615384,0.04166666666666668,3.0,1.0,6,0.07142857142857141,0.07554945054945052,0.15479013371880312,0.14854757861353277
