custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__baseline_group_batched_explained__s0000,37734
simbenchpop__simbenchpop__ctx_001__baseline_group_batched_explained__s0000,44083
simbenchpop__simbenchpop__ctx_002__baseline_group_batched_explained__s0000,288
simbenchpop__simbenchpop__ctx_003__baseline_group_batched_explained__s0000,39195
simbenchpop__simbenchpop__ctx_004__baseline_group_batched_explained__s0000,1884
simbenchpop__simbenchpop__ctx_005__baseline_group_batched_explained__s0000,368
simbenchpop__simbenchpop__ctx_006__baseline_group_batched_explained__s0000,382
simbenchpop__simbenchpop__ctx_007__baseline_group_batched_explained__s0000,736
simbenchpop__simbenchpop__ctx_008__baseline_group_batched_explained__s0000,479
simbenchpop__simbenchpop__ctx_009__baseline_group_batched_explained__s0000,421
simbenchpop__simbenchpop__ctx_010__baseline_group_batched_explained__s0000,17900
simbenchpop__simbenchpop__ctx_011__baseline_group_batched_explained__s0000,13699
simbenchpop__simbenchpop__ctx_012__baseline_group_batched_explained__s0000,20027
simbenchpop__simbenchpop__ctx_013__baseline_group_batched_explained__s0000,1043
simbenchpop__simbenchpop__ctx_014__baseline_group_batched_explained__s0000,328
simbenchpop__simbenchpop__ctx_015__baseline_group_batched_explained__s0000,2813
simbenchpop__simbenchpop__ctx_016__baseline_group_batched_explained__s0000,1171
simbenchpop__simbenchpop__ctx_017__baseline_group_batched_explained__s0000,4548
simbenchpop__simbenchpop__ctx_018__baseline_group_batched_explained__s0000,7614
simbenchpop__simbenchpop__ctx_019__baseline_group_batched_explained__s0000,10278
simbenchpop__simbenchpop__ctx_020__baseline_group_batched_explained__s0000,6086
simbenchpop__simbenchpop__ctx_021__baseline_group_batched_explained__s0000,761
simbenchpop__simbenchpop__ctx_022__baseline_group_batched_explained__s0000,10627
