gameId,playerId,mean_contribution,n_observed_rounds,CONFIG_playerCount,CONFIG_numRounds,CONFIG_showNRounds,CONFIG_endowment,CONFIG_allOrNothing,CONFIG_chat,CONFIG_defaultContribProp,CONFIG_punishmentExists,CONFIG_punishmentMagnitude,CONFIG_rewardExists,CONFIG_rewardMagnitude,CONFIG_showOtherSummaries,CONFIG_showPunishmentId,CONFIG_showRewardId,CONFIG_MPCR,valid_number_of_starting_players,mean_contribution_rate
2CpmMrTnRYQhD69qN,DTZZoihgn3RAp6nBo,20.0,27,6.0,27.0,False,20.0,False,False,1.0,True,6.0,True,3.0,True,True,True,0.7,True,1.0
2CpmMrTnRYQhD69qN,F5KawmecqZFsCNyFk,10.296296296296296,27,6.0,27.0,False,20.0,False,False,1.0,True,6.0,True,3.0,True,True,True,0.7,True,0.5148148148148148
2CpmMrTnRYQhD69qN,bQirT5AvqT5wycWYj,10.0,27,6.0,27.0,False,20.0,False,False,1.0,True,6.0,True,3.0,True,True,True,0.7,True,0.5
2CpmMrTnRYQhD69qN,be9dLqkhDp6wZjbBo,15.074074074074074,27,6.0,27.0,False,20.0,False,False,1.0,True,6.0,True,3.0,True,True,True,0.7,True,0.7537037037037038
2CpmMrTnRYQhD69qN,dgD9YndT5WFPZRgzi,16.62962962962963,27,6.0,27.0,False,20.0,False,False,1.0,True,6.0,True,3.0,True,True,True,0.7,True,0.8314814814814815
2CpmMrTnRYQhD69qN,hZRwsfYigrXwGJa4j,17.703703703703702,27,6.0,27.0,False,20.0,False,False,1.0,True,6.0,True,3.0,True,True,True,0.7,True,0.8851851851851851
2HvMCoKkzNvhYKJgp,2tCNuFycZiP5mKtyF,11.095238095238095,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.5547619047619048
2HvMCoKkzNvhYKJgp,3ec6gmS6weNqpvJAh,5.714285714285714,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.2857142857142857
2HvMCoKkzNvhYKJgp,5jxF87MmgjFhTymm9,19.047619047619047,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.9523809523809523
2HvMCoKkzNvhYKJgp,8DctDA748b28zuZ3u,19.047619047619047,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.9523809523809523
2HvMCoKkzNvhYKJgp,A2pEcsP9CEJNQFgDu,13.857142857142858,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.6928571428571428
2HvMCoKkzNvhYKJgp,K2hJHsZboiWpa4oqj,20.0,9,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,1.0
2HvMCoKkzNvhYKJgp,NsiTAiRip94MCD7B6,12.380952380952381,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.6190476190476191
2HvMCoKkzNvhYKJgp,PCTGddKWraBR8mWTj,6.809523809523809,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.3404761904761905
2HvMCoKkzNvhYKJgp,S9ALoeCJKATXnvC7C,7.619047619047619,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.38095238095238093
2HvMCoKkzNvhYKJgp,WBLkAFy3kSHSJBTAm,6.666666666666667,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.33333333333333337
2HvMCoKkzNvhYKJgp,X6DDHjThocMtNvpB6,17.238095238095237,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.8619047619047618
2HvMCoKkzNvhYKJgp,YqdtGcdjtoSgCdsu8,14.285714285714286,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.7142857142857143
2HvMCoKkzNvhYKJgp,bLMxfumFzRf3vRjX2,4.0476190476190474,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.20238095238095238
2HvMCoKkzNvhYKJgp,dieqovizTAnjXTSJZ,10.238095238095237,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.5119047619047619
2HvMCoKkzNvhYKJgp,fc5HALJgiFC3dWHhj,0.0,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.0
2HvMCoKkzNvhYKJgp,gy3JFhCQFfzoACGC9,12.5,4,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,0.625
2HvMCoKkzNvhYKJgp,npQ9NQ58E53hB7N5C,20.0,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,1.0
2HvMCoKkzNvhYKJgp,qsnrpRFMyBD7xK9xm,20.0,21,18.0,21.0,True,20.0,False,False,1.0,False,7.0,False,2.0,False,True,True,0.3,True,1.0
2YFxArCtvNNrLdMEh,8AS2QXCdR3pePLr8B,13.636363636363637,11,5.0,11.0,True,20.0,False,False,1.0,True,10.0,False,5.0,False,True,True,0.46,True,0.6818181818181819
2YFxArCtvNNrLdMEh,PrvK7Rz2cL2Pfqfrm,13.333333333333334,3,5.0,11.0,True,20.0,False,False,1.0,True,10.0,False,5.0,False,True,True,0.46,True,0.6666666666666667
2YFxArCtvNNrLdMEh,f5zTYPzJ5jvGdR39Z,10.454545454545455,11,5.0,11.0,True,20.0,False,False,1.0,True,10.0,False,5.0,False,True,True,0.46,True,0.5227272727272727
2YFxArCtvNNrLdMEh,mqg2PdSZhRpHJYLrW,15.909090909090908,11,5.0,11.0,True,20.0,False,False,1.0,True,10.0,False,5.0,False,True,True,0.46,True,0.7954545454545454
2YFxArCtvNNrLdMEh,rgXeqn2NT2JwqxZ64,10.181818181818182,11,5.0,11.0,True,20.0,False,False,1.0,True,10.0,False,5.0,False,True,True,0.46,True,0.509090909090909
2fKfFJWpm9wfoPMfx,7Q8u5GwmqYwqaXYDs,18.214285714285715,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.9107142857142858
2fKfFJWpm9wfoPMfx,7ez3SYi3tNx2Bfbei,14.785714285714286,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.7392857142857143
2fKfFJWpm9wfoPMfx,CffvC6LTFjNNpgvZC,19.714285714285715,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.9857142857142858
2fKfFJWpm9wfoPMfx,HPBpMdpchhh5cz4sv,18.321428571428573,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.9160714285714286
2fKfFJWpm9wfoPMfx,SPF9vPF5hRJWzAdJa,20.0,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,1.0
2fKfFJWpm9wfoPMfx,oBmTWSk5vCYru9Mcd,20.0,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,1.0
2fKfFJWpm9wfoPMfx,pCKKPgH9rENJJXNgK,19.107142857142858,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.9553571428571429
2fKfFJWpm9wfoPMfx,q3g6KwabjgBtCjJkc,19.285714285714285,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.9642857142857142
2fKfFJWpm9wfoPMfx,vbn9iN4G7DZAMbdnp,17.5,28,9.0,28.0,False,20.0,False,False,1.0,False,12.0,False,4.0,False,False,False,0.58,True,0.875
2kZ3jKdHmB57javWy,8hZfpp9ZYxgQnC4W2,20.0,13,8.0,13.0,False,20.0,False,True,1.0,False,7.0,True,4.0,False,False,False,0.26,False,1.0
2kZ3jKdHmB57javWy,hoNbTgmYK3R2HtYnP,15.692307692307692,13,8.0,13.0,False,20.0,False,True,1.0,False,7.0,True,4.0,False,False,False,0.26,False,0.7846153846153846
2kZ3jKdHmB57javWy,tju44RWZEghPjZJYr,8.461538461538462,13,8.0,13.0,False,20.0,False,True,1.0,False,7.0,True,4.0,False,False,False,0.26,False,0.4230769230769231
2kZ3jKdHmB57javWy,uQqhvaMfYLCaM9h9g,20.0,13,8.0,13.0,False,20.0,False,True,1.0,False,7.0,True,4.0,False,False,False,0.26,False,1.0
2kZ3jKdHmB57javWy,wxwCSxoBMnnyPJGJG,10.76923076923077,13,8.0,13.0,False,20.0,False,True,1.0,False,7.0,True,4.0,False,False,False,0.26,False,0.5384615384615385
2kZ3jKdHmB57javWy,yrtT4gQpFJRmx2ZTS,16.46153846153846,13,8.0,13.0,False,20.0,False,True,1.0,False,7.0,True,4.0,False,False,False,0.26,False,0.823076923076923
2r5xvh4mLkmbyTPuW,4gsHBc6PEtAmEAoAs,0.0,4,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,0.0
2r5xvh4mLkmbyTPuW,5nHzFqz4u4vvpFTbW,20.0,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,1.0
2r5xvh4mLkmbyTPuW,EhWKqX4CqLc3ibSzy,20.0,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,1.0
2r5xvh4mLkmbyTPuW,Gj56ZRACcYwgcQ8rX,19.130434782608695,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,0.9565217391304348
2r5xvh4mLkmbyTPuW,LfhxA6PsupMxSZEhF,20.0,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,1.0
2r5xvh4mLkmbyTPuW,QKXs7ogDhHa26SPuu,19.130434782608695,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,0.9565217391304348
2r5xvh4mLkmbyTPuW,T3wMpaCL5MisTWx55,20.0,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,1.0
2r5xvh4mLkmbyTPuW,fSA7z4MC4ipCwo68C,20.0,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,1.0
2r5xvh4mLkmbyTPuW,n2YEHuZd3p4ZMAmv6,20.0,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,1.0
2r5xvh4mLkmbyTPuW,vvcPXqvweELCPFN85,4.3478260869565215,23,10.0,23.0,True,20.0,True,True,0.0,True,15.0,False,4.0,False,False,False,0.63,True,0.21739130434782608
33TyenkkqmAAHQSom,BKmFeWvHvGNtz7AMX,6.176470588235294,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.3088235294117647
33TyenkkqmAAHQSom,Ckteup7i4djCkuA9e,16.705882352941178,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.8352941176470589
33TyenkkqmAAHQSom,DAJxkd75b9zCc2idq,0.0,1,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.0
33TyenkkqmAAHQSom,Ju59MDJzvi3tvsKsZ,8.294117647058824,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.4147058823529412
33TyenkkqmAAHQSom,NomfvqqFReX6YdWt2,4.235294117647059,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.21176470588235294
33TyenkkqmAAHQSom,WXmp6zK8DnNdT4kfZ,7.529411764705882,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.3764705882352941
33TyenkkqmAAHQSom,X2RijbfnLdRnyce4G,5.833333333333333,6,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.29166666666666663
33TyenkkqmAAHQSom,aTedxSvE2BSqp8DcG,11.0,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.55
33TyenkkqmAAHQSom,aWKs66yRscSN2XrGN,8.941176470588236,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.4470588235294118
33TyenkkqmAAHQSom,bBLaz2vGcF2rt3Jcb,17.647058823529413,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.8823529411764707
33TyenkkqmAAHQSom,bibiuSci5uRAjTBng,9.411764705882353,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.47058823529411764
33TyenkkqmAAHQSom,dAuWm6qkiaQ6YqRbE,8.529411764705882,17,17.0,17.0,True,20.0,False,False,0.0,True,3.0,False,1.0,False,False,False,0.11,True,0.4264705882352941
