scope,config_feature,config_value,n_games,n_players,delta_vs_scope_mean,mean,std,min,p01,p05,p10,p25,p50,p75,p90,p95,p99,max
matched_all,CONFIG_MPCR,0.06,2,34,1.7428424543965733,16.63235294117647,5.3806736419666565,0.5833333333333334,0.6658333333333334,4.679166666666667,7.75,17.708333333333332,19.041666666666668,19.291666666666664,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.07,3,51,1.204233677552505,16.093744164332403,5.235571469084114,0.0,0.0,6.9,8.857142857142858,12.595238095238095,19.095238095238095,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.1,4,62,-3.1999943577476415,11.689516129032256,5.996473032797606,0.0,0.0,0.7041666666666668,3.3333333333333335,7.0,11.666666666666668,16.666666666666668,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.11,6,86,-2.549849775494158,12.33966071128574,6.655488761053459,0.0,0.0,0.825657894736842,2.3235294117647056,8.352941176470589,12.74436090225564,18.853383458646615,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.12,4,56,-3.6721191824320716,11.217391304347826,6.2146363337099695,0.0,0.0,0.6521739130434783,2.5543478260869565,6.842391304347826,11.0,15.625,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.13,6,82,-4.3994222834683985,10.4900882033115,6.445404031907739,0.0,0.0,0.16799999999999998,1.7039999999999997,5.566666666666666,9.954545454545453,15.129310344827587,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.14,2,17,-3.909118329917151,10.980392156862747,5.254074740600021,3.3333333333333335,3.3333333333333335,3.3333333333333335,5.333333333333334,6.666666666666667,11.11111111111111,14.444444444444445,18.000000000000004,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.15,2,13,-1.6587412560106678,13.23076923076923,6.808742494688308,0.0,0.48,2.4000000000000004,4.0,12.0,16.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.16,4,56,-1.5597952673587958,13.329715219421102,6.197606421205289,0.0,0.0,0.0,5.4869281045751634,8.784313725490197,15.205882352941178,17.77777777777778,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.17,6,71,-3.6408428789573613,11.248667607822536,5.7798140729427905,0.0,0.0,1.4423076923076923,3.269230769230769,7.403846153846154,11.181818181818182,15.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.18,4,52,-1.8457498030192134,13.043760683760684,6.364813671244502,0.0,0.0,3.24,5.024,8.0,12.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.19,10,136,0.5895880812685732,15.479098568048471,5.865395471526646,0.0,0.2333333333333334,2.375,5.416666666666667,12.5,18.87878787878788,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.2,4,50,1.5825392026610956,16.472049689440993,4.865383777763168,0.0,2.3860869565217393,6.436956521739131,9.81801242236025,14.285714285714286,18.571428571428573,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.22,8,88,1.9008304223110137,16.79034090909091,4.651438865633734,0.0,4.35,6.687500000000001,9.0875,14.174999999999999,19.4375,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.23,8,106,0.9519952183435265,15.841505705123424,5.506024255455136,0.0,0.0,4.565217391304348,6.666666666666667,13.333333333333334,18.571428571428573,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.24,12,117,0.7196370468774429,15.60914753365734,5.58185072424778,0.0,0.7418181818181817,2.001604278074866,5.316666666666667,14.185185185185185,18.14814814814815,19.814814814814813,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.25,8,79,0.12947685499225337,15.018987341772151,5.706183689183999,0.0,0.39,2.0,5.0,12.0,18.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.26,4,46,-2.3571324450315387,12.532378041748359,7.398174597177482,0.0,0.0,0.0,0.0,8.0,14.933687002652519,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.27,2,30,-5.425835273104685,9.463675213675213,5.460436333478766,0.0,0.022307692307692306,0.2500000000000001,1.2230769230769234,6.403846153846153,10.038461538461538,14.26923076923077,15.261538461538464,17.346153846153843,19.33076923076923,20.0
matched_all,CONFIG_MPCR,0.28,2,19,-1.3171420657272659,13.572368421052632,6.6850742991011645,0.0,0.0,0.0,3.25,10.4375,15.1875,19.3125,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.29,4,30,0.4504895132201021,15.34,5.813575076698829,0.0,0.58,2.36,7.480000000000002,12.675,17.9,19.075000000000003,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.3,12,120,-0.8513020516964627,14.038208435083435,5.809115797873602,0.0,0.0,0.9047619047619049,6.357142857142858,10.169642857142858,15.071428571428571,19.544642857142858,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.31,2,36,-2.7899734497428614,12.099537037037036,5.5966550187222595,0.0,0.0,4.0625,5.75,8.208333333333334,12.416666666666668,16.5,19.666666666666664,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.32,8,78,-2.324454104415821,12.565056382364077,6.322516313491243,0.0,0.0,0.9153846153846155,3.398076923076923,7.440934065934066,12.357142857142858,18.825757575757578,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.34,8,104,-0.3082375930070054,14.581272893772892,5.668998719889387,0.0,0.0,2.075,5.800000000000001,12.857142857142858,17.0,18.90625,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.36,14,126,0.37081957116920705,15.260330057949105,6.738293303487981,0.0,0.0,0.0,3.9047619047619047,13.333333333333334,19.166666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.37,4,30,-5.884748582017995,9.004761904761903,5.799910617541919,0.0,0.0,0.32142857142857156,2.6428571428571437,4.071428571428571,8.0,12.0,16.642857142857146,19.357142857142854,20.0,20.0
matched_all,CONFIG_MPCR,0.38,6,93,-0.10946898517642545,14.780041501603472,6.919886161544679,0.0,0.0,0.0,2.400000000000002,10.0,18.94736842105263,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.4,18,147,0.020045928378758404,14.909556415158656,6.236166115515765,0.0,0.0,2.2614379084967324,4.444444444444445,11.555555555555555,18.125,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.41,2,28,-0.06808191535132657,14.821428571428571,6.869436180586688,0.0,0.0,0.0,3.500000000000001,10.0,20.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.42,10,102,0.27000984492180713,15.159520331701705,5.228595075525018,0.0,1.1962962962962964,4.902678571428572,7.904761904761905,11.152597402597403,17.074074074074076,19.62962962962963,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.43,4,43,0.7151406760107992,15.604651162790697,6.006381220315063,0.0,0.18,5.0,5.342857142857143,12.357142857142858,18.571428571428573,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.44,4,54,1.123957526688116,16.013468013468014,5.7634923909305655,0.0,0.0,2.3340909090909103,9.34848484848485,13.837121212121211,19.09090909090909,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.45,8,68,0.21433566706625662,15.103846153846154,6.543856961517532,0.0,0.0,0.8500000000000001,3.168,11.653333333333332,18.94871794871795,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.46,10,108,2.4355656716295897,17.325076158409487,4.65461024621079,0.0,0.06666666666666672,6.454545454545458,12.095238095238097,16.547619047619047,20.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.47,4,66,-0.20624930351871384,14.683261183261184,6.563117813330664,0.0,0.0,0.0,2.0952380952380953,12.214285714285715,17.333333333333332,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.48,8,58,3.1829920914021947,18.072502578182092,2.6364672104980578,9.0,9.57,13.455882352941178,14.91,16.661764705882355,19.166666666666664,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.49,2,25,1.0304895132201022,15.92,4.917739494493399,3.076923076923077,3.630769230769231,5.815384615384616,8.861538461538462,14.076923076923077,18.076923076923077,19.923076923076923,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.5,10,68,1.9396450390668,16.829155525846698,4.475762569965444,0.0,3.410909090909091,7.554545454545455,10.0,14.954545454545455,19.113636363636363,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.51,4,70,-1.048240645510056,13.841269841269842,6.620034747397034,0.0,0.0,0.0,2.2222222222222223,10.277777777777779,15.555555555555555,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.52,8,91,0.33065573073379895,15.220166217513697,5.287220148397851,0.0,0.6206896551724138,4.698717948717949,7.423076923076923,12.48076923076923,17.03846153846154,19.666666666666668,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.54,10,98,-0.6205167074499851,14.268993779329913,6.395086160152286,0.0,0.0,1.5062857142857144,3.9647058823529413,10.0,16.647058823529413,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.55,8,56,-0.03633588360529316,14.853174603174605,6.162596969698306,0.0,0.0,0.0,4.666666666666666,12.0,16.666666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.56,8,112,1.3358296492745225,16.22534013605442,5.571309195841992,0.0,0.0,4.0,7.516666666666667,13.979166666666666,19.272727272727273,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.57,4,38,0.9599551312882628,15.84946561806816,4.729246531408093,3.3333333333333335,3.886206896551724,5.413793103448276,9.458620689655172,13.160919540229886,17.93103448275862,19.310344827586206,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.58,4,40,1.7357642384948306,16.62527472527473,5.34733345571612,0.0,0.0,5.261538461538462,9.076923076923077,16.5,19.092032967032967,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.59,8,68,1.7602848951737862,16.649795381953684,4.70464592797462,0.0,2.42875,7.80625,9.964705882352941,14.03125,18.849264705882355,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.6,10,82,-0.49316902336526347,14.396341463414634,5.846260822045522,0.0,0.0,3.3666666666666667,5.55,11.25,15.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.61,4,42,1.9738553140859025,16.8633658008658,4.768546723939138,0.0,1.789090909090909,5.881818181818183,9.536363636363639,16.910511363636363,18.9375,19.6875,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.62,8,79,1.5505755691564644,16.440086055936362,5.409322936532824,0.0,0.0,0.0,8.727272727272728,15.414141414141415,19.09090909090909,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.63,12,137,1.4131094927680437,16.30261997954794,5.582386566410013,0.0,0.0,3.373913043478263,7.478260869565219,14.782608695652174,19.153846153846153,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.64,4,48,2.8542395132201044,17.743750000000002,4.819195052853413,0.0,0.0,6.75,11.89,18.5,20.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.65,7,28,0.11330906209228253,15.00281954887218,6.216335783876765,0.0,0.0,1.1052631578947372,6.105263157894737,13.263157894736842,17.36842105263158,20.0,20.0,20.0,20.0,20.0
