metric_family,metric,distance_kind,n_groups,mean_score,median_score
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,6,0.2252,0.22500000000000003
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,6,0.196,0.22
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,6,0.17900000000000002,0.17833333333333334
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,6,0.382,0.31
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,6,0.362,0.36
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,6,0.17040000000000002,0.12000000000000001
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,6,0.28,0.29200000000000004
behavior_distribution_distance,trust_send_wd,wasserstein_1d,6,0.196,0.22
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,6,0.17900000000000002,0.17833333333333334
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,6,0.394,0.41
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,6,0.37,0.26
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,6,0.362,0.36
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,4,0.5057142857142857,0.4971428571428571
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,6,0.19441263039068757,0.17467614685056548
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,6,0.21135727431069048,0.2
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,6,0.2970149410774411,0.2866666666666667
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,6,0.17031791877104377,0.16816666666666666
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,6,0.320038821472645,0.31
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,6,0.15300000000000002,0.10000000000000002
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,4,0.5057142857142858,0.4971428571428572
delegation_distribution_distance,C_delegated,wasserstein_1d,4,0.30000000000000004,0.22999999999999998
delegation_distribution_distance,PD_delegated,wasserstein_1d,4,0.5800000000000001,0.6
delegation_distribution_distance,SH_delegated,wasserstein_1d,4,0.5800000000000001,0.5800000000000001
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,4,0.44,0.47000000000000003
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,4,0.375,0.38
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,4,0.675,0.6799999999999999
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,4,0.5900000000000001,0.5700000000000001
scenario_state_distribution_distance,mean_role_state_tv,total_variation,6,0.48,0.43285714285714283
scenario_state_distribution_distance,C_decision_state,total_variation,6,0.40125,0.32999999999999996
scenario_state_distribution_distance,PD_decision_state,total_variation,6,0.44499999999999995,0.43999999999999995
scenario_state_distribution_distance,SH_decision_state,total_variation,6,0.39375,0.37
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,6,0.565,0.59
scenario_state_distribution_distance,TGSender_decision_state,total_variation,6,0.24875,0.22999999999999998
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,6,0.535,0.5800000000000001
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,6,0.77125,0.8
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.0910571511664466,1.09
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,6,0.7650000000000001,0.5000000000000001
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,6,1.4028571428571428,1.42
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,6,1.0545236298631884,1.0657142857142856
