metric,direction,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_minus_null_mean,z_score,collapse_tail_p
total_top1,higher_is_more_collapsed,1280.0,1280.0,0.0,1280.0,1280.0,0.0,nan,1.0
candidate_identities,higher_is_more_collapsed,342.0,342.0,0.0,342.0,342.0,0.0,nan,1.0
selected_identities,lower_is_more_collapsed,152.0,320.1089,3.790599001477207,312.0,327.0,-168.1089,-44.34890104030722,4.999750012499375e-05
selected_identity_share,lower_is_more_collapsed,0.4444444444444444,0.9359909356725146,0.011083622811336862,0.9122807017543859,0.956140350877193,-0.49154649122807015,-44.34890104030722,4.999750012499375e-05
never_selected_identities,higher_is_more_collapsed,190.0,21.8911,3.790599001477207,15.0,30.0,168.1089,44.34890104030722,4.999750012499375e-05
never_selected_identity_share,higher_is_more_collapsed,0.5555555555555556,0.06400906432748538,0.011083622811336862,0.043859649122807015,0.08771929824561403,0.4915464912280702,44.34890104030722,4.999750012499375e-05
entropy_effective_n,lower_is_more_collapsed,96.57995792252237,256.9518032221279,2.669493951327841,251.56291615293713,262.05207548417627,-160.37184529960555,-60.07574777228265,4.999750012499375e-05
entropy_effective_n_share,lower_is_more_collapsed,0.28239753778515314,0.7513210620530055,0.007805537869379653,0.7355640823185297,0.7662341388426207,-0.4689235242678524,-60.07574777228263,4.999750012499375e-05
simpson_effective_n,lower_is_more_collapsed,77.69347496206373,215.08782295893658,2.8410202642968203,209.29994890137965,220.33351264120495,-137.39434799687285,-48.36091798552492,4.999750012499375e-05
simpson_effective_n_share,lower_is_more_collapsed,0.22717390339784718,0.6289117630378264,0.00830707679618953,0.6119881546823966,0.6442500369625875,-0.4017378596399792,-48.36091798552496,4.999750012499375e-05
hhi,higher_is_more_collapsed,0.01287109375,0.004650077392578125,6.161659788292409e-05,0.00453857421875,0.00477783203125,0.008221016357421874,133.42210767693453,4.999750012499375e-05
gini,higher_is_more_collapsed,0.7873629385964911,0.40766355628654966,0.006772627630952988,0.3948003472222221,0.4213360060307016,0.37969938230994144,56.063820868372964,4.999750012499375e-05
top_1pct_share,higher_is_more_collapsed,0.08984375,0.043510585937500006,0.0024631362198499337,0.0390625,0.0484375,0.046333164062499994,18.810638116199208,4.999750012499375e-05
top_5pct_share,higher_is_more_collapsed,0.35546875,0.1613125,0.004234274099351328,0.15390625,0.1703125,0.19415625,45.8534911638677,4.999750012499375e-05
top_10pct_share,higher_is_more_collapsed,0.58515625,0.27490191406250003,0.004766719085316217,0.26640625,0.28515625,0.3102543359375,65.08760646148255,4.999750012499375e-05
