custom_id,persona_pid,game_id,treatment_name,player,player_key,match_rank,match_probability,is_top1,mean_contribution,mean_contribution_rate,first_contribution,first_contribution_rate,final_contribution,final_contribution_rate,contribution_sd,zero_contribution_rate,full_contribution_rate,contribution_slope,message_count,messages_per_round,rounds_with_message_rate,reward_given_units,reward_given_events,reward_given_round_rate,reward_received_units,reward_received_events,reward_received_round_rate,punish_given_units,punish_given_events,punish_given_round_rate,punish_received_units,punish_received_events,punish_received_round_rate
argyle_pgg_match__pid_argyle_anes2016_300477__game_5mhtM66ewYHNxSp4q__p001__g001,argyle_anes2016_300477,5mhtM66ewYHNxSp4q,VALIDATION_0_C,CHICKEN,5mhtM66ewYHNxSp4q::CHICKEN,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_5mhtM66ewYHNxSp4q__p001__g001,argyle_anes2016_300477,5mhtM66ewYHNxSp4q,VALIDATION_0_C,RABBIT,5mhtM66ewYHNxSp4q::RABBIT,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_5mhtM66ewYHNxSp4q__p001__g001,argyle_anes2016_300477,5mhtM66ewYHNxSp4q,VALIDATION_0_C,CHICK,5mhtM66ewYHNxSp4q::CHICK,3,0.1,False,13.333333333333334,0.6666666666666666,20.0,1.0,20.0,1.0,10.327955589886445,0.3333333333333333,0.6666666666666666,-0.2857142857142858,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_2TquMDieEiixty8AN__p001__g002,argyle_anes2016_300477,2TquMDieEiixty8AN,VALIDATION_0_T,RABBIT,2TquMDieEiixty8AN::RABBIT,1,0.5,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,8,1.3333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0,0.0,5.0,3,0.3333333333333333,1.0,1,0.16666666666666666
argyle_pgg_match__pid_argyle_anes2016_300477__game_2TquMDieEiixty8AN__p001__g002,argyle_anes2016_300477,2TquMDieEiixty8AN,VALIDATION_0_T,MOOSE,2TquMDieEiixty8AN::MOOSE,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,8,1.3333333333333333,0.8333333333333334,0.0,0,0.0,0.0,0,0.0,2.0,2,0.3333333333333333,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_2TquMDieEiixty8AN__p001__g002,argyle_anes2016_300477,2TquMDieEiixty8AN,VALIDATION_0_T,GORILLA,2TquMDieEiixty8AN::GORILLA,3,0.2,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,3,0.5,0.3333333333333333,0.0,0,0.0,0.0,0,0.0,4.0,2,0.3333333333333333,1.0,1,0.16666666666666666
argyle_pgg_match__pid_argyle_anes2016_300477__game_65crAkEscRbHNJXbW__p001__g003,argyle_anes2016_300477,65crAkEscRbHNJXbW,VALIDATION_10_C,SLOTH,65crAkEscRbHNJXbW::SLOTH,1,0.82,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_65crAkEscRbHNJXbW__p001__g003,argyle_anes2016_300477,65crAkEscRbHNJXbW,VALIDATION_10_C,GORILLA,65crAkEscRbHNJXbW::GORILLA,2,0.1,False,10.833333333333334,0.5416666666666666,10.0,0.5,20.0,1.0,6.645800679125629,0.16666666666666666,0.16666666666666666,0.17857142857142855,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_65crAkEscRbHNJXbW__p001__g003,argyle_anes2016_300477,65crAkEscRbHNJXbW,VALIDATION_10_C,DUCK,65crAkEscRbHNJXbW::DUCK,3,0.08,False,11.666666666666666,0.5833333333333334,10.0,0.5,0.0,0.0,6.831300510639732,0.16666666666666666,0.16666666666666666,-0.14285714285714285,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
argyle_pgg_match__pid_argyle_anes2016_300477__game_3EG5RaDj4z7hkT2JD__p001__g004,argyle_anes2016_300477,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,SLOTH,3EG5RaDj4z7hkT2JD::SLOTH,1,0.7,True,15.0,0.75,20.0,1.0,10.0,0.5,8.366600265340756,0.16666666666666666,0.6666666666666666,-0.7857142857142858,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
