custom_id,input_token_estimate
chip_bargain__chip3_cohort_01_m8aiq8_game_1,3509
chip_bargain__chip3_cohort_02_m8aiq8_game_1,3533
chip_bargain__chip3_cohort_03_m8aiq8_game_1,3513
chip_bargain__chip3_cohort_04_m8aiq8_game_1,3549
chip_bargain__chip3_cohort_05_m8aiq8_game_1,3525
chip_bargain__chip3_cohort_06_m8ak4g_game_1,3531
chip_bargain__chip3_cohort_07_m8ak4j_game_1,3561
chip_bargain__chip3_g11_m5wp7b_game_1,3526
chip_bargain__chip3_g12_m5wp8p_game_1,3568
chip_bargain__chip3_g13_m5wp8q_game_1,3516
chip_bargain__chip3_g15_m5wp8s_game_1,3561
chip_bargain__chip3_g16_m5wp8t_game_1,3534
chip_bargain__chip3_g17_m5wp8w_game_1,3524
chip_bargain__chip3_g18_m5wq8i_game_1,3527
chip_bargain__chip3_g19_m5wq90_game_1,3539
chip_bargain__chip3_g1_m5wp46_game_1,3517
chip_bargain__chip3_g20_m5wq93_game_1,3550
chip_bargain__chip3_g2_m5wp6p_game_1,3520
chip_bargain__chip3_g3_m5wp6q_game_1,3561
chip_bargain__chip3_g5_m5wp6r_game_1,3573
chip_bargain__chip3_g6_m5wp77_game_1,3536
chip_bargain__chip3_g7_m5wp78_game_1,3563
chip_bargain__chip3_g8_m5wp79_game_1,3558
chip_bargain__chip3_g9_m5wp79_game_1,3604
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,3515
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,3537
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,3518
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,3554
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,3530
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,3536
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,3567
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,3531
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,3573
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,3520
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,3566
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,3539
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,3529
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,3532
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,3544
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,3521
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,3555
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,3525
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,3566
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,3578
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,3541
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,3567
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,3562
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,3608
