custom_id,input_token_estimate
chip_bargain__chip2_cohort_01_m7xia7_game_1,2437
chip_bargain__chip2_cohort_01_m8aexq_game_1,2482
chip_bargain__chip2_cohort_02_m7xiz2_game_1,2497
chip_bargain__chip2_cohort_02_m8aexq_game_1,2506
chip_bargain__chip2_cohort_03_m8aexq_game_1,2442
chip_bargain__chip2_cohort_04_m7xjm0_game_1,2435
chip_bargain__chip2_cohort_04_m8aexq_game_1,2539
chip_bargain__chip2_cohort_05_m7xjzy_game_1,2483
chip_bargain__chip2_cohort_05_m8aexq_game_1,2440
chip_bargain__chip2_cohort_06_m7xk99_game_1,2461
chip_bargain__chip2_cohort_06_m8ag8i_game_1,2481
chip_bargain__chip2_cohort_07_m8ag8i_game_1,2482
chip_bargain__chip2_cohort_08_m8ag8i_game_1,2437
chip_bargain__chip2_cohort_09_m8ag8i_game_1,2487
chip_bargain__chip2_cohort_11_m8agmu_game_1,2460
chip_bargain__chip2_cohort_12_m8agmu_game_1,2534
chip_bargain__chip2_cohort_13_m8agmu_game_1,2498
chip_bargain__chip2_cohort_14_m8agmu_game_1,2466
chip_bargain__chip2_cohort_15_m8agmu_game_1,2503
chip_bargain__chip2_cohort_16_m8agzl_game_1,2491
chip_bargain__chip2_cohort_17_m8agzl_game_1,2433
chip_bargain__chip2_cohort_18_m8agzl_game_1,2415
chip_bargain__chip2_cohort_19_m8agzl_game_1,2426
chip_bargain__chip2_cohort_20_m8agzl_game_1,2406
chip_bargain__chip2_cohort_01_m7xia7_game_2_alt_profile,2440
chip_bargain__chip2_cohort_01_m8aexq_game_2_alt_profile,2485
chip_bargain__chip2_cohort_02_m7xiz2_game_2_alt_profile,2501
chip_bargain__chip2_cohort_02_m8aexq_game_2_alt_profile,2508
chip_bargain__chip2_cohort_03_m8aexq_game_2_alt_profile,2444
chip_bargain__chip2_cohort_04_m7xjm0_game_2_alt_profile,2438
chip_bargain__chip2_cohort_04_m8aexq_game_2_alt_profile,2543
chip_bargain__chip2_cohort_05_m7xjzy_game_2_alt_profile,2486
chip_bargain__chip2_cohort_05_m8aexq_game_2_alt_profile,2443
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2465
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,2484
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,2486
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,2440
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,2490
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2463
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,2538
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,2501
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,2468
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,2506
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,2495
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,2436
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,2419
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,2429
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,2411
chip_bargain__chip3_cohort_01_m8aiq8_game_1,2443
chip_bargain__chip3_cohort_02_m8aiq8_game_1,2501
chip_bargain__chip3_cohort_03_m8aiq8_game_1,2482
chip_bargain__chip3_cohort_04_m8aiq8_game_1,2569
