analysis,tag,metric,value
step2_delex,PUNISHMENT,alignment,0.6631859134272792
step2_delex,PUNISHMENT,alignment,0.6856254932835193
step2_delex,PUNISHMENT,alignment,0.6726452189452599
step2_delex,PUNISHMENT,alignment,0.7603330204677273
step2_delex,PUNISHMENT,alignment,0.6889745490645657
step2_delex,PUNISHMENT,alignment,0.8567580884990705
step2_delex,PUNISHMENT,alignment,0.647478700793278
step2_delex,PUNISHMENT,alignment,0.6635178519669539
step2_delex,PUNISHMENT,alignment,0.7434503323167408
step2_delex,PUNISHMENT,alignment,0.6717972794814094
step2_delex,PUNISHMENT,alignment,0.8168079810240895
step2_delex,PUNISHMENT,alignment,0.6568488383862761
step2_delex,PUNISHMENT,alignment,0.6340784769718649
step2_delex,PUNISHMENT,alignment,0.651564820123023
step2_delex,PUNISHMENT,alignment,0.6356351873084513
step2_delex,PUNISHMENT,alignment,0.6591675277025284
step2_delex,PUNISHMENT,alignment,0.7810127933249283
step2_delex,PUNISHMENT,alignment,0.6032938967909156
step2_delex,PUNISHMENT,alignment,0.8213326210992474
step2_delex,PUNISHMENT,alignment,0.7226534758111729
step2_delex,PUNISHMENT,alignment,0.8226415627745678
step2_delex,PUNISHMENT,alignment,0.8141822402814424
step2_delex,PUNISHMENT,alignment,0.7879646498663749
step2_delex,PUNISHMENT,alignment,0.8207415617785928
step2_delex,PUNISHMENT,alignment,0.7207001124045611
step2_delex,PUNISHMENT,alignment,0.8315026829737308
step2_delex,PUNISHMENT,alignment,0.7410729792108915
step2_delex,PUNISHMENT,alignment,0.6720190177494502
step2_delex,PUNISHMENT,alignment,0.6693346642633768
step2_delex,PUNISHMENT,alignment,0.6692356872409717
step2_delex,PUNISHMENT,alignment,0.6292467998664447
step2_delex,PUNISHMENT,alignment,0.6411611607679694
step2_delex,PUNISHMENT,alignment,0.6507362469685715
step2_delex,PUNISHMENT,alignment,0.6698896209211441
step2_delex,PUNISHMENT,alignment,0.6394761416830678
step2_delex,PUNISHMENT,alignment,0.6715279413373813
step2_delex,PUNISHMENT,alignment,0.7447648363700163
step2_delex,PUNISHMENT,alignment,0.6802317145683959
step2_delex,PUNISHMENT,alignment,0.6617369142250844
step2_delex,PUNISHMENT,alignment,0.7822774248964691
step2_delex,PUNISHMENT,alignment,0.6187190509349046
step2_delex,PUNISHMENT,alignment,0.6533649645778504
step2_delex,PUNISHMENT,alignment,0.6233158908206847
step2_delex,PUNISHMENT,alignment,0.816795313642951
step2_delex,PUNISHMENT,alignment,0.7184857549798623
step2_delex,PUNISHMENT,alignment,0.8172698291345771
step2_delex,PUNISHMENT,alignment,0.8049056759568244
step2_delex,PUNISHMENT,alignment,0.8106312880382859
step2_delex,PUNISHMENT,alignment,0.6040911563216635
step2_delex,PUNISHMENT,alignment,0.8410714588045854
step2_delex,PUNISHMENT,alignment,0.6330293708720983
step2_delex,PUNISHMENT,alignment,0.6434672046386213
step2_delex,PUNISHMENT,alignment,0.638147396242282
step2_delex,PUNISHMENT,alignment,0.6335980897629364
step2_delex,PUNISHMENT,alignment,0.788579675593018
step2_delex,PUNISHMENT,alignment,0.6839936545336657
step2_delex,PUNISHMENT,alignment,0.6767472798408253
step2_delex,PUNISHMENT,alignment,0.8018247105203463
step2_delex,PUNISHMENT,alignment,0.6267317408925268
step2_delex,PUNISHMENT,alignment,0.6604945489658086
step2_delex,PUNISHMENT,alignment,0.6540461577123944
step2_delex,PUNISHMENT,alignment,0.6231509712147176
step2_delex,PUNISHMENT,alignment,0.692245603501644
step2_delex,PUNISHMENT,alignment,0.6736966523089936
step2_delex,PUNISHMENT,alignment,0.6551071412735623
step2_delex,PUNISHMENT,alignment,0.8478723119689318
step2_delex,PUNISHMENT,alignment,0.6598427401759531
step2_delex,PUNISHMENT,alignment,0.6589846509322181
step2_delex,PUNISHMENT,alignment,0.6558716785748344
step2_delex,PUNISHMENT,alignment,0.6842442414377324
step2_delex,PUNISHMENT,alignment,0.6576638079696149
step2_delex,PUNISHMENT,alignment,0.6027287521550336
step2_delex,PUNISHMENT,alignment,0.7993912625983723
step2_delex,PUNISHMENT,alignment,0.684409179889449
step2_delex,PUNISHMENT,alignment,0.6029118888517565
step2_delex,PUNISHMENT,alignment,0.6507668895921722
step2_delex,PUNISHMENT,alignment,0.8292441869653852
step2_delex,PUNISHMENT,alignment,0.6356487575020929
step2_delex,PUNISHMENT,alignment,0.6902170067246329
step2_delex,PUNISHMENT,alignment,0.6265209743477506
step2_delex,PUNISHMENT,alignment,0.6349768805407546
step2_delex,PUNISHMENT,alignment,0.8562839090749453
