bootstrap_iter,metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr,score
0,mean_alignment_abs_error,paper_index_scenario,equality_index_mean,,6,0.041294969917855244,0.02861148648648648,0.008225438061380558,0.041294969917855244
0,mean_alignment_abs_error,paper_index_scenario,intentions_index_mean,,6,0.02917980023596842,0.025666666666666782,0.004546432930879249,0.02917980023596842
0,mean_alignment_abs_error,paper_index_scenario,kindness_index_mean,,6,0.045328895654881275,0.03666666666666657,0.009564663228588118,0.045328895654881275
0,mean_alignment_abs_error,paper_index_scenario,payoff_index_mean,,6,0.01911949977425042,0.015589893100097119,0.004005402368675026,0.01911949977425042
0,mean_alignment_abs_error,paper_index_scenario,predictability_index_mean,,6,0.07626124673699647,0.06306122448979595,0.015895417475747197,0.07626124673699647
0,mean_alignment_abs_error,paper_index_scenario,prosociality_index_mean,,6,0.028567810917130766,0.022888888888888848,0.006103074294061446,0.028567810917130766
0,mean_alignment_abs_error,paper_index_session,delegation_index_mean,,4,0.04642857142857139,0.012857142857142873,0.03405427840302919,0.04642857142857139
0,mean_alignment_abs_error,scenario,C_decision_nonnull_rate,,6,0.018749999999999996,0.0,0.011898004034290791,0.018749999999999996
0,mean_alignment_abs_error,scenario,PD_decision_nonnull_rate,,6,0.013749999999999998,0.0,0.00723849662107632,0.013749999999999998
0,mean_alignment_abs_error,scenario,SH_decision_nonnull_rate,,6,0.023749999999999993,0.0,0.014401244159215312,0.023749999999999993
0,mean_alignment_abs_error,scenario,TGReceiver_decision_direct_mean,,6,0.3567492627753285,0.3540637669209099,0.049684541923445846,0.3567492627753285
0,mean_alignment_abs_error,scenario,TGReceiver_decision_nonnull_rate,,6,0.027500000000000004,0.0,0.01547847968417226,0.027500000000000004
0,mean_alignment_abs_error,scenario,TGSender_decision_nonnull_rate,,6,0.027500000000000004,0.0,0.0175,0.027500000000000004
0,mean_alignment_abs_error,scenario,UGProposer_decision_direct_mean,,6,0.20647484958927634,0.1430574324324323,0.041127190306902824,0.20647484958927634
0,mean_alignment_abs_error,scenario,UGProposer_decision_nonnull_rate,,6,0.010000000000000002,0.0,0.006324555320336755,0.010000000000000002
0,mean_alignment_abs_error,scenario,UGResponder_decision_direct_mean,,6,0.21340859126435321,0.19176470588235284,0.03867289823592094,0.21340859126435321
0,mean_alignment_abs_error,scenario,UGResponder_decision_nonnull_rate,,6,0.020000000000000007,0.0,0.013038404810405293,0.020000000000000007
0,mean_alignment_abs_error,session,C_delegated,,4,0.07500000000000001,0.04999999999999999,0.037749172176353755,0.07500000000000001
0,mean_alignment_abs_error,session,PD_delegated,,4,0.05499999999999999,0.05000000000000002,0.01707825127659933,0.05499999999999999
0,mean_alignment_abs_error,session,SH_delegated,,4,0.095,0.06999999999999999,0.043493294502332955,0.095
0,mean_alignment_abs_error,session,TGReceiver_delegated,,4,0.10999999999999999,0.09999999999999998,0.04203173404306163,0.10999999999999999
0,mean_alignment_abs_error,session,TGSender_delegated,,4,0.10999999999999997,0.08999999999999994,0.055677643628300216,0.10999999999999997
0,mean_alignment_abs_error,session,UGProposer_delegated,,4,0.03999999999999999,0.020000000000000004,0.019999999999999997,0.03999999999999999
0,mean_alignment_abs_error,session,UGResponder_delegated,,4,0.08000000000000002,0.05000000000000002,0.04242640687119287,0.08000000000000002
0,behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.10857142857142858,0.11999999999999997,0.017042791852575782,0.10857142857142858
0,behavior_distribution_distance,distribution,cooperation_sh_wd,wasserstein_1d,6,0.09424489795918367,0.09653061224489795,0.017093271337904774,0.09424489795918367
0,behavior_distribution_distance,distribution,cooperation_wd,mean_wasserstein_1d,6,0.10140816326530613,0.09704081632653064,0.012266664327665178,0.10140816326530613
0,behavior_distribution_distance,distribution,coordination_earth_wd,wasserstein_1d,6,0.0513469387755102,0.04999999999999999,0.01087036516059168,0.0513469387755102
0,behavior_distribution_distance,distribution,coordination_wd,mean_wasserstein_1d,6,0.0513469387755102,0.04999999999999999,0.01087036516059168,0.0513469387755102
0,behavior_distribution_distance,distribution,fairness_offer_wd,wasserstein_1d,6,0.05293061224489796,0.03448979591836736,0.013324640787200153,0.05293061224489796
0,behavior_distribution_distance,distribution,fairness_wd,mean_wasserstein_1d,6,0.05456734693877552,0.061020408163265316,0.007493233438544672,0.05456734693877552
0,behavior_distribution_distance,distribution,inequality_tolerance_wd,wasserstein_1d,6,0.05620408163265307,0.05040816326530613,0.007808748687504465,0.05620408163265307
0,behavior_distribution_distance,distribution,trust_send_wd,wasserstein_1d,6,0.06636734693877551,0.06,0.014643046369474276,0.06636734693877551
0,behavior_distribution_distance,distribution,trust_wd,mean_wasserstein_1d,6,0.06636734693877551,0.06,0.014643046369474276,0.06636734693877551
0,behavior_distribution_distance,distribution,trustworthiness_return_wd,wasserstein_1d,6,0.05891836734693878,0.06163265306122451,0.006980956446762541,0.05891836734693878
0,behavior_distribution_distance,distribution,trustworthiness_wd,mean_wasserstein_1d,6,0.05891836734693878,0.06163265306122451,0.006980956446762541,0.05891836734693878
0,delegation_distribution_distance,distribution,C_delegated,wasserstein_1d,4,0.07499999999999998,0.04999999999999999,0.03774917217635375,0.07499999999999998
0,delegation_distribution_distance,distribution,PD_delegated,wasserstein_1d,4,0.05499999999999999,0.04999999999999999,0.01707825127659932,0.05499999999999999
0,delegation_distribution_distance,distribution,SH_delegated,wasserstein_1d,4,0.09499999999999997,0.06999999999999995,0.04349329450233296,0.09499999999999997
0,delegation_distribution_distance,distribution,TGReceiver_delegated,wasserstein_1d,4,0.11000000000000001,0.1,0.04203173404306164,0.11000000000000001
0,delegation_distribution_distance,distribution,TGSender_delegated,wasserstein_1d,4,0.11000000000000001,0.09000000000000002,0.05567764362830022,0.11000000000000001
0,delegation_distribution_distance,distribution,UGProposer_delegated,wasserstein_1d,4,0.04000000000000001,0.020000000000000018,0.01999999999999999,0.04000000000000001
0,delegation_distribution_distance,distribution,UGResponder_delegated,wasserstein_1d,4,0.08000000000000003,0.050000000000000044,0.042426406871192854,0.08000000000000003
0,delegation_distribution_distance,distribution,mean_delegation_wd,mean_wasserstein_1d,4,0.08071428571428571,0.06714285714285714,0.024085307571553378,0.08071428571428571
0,paper_index_distribution_distance,distribution,delegation_index_wd,wasserstein_1d,4,0.07214285714285713,0.05571428571428571,0.026428571428571423,0.07214285714285713
0,paper_index_distribution_distance,distribution,equality_index_wd,wasserstein_1d,6,0.04920358197378875,0.040698221180364064,0.008753443982468715,0.04920358197378875
0,paper_index_distribution_distance,distribution,intentions_index_wd,wasserstein_1d,6,0.04819136090152546,0.04730612244897958,0.004230871526065884,0.04819136090152546
0,paper_index_distribution_distance,distribution,kindness_index_wd,wasserstein_1d,6,0.05903811259327226,0.04986394557823129,0.008521988485163138,0.05903811259327226
0,paper_index_distribution_distance,distribution,payoff_index_wd,wasserstein_1d,6,0.03704022773469555,0.0360709426627794,0.002706646649981027,0.03704022773469555
0,paper_index_distribution_distance,distribution,predictability_index_wd,wasserstein_1d,6,0.07626124673699647,0.06306122448979593,0.015895417475747194,0.07626124673699647
0,paper_index_distribution_distance,distribution,prosociality_index_wd,wasserstein_1d,6,0.044848271116587506,0.03949598122372429,0.00459857312077451,0.044848271116587506
0,scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.42583151815222664,0.45000000000000007,0.046909093679749596,0.42583151815222664
0,scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.24601790986894373,0.20349110590182035,0.04376721991234358,0.24601790986894373
0,scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,0.3090114725030556,0.32805122048819535,0.03177411862911497,0.3090114725030556
0,scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,0.3269536335080753,0.32884353741496597,0.01877427021655174,0.3269536335080753
0,scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.10239795918367348,0.0924489795918367,0.0128692241586526,0.10239795918367348
0,scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.09808673469387755,0.09000000000000001,0.01310148550066105,0.09808673469387755
0,scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.10229591836734694,0.08000000000000002,0.018274704950790758,0.10229591836734694
