metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,metric_scope,n_groups,model_score,median_value,model_stderr
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,0.06463263265306123,0.06395510204081632,0.05135857142857144,0.08158,distribution,6,0.2851102040816327,0.2650816326530612,0.02115586043721697
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,0.07232244897959184,0.07004081632653061,0.0445673469387755,0.10719183673469387,distribution,6,0.2370612244897959,0.24,0.04204631098099958
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,0.05223612244897959,0.051979591836734694,0.03921530612244898,0.06724149659863946,distribution,6,0.15625850340136055,0.14799319727891158,0.011119040162202894
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,0.0730504081632653,0.07278571428571429,0.05275816326530613,0.09778469387755097,distribution,6,0.26753061224489794,0.24,0.03145520339956419
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,0.07522489795918368,0.07275510204081631,0.04513877551020409,0.10957346938775506,distribution,6,0.2846122448979592,0.32,0.042056182384351055
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,0.05989314285714286,0.058465306122448976,0.045485714285714296,0.0788865306122449,distribution,6,0.2148408163265306,0.18946938775510205,0.02596246303392482
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,0.0693721224489796,0.06856326530612245,0.049356326530612254,0.0943795918367347,distribution,6,0.35537959183673473,0.34244897959183673,0.017647718431784976
behavior_distribution_distance,trust_send_wd,wasserstein_1d,0.07232244897959184,0.07004081632653061,0.0445673469387755,0.10719183673469387,distribution,6,0.2370612244897959,0.24,0.04204631098099958
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,0.05223612244897959,0.051979591836734694,0.03921530612244898,0.06724149659863946,distribution,6,0.15625850340136055,0.14799319727891158,0.011119040162202894
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,0.07804510204081633,0.07634693877551021,0.04628367346938776,0.11637142857142857,distribution,6,0.2806938775510204,0.2885714285714286,0.024540842490828545
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,0.06805571428571429,0.06612244897959184,0.04316938775510205,0.09906530612244896,distribution,6,0.2543673469387755,0.2,0.05607993607298856
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,0.07522489795918368,0.07275510204081631,0.04513877551020409,0.10957346938775506,distribution,6,0.2846122448979592,0.32,0.042056182384351055
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,0.063475,0.061071428571428575,0.042857142857142864,0.08932142857142857,distribution,4,0.17428571428571427,0.18857142857142856,0.019897697538834448
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,0.04290690978499051,0.04223329082939403,0.03540318560065098,0.05302278088367204,distribution,6,0.14834388165766432,0.14151506316812437,0.016339052182484562
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,0.04694954216174882,0.046070905223126415,0.038671154809808726,0.05853516274160027,distribution,6,0.15397014320220842,0.15694444444444444,0.011433590738243894
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,0.06297477220124373,0.06287528633540757,0.046578450727020035,0.07922819490816177,distribution,6,0.25644096148560436,0.2666666666666667,0.021807988313068703
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,0.04977661500377633,0.049774588469497075,0.03819299577376981,0.06165387389666495,distribution,6,0.18182248692782507,0.17323469387755103,0.013561075506085268
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,0.08064866566163159,0.07890084987167709,0.05522981280785521,0.10862548578688601,distribution,6,0.2716714745338695,0.2746153846153846,0.026792673993491552
