treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,5.476124283511478,0.0
VALIDATION_7_C,154,5.058177137388238,0.18181818181818182
VALIDATION_17_C,132,4.794362706442551,0.0
VALIDATION_13_T,176,4.248461420355143,0.09090909090909091
VALIDATION_13_C,150,2.980538893659968,0.225
VALIDATION_11_C,150,2.3313142557151547,0.3
VALIDATION_12_C,168,2.1994026593826863,0.2916666666666667
VALIDATION_0_C,140,2.1320607807855683,0.3
VALIDATION_17_T,104,2.0987072297166365,0.6875
VALIDATION_11_T,176,2.0674517491784044,0.40909090909090906
VALIDATION_6_T,143,2.0472563885205157,0.09090909090909091
VALIDATION_10_T,150,1.9724958776180865,0.3
VALIDATION_16_C,140,1.9092561277472286,0.25
VALIDATION_15_C,143,1.8684548894429989,0.09090909090909091
VALIDATION_1_C,96,1.8614417508134566,0.125
VALIDATION_15_T,126,1.8371721020138019,0.2222222222222222
VALIDATION_9_C,143,1.8265178589258786,0.09090909090909091
VALIDATION_14_T,160,1.824775542275867,0.4
VALIDATION_16_T,120,1.600585639065714,0.375
VALIDATION_18_C,168,1.5182920377507667,0.3333333333333333
VALIDATION_19_T,140,1.4714479618773166,0.3
VALIDATION_14_C,180,1.4223618893249983,0.2916666666666667
VALIDATION_0_T,180,1.349681253677645,0.5
VALIDATION_9_T,154,1.3123593587307016,0.11363636363636363
VALIDATION_10_C,140,1.2739973869374996,0.3
VALIDATION_7_T,180,1.1005319987804536,0.3333333333333333
VALIDATION_8_C,180,1.0736512240690408,0.16666666666666666
VALIDATION_2_C,117,1.073175703785794,0.2222222222222222
VALIDATION_18_T,150,1.0322977178226789,0.5
VALIDATION_3_T,160,0.9586836174286628,0.4
VALIDATION_8_T,176,0.9314145070876244,0.36363636363636365
VALIDATION_19_C,130,0.9309371588272781,0.2
VALIDATION_5_C,135,0.9197495605406845,0.3888888888888889
VALIDATION_4_C,180,0.8680503267780448,0.5
VALIDATION_5_T,192,0.8344570847094647,0.4166666666666667
VALIDATION_12_T,180,0.8243051038729223,0.5208333333333333
VALIDATION_2_T,154,0.7969267670134625,0.36363636363636365
VALIDATION_3_C,135,0.7554959342048516,0.4444444444444444
VALIDATION_1_T,104,0.7204185312614372,0.375
VALIDATION_4_T,144,0.6695083000421875,0.5555555555555556
