run_id,run_label,roundIndex,metric,n,mean,std,se,ci_low,ci_high,ci_half
no_archetype/2602262019,no archetype,1,contrib_mae,267,6.134831460674158,7.305664211880459,0.4470993889319654,5.258516658367506,7.01114626298081,0.8763148023066522
no_archetype/2602262019,no archetype,1,target_f1,267,0.41532540493214654,0.47833128977409495,0.0292733995380263,0.35794954183761496,0.4727012680266781,0.05737586309453155
no_archetype/2602262019,no archetype,1,action_exact_match,267,0.38202247191011235,0.48679443973897724,0.0297913359046588,0.3236314535369811,0.4404134902832436,0.05839101837313125
no_archetype/2602262019,no archetype,1,target_hit_any,267,0.45692883895131087,0.49907689843967545,0.030543010170050584,0.39706453901801175,0.51679313888461,0.05986429993329914
no_archetype/2602262019,no archetype,2,contrib_mae,255,5.117647058823529,7.21177694644917,0.4516189905754356,4.232473837295675,6.002820280351383,0.8851732215278537
no_archetype/2602262019,no archetype,2,target_f1,255,0.3948717731070672,0.4655247169524649,0.02915228858561722,0.33773328747925746,0.452010258734877,0.05713848562780975
no_archetype/2602262019,no archetype,2,action_exact_match,255,0.3215686274509804,0.46799695700698035,0.029307106263170346,0.2641266991751665,0.3790105557267943,0.057441928275813875
no_archetype/2602262019,no archetype,2,target_hit_any,255,0.4470588235294118,0.4981670897219884,0.03119643326031043,0.38591381433920335,0.5082038327196202,0.06114500919020844
no_archetype/2602262019,no archetype,3,contrib_mae,249,4.253012048192771,7.202447008282142,0.4564365332265869,3.3583964430686604,5.147627653316881,0.8946156051241103
no_archetype/2602262019,no archetype,3,target_f1,249,0.35520639556784134,0.4524009718841715,0.0286697466843842,0.2990136920664483,0.4113990990692344,0.056192703501393035
no_archetype/2602262019,no archetype,3,action_exact_match,249,0.26104417670682734,0.4400885564936649,0.027889479062834715,0.2063807977436713,0.3157075556699834,0.05466337896315604
no_archetype/2602262019,no archetype,3,target_hit_any,249,0.41365461847389556,0.49347996616356654,0.03127302217058509,0.3523594950195488,0.47494974192824235,0.06129512345434678
