target,style_source,eval_granularity,group_col,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,16,-0.5995427493580765,0.10753927222804384,0.08831552229148579,-0.1530814430537364,0.09130596666954,0.07665904368924668,0.4464613063043401,-0.5925941545680677,-0.1480723267229136,0.44452182784515415,-0.016233305558503844,-0.011656478602239104,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,10,-0.5995427493580765,0.10753927222804384,0.08831552229148579,-0.49444600517471615,0.10394635898200512,0.08409925250275174,0.10509674418336035,-0.5925941545680677,-0.48795396253961076,0.10464019202845698,-0.0035929132460387203,-0.004216269788734045,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,8,-0.5995427493580765,0.10753927222804384,0.08831552229148579,-0.5311636907306945,0.10521556175296033,0.08713000203810932,0.06837905862738203,-0.5925941545680677,-0.5245121423126657,0.068082012255402,-0.002323710475083507,-0.001185520253376468,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,6,-0.5995427493580765,0.10753927222804384,0.08831552229148579,-0.5320899153578253,0.10524738020312167,0.08688326991028789,0.06745283400025115,-0.5925941545680677,-0.5254343433151569,0.06715981125291082,-0.0022918920249221653,-0.0014322523811979015,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,12,-0.5995427493580765,0.10753927222804384,0.08831552229148579,-0.8252957018409635,0.11487771349571724,0.09678280459904746,-0.22575295248288696,-0.5925941545680677,-0.8173664106675156,-0.22477225609944784,0.0073384412676733984,0.008467282307561677,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,4,-0.5995427493580765,0.10753927222804384,0.08831552229148579,-0.881135683919289,0.11662166249506428,0.09244473708202566,-0.2815929345612125,-0.5925941545680677,-0.872963817541959,-0.2803696629738912,0.009082390267020443,0.004129214790539876,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,16,-0.5360052253140479,0.10538177609546985,0.08666984835918301,-0.162203242788868,0.09166640697229117,0.07637616658176129,0.37380198252517993,-0.5293326447216713,-0.15715450032730205,0.37217814439436925,-0.01371536912317868,-0.010293681777421723,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,10,-0.5360052253140479,0.10538177609546985,0.08666984835918301,-0.4784603786121957,0.10338892327343466,0.08344066870789509,0.057544846701852226,-0.5293326447216713,-0.47203777934863633,0.057294865373034964,-0.001992852822035193,-0.003229179651287925,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,6,-0.5360052253140479,0.10538177609546985,0.08666984835918301,-0.49433603919978286,0.10394253456380986,0.08564545676247191,0.04166918611426507,-0.5293326447216713,-0.487844474269322,0.041488170452349316,-0.0014392415316599877,-0.0010243915967110967,0,0,100,18,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,8,-0.5360052253140479,0.10538177609546985,0.08666984835918301,-0.5066994958420707,0.10437163547033032,0.08576427712572822,0.029305729471977182,-0.5293326447216713,-0.500154222656269,0.029178422065402332,-0.00101014062513953,-0.0009055712334547911,0,0,100,18,0.0,0.0
