metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,10,2.3975,2.4425
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,5,1.702,1.71
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,10,2.869,2.9200000000000004
distribution_distance,return_pct,wasserstein_1d,10,9.696000000000002,9.590000000000003
distribution_distance,process_premium_if_act,wasserstein_1d,5,1.6600000000000001,1.4000000000000001
distribution_distance,process_premium_if_no_act,wasserstein_1d,5,1.7439999999999998,1.7000000000000002
distribution_distance,action_premium,wasserstein_1d,5,2.9240000000000004,2.72
distribution_distance,action_premium_without_check,wasserstein_1d,4,3.0650000000000004,3.2700000000000005
distribution_distance,action_premium_after_check,wasserstein_1d,4,2.415,2.54
distribution_distance,action_premium_fast,wasserstein_1d,1,3.7399999999999998,3.7399999999999998
distribution_distance,action_premium_slow,wasserstein_1d,1,2.4800000000000004,2.4800000000000004
distribution_distance,send_if_act,wasserstein_1d,5,2.8040000000000003,2.8200000000000003
distribution_distance,send_if_act_after_check,wasserstein_1d,4,2.13,2.17
distribution_distance,send_if_act_fast,wasserstein_1d,1,2.56,2.56
distribution_distance,send_if_act_slow,wasserstein_1d,1,3.4400000000000004,3.4400000000000004
distribution_distance,send_if_act_without_check,wasserstein_1d,4,2.375,2.3499999999999996
distribution_distance,send_if_no_act,wasserstein_1d,5,2.184,1.96
distribution_distance,send_if_no_act_after_check,wasserstein_1d,4,2.315,2.1900000000000004
distribution_distance,send_if_no_act_fast,wasserstein_1d,1,1.8199999999999998,1.8199999999999998
distribution_distance,send_if_no_act_slow,wasserstein_1d,1,2.12,2.12
distribution_distance,send_if_no_act_without_check,wasserstein_1d,4,2.2,2.2700000000000005
distribution_distance,joint_pattern_distribution,total_variation,10,0.33199999999999996,0.32999999999999996
