run_name,run_label,feature_family,feature_name,metric,n_games,feature_mean,feature_std,outcome_within_treatment_corr,signed_gap_within_treatment_corr,abs_gap_within_treatment_corr
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,answered_question_count,final_surplus_ratio,138,16.995169082125607,0.0399818946529987,0.30663511519524594,0.30663511519524594,-0.277923177886308
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,competition_orientation,final_surplus_ratio,138,35.048309178743956,6.182222206505077,0.10057738193360734,0.10057738193360728,-0.1307569821835721
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,reference_dependence,final_surplus_ratio,138,55.91787439613526,11.879484834188498,0.15401036928966186,0.1540103692896618,-0.1114655833856336
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,purchase_inhibition,final_surplus_ratio,138,54.572463768115945,10.52806769817307,0.11523076871870673,0.11523076871870673,-0.10680265122848497
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,cooperation_orientation,final_surplus_ratio,138,68.63526570048309,6.723587618538762,-0.19000739772923253,-0.19000739772923245,0.08748929951222123
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,numeracy,final_surplus_ratio,138,72.44685990338165,11.4710748314544,0.00855083656610098,0.008550836566100967,-0.08534355558447362
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,fairness_enforcement,mean_acceptance_rate,138,29.44927536231884,6.716076290236302,-0.10201142192195148,-0.10201142192195148,-0.1263457007892468
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,ultimatum_min_acceptable_to_self,mean_acceptance_rate,138,0.893719806763285,0.47821224803525,-0.056126682794057595,-0.05612668279405762,-0.12183292075833556
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,willingness_to_search,mean_acceptance_rate,138,48.53623188405797,18.024424034411677,0.1369601293095791,0.13696012930957913,0.11611740488155262
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,reference_dependence,mean_acceptance_rate,138,55.91787439613526,11.879484834188498,0.1901714110496674,0.1901714110496674,0.11541702486394459
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,reciprocity,mean_acceptance_rate,138,52.52173913043478,6.156904421438332,0.05390354169394186,0.05390354169394189,0.11298244143803093
