metric,run_name,mean_value,stderr,n_groups
final_surplus_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.24308080316185837,0.014104641000491412,2
mean_trade_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.2217187438277414,0.0068753696093671315,2
mean_acceptance_rate,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.12093110190936279,0.01312686910512998,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.2592865501831222,0.02746640427678251,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.24087162529946343,0.015829646679586303,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.09982981993851558,0.021546991655687305,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.2877186918880896,0.01384209234732453,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.2248470986318208,0.013090144166533006,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.08806360708534622,0.013989533011272126,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.2773367946540756,0.04839560849015643,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.19312971342711674,0.01218601720564283,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.10833882301273605,0.027530742204655245,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_no_econ_games_v1_calc_ui_v1,0.24489567560746034,0.03444123946705668,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_no_econ_games_v1_calc_ui_v1,0.27323008306552987,0.028348395822731617,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_no_econ_games_v1_calc_ui_v1,0.0674315619967794,0.020531400966183583,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_selective_card_v2_calc_ui_v1,0.2748225371390026,0.022060994440376153,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_selective_card_v2_calc_ui_v1,0.1909891741488963,0.029937687055742592,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_selective_card_v2_calc_ui_v1,0.09238215488215487,0.02335858585858585,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_mechanism_v2_calc_ui_v1,0.3019928023643985,0.006021629172769244,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_mechanism_v2_calc_ui_v1,0.6260851738282294,0.10002363248891032,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_mechanism_v2_calc_ui_v1,0.16014309764309764,0.020412457912457896,2
