metric,run_name,mean_value,stderr,n_groups
final_surplus_ratio,baseline_gpt_5_1_pgg_aligned_v3_calc_ui_v1,0.3106537770764805,0.043471151288578425,2
mean_trade_ratio,baseline_gpt_5_1_pgg_aligned_v3_calc_ui_v1,0.427099849571166,0.04706592248107946,2
mean_acceptance_rate,baseline_gpt_5_1_pgg_aligned_v3_calc_ui_v1,0.12107487922705315,0.029287439613526565,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3_calc_ui_v1,0.2619394236013035,0.02859984846970642,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3_calc_ui_v1,0.44679693850929236,0.01346089779021073,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3_calc_ui_v1,0.13563422445001394,0.030371066555277087,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1_calc_ui_v1,0.288873181458291,0.013533082846623771,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1_calc_ui_v1,0.39289163125968685,0.047701302041579935,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1_calc_ui_v1,0.17129629629629628,0.03703703703703705,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_descriptive_card_v1_calc_ui_v1,0.30289538277091965,0.019256606420189778,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_descriptive_card_v1_calc_ui_v1,0.36252658065007104,0.0541418069875196,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_descriptive_card_v1_calc_ui_v1,0.14933574879227052,0.04933574879227051,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_no_econ_games_v1_calc_ui_v1,0.34843667483481044,0.07247825171953182,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_no_econ_games_v1_calc_ui_v1,0.44250983712789266,0.03944913753941536,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_no_econ_games_v1_calc_ui_v1,0.14625420875420875,0.01662457912457914,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_ultimatum_only_v1_calc_ui_v1,0.28715615248342446,0.05357591254439774,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_ultimatum_only_v1_calc_ui_v1,0.3284631199561755,0.0065209803057025,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_ultimatum_only_v1_calc_ui_v1,0.18497474747474746,0.07891414141414138,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_selective_card_v2_calc_ui_v1,0.25942867466244507,0.020914835569002463,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_selective_card_v2_calc_ui_v1,0.3986127703594491,0.008393781529349107,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_selective_card_v2_calc_ui_v1,0.2534075224292615,0.07086783988957901,2
final_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_mechanism_v2_calc_ui_v1,0.39799312756566685,0.017217565185091183,2
mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_1_mechanism_v2_calc_ui_v1,0.5182438639035861,0.03358043062904181,2
mean_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_1_mechanism_v2_calc_ui_v1,0.08432539682539683,0.042658730158730146,2
