metric,run_name,mean_value,stderr,n_groups,family_name
player_final_surplus,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,1.4670419254658384,0.11188319530710843,2,gpt-5.4
player_proposer_mean_trade_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.22171874382774143,0.006875369609367173,2,gpt-5.4
player_proposer_acceptance_rate,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.1394496204278813,0.033169427191166334,2,gpt-5.4
round_end_surplus_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.21024012341657017,0.010950467831136469,2,gpt-5.4
round_mean_trade_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.22171874382774143,0.006875369609367173,2,gpt-5.4
round_acceptance_rate,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.14870887968714058,0.04090464688290774,2,gpt-5.4
player_final_surplus,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,1.5712093763724195,0.06553304787000434,2,gpt-5.4
player_proposer_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.24220172524067451,0.014499546738375264,2,gpt-5.4
player_proposer_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.09005819060166886,0.04460364514712341,2,gpt-5.4
round_end_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.2172026304946516,0.019638885549245297,2,gpt-5.4
round_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.24087833490762228,0.015822937071427443,2,gpt-5.4
round_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.11498133509003072,0.006395476504172173,2,gpt-5.4
player_final_surplus,random_baseline,3.535596440596441,,2,gpt-5.4
player_proposer_mean_trade_ratio,random_baseline,0.5681246856909922,,2,gpt-5.4
player_proposer_acceptance_rate,random_baseline,0.13277817861151195,,2,gpt-5.4
round_end_surplus_ratio,random_baseline,0.46353704468065693,,2,gpt-5.4
round_mean_trade_ratio,random_baseline,0.6304878532770907,,2,gpt-5.4
round_acceptance_rate,random_baseline,0.1268157768157768,,2,gpt-5.4
