metric,run_name,mean_value,stderr,n_groups
player_final_surplus,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,1.4670419254658384,0.11188319530710843,2
player_proposer_mean_trade_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.22171874382774143,0.006875369609367173,2
player_proposer_acceptance_rate,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.1394496204278813,0.033169427191166334,2
round_end_surplus_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.21024012341657017,0.010950467831136469,2
round_mean_trade_ratio,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.22171874382774143,0.006875369609367173,2
round_acceptance_rate,baseline_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.14870887968714058,0.04090464688290774,2
player_final_surplus,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,1.5712093763724195,0.06553304787000434,2
player_proposer_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.24220172524067451,0.014499546738375264,2
player_proposer_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.09005819060166886,0.04460364514712341,2
round_end_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.2172026304946516,0.019638885549245297,2
round_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.24087833490762228,0.015822937071427443,2
round_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_pgg_aligned_v3_calc_ui_v1,0.11498133509003072,0.006395476504172173,2
player_final_surplus,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,1.7096316425120772,0.10009057971014489,2
player_proposer_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.22498943817633432,0.012947804622019582,2
player_proposer_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.07417471819645732,0.027878421900161012,2
round_end_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.23996634215154267,0.003345189900798337,2
round_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.22484709863182084,0.01309014416653305,2
round_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_bargain_card_v1_calc_ui_v1,0.10195249597423511,0.00010064412238325326,2
player_final_surplus,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,1.6216705094422486,0.09183959156785249,2
player_proposer_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.1952754446640316,0.010693514248767855,2
player_proposer_acceptance_rate,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.09373627580149319,0.04575647782169522,2
round_end_surplus_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.22800391860624875,0.03411937573188016,2
round_mean_trade_ratio,twin_sampled_unadjusted_seed_0_gpt_5_4_descriptive_card_v1_calc_ui_v1,0.19312971342711677,0.0121860172056428,2
