run_name,run_label,feature_family,feature_name,metric,n_games,feature_mean,feature_std,outcome_within_treatment_corr,signed_gap_within_treatment_corr,abs_gap_within_treatment_corr
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,altruistic_sharing,final_surplus_ratio,138,52.577294685990346,8.268756098775807,-0.06050141020763847,-0.06050141020763848,0.008382130557405781
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,answered_question_count,final_surplus_ratio,138,16.995169082125607,0.0399818946529987,0.30663511519524594,0.30663511519524594,-0.277923177886308
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,competition_orientation,final_surplus_ratio,138,35.048309178743956,6.182222206505077,0.10057738193360734,0.10057738193360728,-0.1307569821835721
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,cooperation_orientation,final_surplus_ratio,138,68.63526570048309,6.723587618538762,-0.19000739772923253,-0.19000739772923245,0.08748929951222123
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,dictator_offer_to_other,final_surplus_ratio,138,1.8961352657004829,0.5777725562399169,-0.0026144895774773374,-0.0026144895774773626,-0.02246274759330722
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,exploitation_caution,final_surplus_ratio,138,52.6256038647343,8.280803086315977,0.047350171501458406,0.047350171501458434,0.022483598089803377
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,fairness_enforcement,final_surplus_ratio,138,29.44927536231884,6.716076290236302,0.0018963232343770199,0.0018963232343770012,0.0015602222685775974
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,numeracy,final_surplus_ratio,138,72.44685990338165,11.4710748314544,0.00855083656610098,0.008550836566100967,-0.08534355558447362
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,patience,final_surplus_ratio,138,59.77536231884058,11.333631242934295,0.05333594584857626,0.053335945848576254,0.01620270053541205
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,purchase_inhibition,final_surplus_ratio,138,54.572463768115945,10.52806769817307,0.11523076871870673,0.11523076871870673,-0.10680265122848497
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,reciprocity,final_surplus_ratio,138,52.52173913043478,6.156904421438332,-0.05641082383159493,-0.056410823831594945,0.04559183669731779
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,reference_dependence,final_surplus_ratio,138,55.91787439613526,11.879484834188498,0.15401036928966186,0.1540103692896618,-0.1114655833856336
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,trust_return_share_mean,final_surplus_ratio,138,0.39967149758454107,0.11358841935411451,-0.0322680128663295,-0.03226801286632951,0.04421973174816605
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,trust_send_amount,final_surplus_ratio,138,2.3164251207729465,0.9949772185731215,-0.0665759410625372,-0.0665759410625372,0.000337517164606794
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,trustingness,final_surplus_ratio,138,57.425120772946855,9.573446660772376,-0.12369337848790658,-0.12369337848790657,0.03430598154882383
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,ultimatum_min_acceptable_to_self,final_surplus_ratio,138,0.893719806763285,0.47821224803525,0.0119057162148837,0.011905716214883698,-0.011386615594573317
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,ultimatum_offer_to_other,final_surplus_ratio,138,2.3937198067632854,0.6484562830977995,0.026836881683492665,0.02683688168349267,0.0059325396983671164
twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,raw_and_derived,ultimatum_rejection_rate,final_surplus_ratio,138,0.20483091787439614,0.1046021873264329,0.06169682789423635,0.06169682789423632,-0.0592490826990949
