treatment_name,metric_scope,metric,generated_mean,human_mean,abs_error
CHIP2__GAME_1,game,final_surplus_ratio,0.56685233133222,0.5267422587585121,0.04011007257370791
CHIP2__GAME_1,turn,proposer_net_surplus,0.23425925925925922,0.8212962962962962,0.587037037037037
CHIP2__GAME_1,turn,trade_ratio,1.0763888888888888,0.9454707654666805,0.13091812342220832
CHIP2__GAME_1,turn,acceptance_rate,0.8518518518518519,0.4027777777777778,0.44907407407407407
CHIP2__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.6899300981784947,0.6810182725720562,0.00891182560643855
CHIP2__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3222222222222222,0.9722222222222222,0.65
CHIP2__GAME_2_ALT_PROFILE,turn,trade_ratio,1.0228395061728395,0.8539981494842606,0.16884135668857891
CHIP2__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.7962962962962963,0.39814814814814814,0.39814814814814814
CHIP3__GAME_1,game,final_surplus_ratio,0.4754265645452802,0.611695835541549,0.13626927099626884
CHIP3__GAME_1,turn,proposer_net_surplus,0.3893518518518519,1.4652777777777777,1.0759259259259257
CHIP3__GAME_1,turn,trade_ratio,1.1222993827160492,0.9175411522633744,0.20475823045267483
CHIP3__GAME_1,turn,acceptance_rate,0.9166666666666666,0.5555555555555556,0.36111111111111105
CHIP3__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.37626359979484864,0.5673695802086812,0.1911059804138326
CHIP3__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3347222222222222,1.5671296296296295,1.2324074074074074
CHIP3__GAME_2_ALT_PROFILE,turn,trade_ratio,1.2581018518518519,0.9641689714606381,0.2939328803912138
CHIP3__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.9351851851851852,0.4583333333333333,0.4768518518518519
CHIP4__GAME_1,game,final_surplus_ratio,0.2736446141442197,0.5114705904481,0.23782597630388025
CHIP4__GAME_1,turn,proposer_net_surplus,0.3449275362318841,1.3361111111111112,0.9911835748792271
CHIP4__GAME_1,turn,trade_ratio,1.1529790660225443,1.0191945914168137,0.13378447460573062
CHIP4__GAME_1,turn,acceptance_rate,0.9323671497584541,0.5185185185185185,0.41384863123993565
CHIP4__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.30864087786418143,0.5620252069498449,0.2533843290856635
CHIP4__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3800925925925926,1.7481481481481482,1.3680555555555556
CHIP4__GAME_2_ALT_PROFILE,turn,trade_ratio,1.1481481481481481,1.0203924162257496,0.12775573192239853
CHIP4__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.9768518518518519,0.49074074074074076,0.4861111111111111
