metric_family,metric,distance_kind,n_groups,mean_score,median_score
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,6,0.2672,0.286
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,6,0.13,0.12
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,6,0.13566666666666666,0.14166666666666666
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,6,0.19899999999999998,0.175
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,6,0.3,0.32
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,6,0.18479999999999996,0.17999999999999997
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,6,0.3496,0.4
behavior_distribution_distance,trust_send_wd,wasserstein_1d,6,0.13,0.12
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,6,0.13566666666666666,0.14166666666666666
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,6,0.25399999999999995,0.23999999999999996
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,6,0.144,0.06
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,6,0.3,0.32
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,4,0.5071428571428571,0.5157142857142858
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,6,0.10632406329321785,0.09923809523809522
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,6,0.14345037385837076,0.1503505291005291
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,6,0.17572706228956228,0.17888888888888888
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,6,0.1888246151996152,0.19805988455988455
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,6,0.281288821472645,0.2746153846153846
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,6,0.2051282051282051,0.22399999999999995
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,4,0.5071428571428572,0.5157142857142858
delegation_distribution_distance,C_delegated,wasserstein_1d,4,0.375,0.31999999999999995
delegation_distribution_distance,PD_delegated,wasserstein_1d,4,0.575,0.5700000000000001
delegation_distribution_distance,SH_delegated,wasserstein_1d,4,0.615,0.62
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,4,0.41500000000000004,0.42000000000000004
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,4,0.33999999999999997,0.33999999999999997
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,4,0.6599999999999999,0.6499999999999999
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,4,0.5700000000000001,0.5800000000000001
scenario_state_distribution_distance,mean_role_state_tv,total_variation,6,0.4017857142857143,0.3871428571428571
scenario_state_distribution_distance,C_decision_state,total_variation,6,0.3225,0.31999999999999995
scenario_state_distribution_distance,PD_decision_state,total_variation,6,0.33875,0.27999999999999997
scenario_state_distribution_distance,SH_decision_state,total_variation,6,0.25125000000000003,0.14000000000000004
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,6,0.45499999999999996,0.45999999999999996
scenario_state_distribution_distance,TGSender_decision_state,total_variation,6,0.1875,0.18
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,6,0.63625,0.69
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,6,0.62125,0.62
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.1684213370942291,1.23
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,6,1.0256410256410258,1.1199999999999999
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,6,1.761937321937322,1.8399999999999999
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,6,0.845595058434617,0.8500000000000001
