metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr
behavior_distribution_distance,distribution,fairness_wd,mean_wasserstein_1d,6,0.2672,0.286,0.01688707592608422
behavior_distribution_distance,distribution,trust_wd,mean_wasserstein_1d,6,0.13,0.12,0.030731814857642953
behavior_distribution_distance,distribution,trustworthiness_wd,mean_wasserstein_1d,6,0.13566666666666666,0.14166666666666666,0.012029285253235275
behavior_distribution_distance,distribution,cooperation_wd,mean_wasserstein_1d,6,0.19899999999999998,0.175,0.03071192312803323
behavior_distribution_distance,distribution,coordination_wd,mean_wasserstein_1d,6,0.3,0.32,0.032659863237109045
behavior_distribution_distance,distribution,fairness_offer_wd,wasserstein_1d,6,0.18479999999999996,0.17999999999999997,0.019475796945610885
behavior_distribution_distance,distribution,inequality_tolerance_wd,wasserstein_1d,6,0.3496,0.4,0.03635968463376253
behavior_distribution_distance,distribution,trust_send_wd,wasserstein_1d,6,0.13,0.12,0.030731814857642953
behavior_distribution_distance,distribution,trustworthiness_return_wd,wasserstein_1d,6,0.13566666666666666,0.14166666666666666,0.012029285253235275
behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.25399999999999995,0.23999999999999996,0.029219476001081497
behavior_distribution_distance,distribution,cooperation_sh_wd,wasserstein_1d,6,0.144,0.06,0.04674279504788827
behavior_distribution_distance,distribution,coordination_earth_wd,wasserstein_1d,6,0.3,0.32,0.032659863237109045
paper_index_distribution_distance,distribution,delegation_index_wd,wasserstein_1d,4,0.5071428571428571,0.5157142857142858,0.04193451324816523
paper_index_distribution_distance,distribution,payoff_index_wd,wasserstein_1d,6,0.10632406329321785,0.09923809523809522,0.0075684745482262105
paper_index_distribution_distance,distribution,prosociality_index_wd,wasserstein_1d,6,0.14345037385837076,0.1503505291005291,0.014072956348273671
paper_index_distribution_distance,distribution,kindness_index_wd,wasserstein_1d,6,0.17572706228956228,0.17888888888888888,0.01145914824322989
paper_index_distribution_distance,distribution,intentions_index_wd,wasserstein_1d,6,0.1888246151996152,0.19805988455988455,0.01234575188704483
paper_index_distribution_distance,distribution,predictability_index_wd,wasserstein_1d,6,0.281288821472645,0.2746153846153846,0.021791519050470172
paper_index_distribution_distance,distribution,equality_index_wd,wasserstein_1d,6,0.2051282051282051,0.22399999999999995,0.018275415057646623
delegation_distribution_distance,distribution,mean_delegation_wd,mean_wasserstein_1d,4,0.5071428571428572,0.5157142857142858,0.04193451324816525
delegation_distribution_distance,distribution,C_delegated,wasserstein_1d,4,0.375,0.31999999999999995,0.08381527307120108
delegation_distribution_distance,distribution,PD_delegated,wasserstein_1d,4,0.575,0.5700000000000001,0.03862210075418823
delegation_distribution_distance,distribution,SH_delegated,wasserstein_1d,4,0.615,0.62,0.02217355782608347
delegation_distribution_distance,distribution,TGReceiver_delegated,wasserstein_1d,4,0.41500000000000004,0.42000000000000004,0.07365459931328117
delegation_distribution_distance,distribution,TGSender_delegated,wasserstein_1d,4,0.33999999999999997,0.33999999999999997,0.06218252702059209
delegation_distribution_distance,distribution,UGProposer_delegated,wasserstein_1d,4,0.6599999999999999,0.6499999999999999,0.021602468994692862
delegation_distribution_distance,distribution,UGResponder_delegated,wasserstein_1d,4,0.5700000000000001,0.5800000000000001,0.04999999999999999
scenario_state_distribution_distance,distribution,mean_role_state_tv,total_variation,6,0.4017857142857143,0.3871428571428571,0.020118484072129895
scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.3225,0.31999999999999995,0.026068819177963026
scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.33875,0.27999999999999997,0.04080313509196729
scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.25125000000000003,0.14000000000000004,0.0619399911204385
scenario_state_distribution_distance,distribution,TGReceiver_decision_state,total_variation,6,0.45499999999999996,0.45999999999999996,0.031118054780678903
scenario_state_distribution_distance,distribution,TGSender_decision_state,total_variation,6,0.1875,0.18,0.03290769920044041
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.63625,0.69,0.04239570536426223
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.62125,0.62,0.02376753738470465
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.1684213370942291,1.23,0.041748235650749775
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,1.0256410256410258,1.1199999999999999,0.09137707528823315
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,1.761937321937322,1.8399999999999999,0.13831832251908627
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.845595058434617,0.8500000000000001,0.06013425960519176
mean_alignment_abs_error,scenario,C_decision_nonnull_rate,,6,0.09375,0.0,0.0459245304820855
mean_alignment_abs_error,session,C_delegated,,4,0.375,0.32,0.08381527307120103
mean_alignment_abs_error,scenario,PD_decision_nonnull_rate,,6,0.14375,0.0,0.06486444197966504
mean_alignment_abs_error,session,PD_delegated,,4,0.575,0.5700000000000001,0.03862210075418821
mean_alignment_abs_error,scenario,SH_decision_nonnull_rate,,6,0.15375,0.0,0.06893762277112067
mean_alignment_abs_error,session,SH_delegated,,4,0.615,0.6199999999999999,0.022173557826083438
mean_alignment_abs_error,scenario,TGReceiver_decision_direct_mean,,6,0.30304008228456447,0.29000000000000026,0.04775561890348469
mean_alignment_abs_error,scenario,TGReceiver_decision_nonnull_rate,,6,0.10375000000000001,0.0,0.049234769218510596
mean_alignment_abs_error,session,TGReceiver_delegated,,4,0.415,0.42,0.07365459931328117
mean_alignment_abs_error,scenario,TGSender_decision_nonnull_rate,,6,0.08499999999999999,0.0,0.04047633053197056
mean_alignment_abs_error,session,TGSender_delegated,,4,0.33999999999999997,0.33999999999999997,0.06218252702059212
