record_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,32,3,32.0,3,2.490865864796076,0.830288621598692,dog-orange-384,18.0,0.5625,0.3333333333333333,3,2.843629434587336,dog-orange-384,0.48218750000000005
chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,32,3,32.0,3,2.070367140598382,0.6901223801994606,otter-blue-1497,24.0,0.75,0.3333333333333333,3,2.690870738669053,otter-blue-1497,0.5503125
chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,32,3,32.0,3,2.4602329762891006,0.8200776587630335,dog-purple-778,20.0,0.625,0.3333333333333333,3,2.8510445159757474,dog-purple-778,0.47374999999999995
chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,2,1.8609486313308101,0.6203162104436034,ram-red-5745,22.0,0.6875,0.3333333333333333,3,2.5627738402189344,ram-red-5745,0.5328125
chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,32,3,32.0,3,2.1975387105464486,0.7325129035154828,owl-yellow-7660,23.0,0.71875,0.3333333333333333,3,2.6432559169879366,owl-yellow-7660,0.57625
chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,1.6679356965569503,0.5559785655189834,owl-yellow-7660,27.0,0.84375,0.3333333333333333,3,2.6299132292707372,owl-yellow-7660,0.5831250000000001
chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,2.9629872703959235,0.9876624234653079,kangaroo-purple-4743,13.0,0.40625,0.3333333333333333,3,2.9966708247993936,kangaroo-purple-4743,0.3540625
chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,32,3,32.0,2,1.9960950200730567,0.665365006691019,whale-green-1798,17.0,0.53125,0.3333333333333333,3,2.5998929390221086,whale-green-1798,0.490625
chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,32,3,32.0,2,1.9843952490181156,0.6614650830060386,monkey-pink-6874,18.0,0.5625,0.3333333333333333,3,2.70327675055905,monkey-pink-6874,0.46125
chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,2.327774743589413,0.7759249145298043,goose-purple-9985,21.0,0.65625,0.3333333333333333,3,2.6465726409504846,goose-purple-9985,0.53875
chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,32,3,32.0,3,2.2480046710829824,0.7493348903609941,ram-pink-8623,16.0,0.5,0.3333333333333333,3,2.826204567880532,squid-yellow-4597,0.415625
chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,1.56371133134066,0.5212371104468867,otter-pink-5988,28.0,0.875,0.3333333333333333,3,2.396797703047777,otter-pink-5988,0.6618750000000001
chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,32,3,32.0,2,1.6910021130734858,0.5636673710244953,camel-pink-767,25.0,0.78125,0.3333333333333333,3,2.44444306994106,camel-pink-767,0.57125
