custom_id,candidate_uniform_weight,record_id,treatment_name,player,player_key,final_surplus,final_welfare,proposer_mean_net_surplus,proposer_acceptance_rate,proposer_mean_trade_ratio,response_acceptance_rate,response_mean_net_surplus_if_accepted,received_trade_rate
persona_chip_match__pid_102__record_chip2__cohort_01_m7xia7__game_1__p027__g001,0.3333333333333333,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,dog-orange-384,chip2__cohort_01_m7xia7__game_1::dog-orange-384,0.1999999999999993,8.2,0.36666666666666664,0.0,0.8333333333333334,0.16666666666666666,0.19999999999999996,0.16666666666666666
persona_chip_match__pid_102__record_chip2__cohort_01_m7xia7__game_1__p027__g001,0.3333333333333333,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,buffalo-red-6989,chip2__cohort_01_m7xia7__game_1::buffalo-red-6989,0.0,6.0,0.5333333333333333,0.0,1.0,0.0,nan,0.0
persona_chip_match__pid_102__record_chip2__cohort_01_m7xia7__game_1__p027__g001,0.3333333333333333,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,cat-pink-8143,chip2__cohort_01_m7xia7__game_1::cat-pink-8143,-0.5999999999999996,8.4,-0.13333333333333344,0.3333333333333333,1.4444444444444444,0.0,nan,0.0
persona_chip_match__pid_102__record_chip2__cohort_02_m7xiz2__game_1__p027__g002,0.3333333333333333,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,otter-blue-1497,chip2__cohort_02_m7xiz2__game_1::otter-blue-1497,1.0,11.0,0.8333333333333334,0.6666666666666666,0.5888888888888889,0.3333333333333333,-0.25,0.16666666666666666
persona_chip_match__pid_102__record_chip2__cohort_02_m7xiz2__game_1__p027__g002,0.3333333333333333,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,peacock-pink-777,chip2__cohort_02_m7xiz2__game_1::peacock-pink-777,0.9000000000000004,13.9,1.5999999999999999,0.0,0.8333333333333334,0.16666666666666666,0.9000000000000004,0.16666666666666666
persona_chip_match__pid_102__record_chip2__cohort_02_m7xiz2__game_1__p027__g002,0.3333333333333333,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,badger-red-827,chip2__cohort_02_m7xiz2__game_1::badger-red-827,1.0999999999999996,8.1,0.10000000000000002,0.6666666666666666,0.7222222222222222,0.3333333333333333,0.29999999999999993,0.3333333333333333
persona_chip_match__pid_102__record_chip2__cohort_03_m8aexq__game_1__p027__g003,0.3333333333333333,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,dog-purple-778,chip2__cohort_03_m8aexq__game_1::dog-purple-778,1.1999999999999993,15.2,1.1666666666666667,0.6666666666666666,1.1666666666666667,0.16666666666666666,-0.20000000000000018,0.16666666666666666
persona_chip_match__pid_102__record_chip2__cohort_03_m8aexq__game_1__p027__g003,0.3333333333333333,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,peacock-purple-2249,chip2__cohort_03_m8aexq__game_1::peacock-purple-2249,0.0,13.0,0.6333333333333335,0.3333333333333333,1.138888888888889,0.16666666666666666,0.10000000000000009,0.16666666666666666
persona_chip_match__pid_102__record_chip2__cohort_03_m8aexq__game_1__p027__g003,0.3333333333333333,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,owl-orange-1045,chip2__cohort_03_m8aexq__game_1::owl-orange-1045,1.5,11.5,1.3333333333333333,0.3333333333333333,0.37222222222222223,0.5,0.6666666666666666,0.3333333333333333
persona_chip_match__pid_102__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p027__g009,0.3333333333333333,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,iguana-orange-9224,chip2__cohort_04_m8aexq__game_2_alt_profile::iguana-orange-9224,0.5,6.5,0.7333333333333334,0.3333333333333333,0.7777777777777777,0.3333333333333333,0.44999999999999996,0.3333333333333333
persona_chip_match__pid_102__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p027__g009,0.3333333333333333,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,ram-red-5745,chip2__cohort_04_m8aexq__game_2_alt_profile::ram-red-5745,1.5,11.5,1.0,0.6666666666666666,0.5,0.0,nan,0.0
persona_chip_match__pid_102__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p027__g009,0.3333333333333333,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,dolphin-purple-6605,chip2__cohort_04_m8aexq__game_2_alt_profile::dolphin-purple-6605,0.0,10.0,0.5,0.0,0.6944444444444443,0.16666666666666666,0.0,0.16666666666666666
