custom_id,input_tokens_tiktoken
persona_chip_match__pid_222__record_chip2__cohort_01_m7xia7__game_1__p001__g001,4214
persona_chip_match__pid_222__record_chip2__cohort_02_m7xiz2__game_1__p001__g002,4377
persona_chip_match__pid_222__record_chip2__cohort_03_m8aexq__game_1__p001__g003,4346
persona_chip_match__pid_222__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,4379
persona_chip_match__pid_222__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,4432
persona_chip_match__pid_222__record_chip2__cohort_12_m8agmu__game_1__p001__g006,4373
persona_chip_match__pid_222__record_chip2__cohort_14_m8agmu__game_1__p001__g007,4439
persona_chip_match__pid_222__record_chip2__cohort_15_m8agmu__game_1__p001__g008,4371
persona_chip_match__pid_222__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,4318
persona_chip_match__pid_222__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,4377
persona_chip_match__pid_222__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p001__g011,4395
persona_chip_match__pid_222__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p001__g012,4466
persona_chip_match__pid_222__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p001__g013,4450
persona_chip_match__pid_222__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p001__g014,4277
persona_chip_match__pid_222__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p001__g015,4263
persona_chip_match__pid_222__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p001__g016,4302
persona_chip_match__pid_222__record_chip3__cohort_01_m8aiq8__game_1__p001__g017,4352
persona_chip_match__pid_222__record_chip3__cohort_05_m8aiq8__game_1__p001__g018,4341
persona_chip_match__pid_222__record_chip3__g11_m5wp7b__game_1__p001__g019,4563
persona_chip_match__pid_222__record_chip3__g17_m5wp8w__game_1__p001__g020,4399
persona_chip_match__pid_222__record_chip3__g20_m5wq93__game_1__p001__g021,4409
persona_chip_match__pid_222__record_chip3__g6_m5wp77__game_1__p001__g022,4446
persona_chip_match__pid_222__record_chip3__g7_m5wp78__game_1__p001__g023,4520
persona_chip_match__pid_222__record_chip3__g9_m5wp79__game_1__p001__g024,4319
persona_chip_match__pid_222__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p001__g025,4265
persona_chip_match__pid_222__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p001__g026,4378
persona_chip_match__pid_222__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p001__g027,4298
persona_chip_match__pid_222__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p001__g028,4383
persona_chip_match__pid_222__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g029,4330
persona_chip_match__pid_222__record_chip3__g13_m5wp8q__game_2_alt_profile__p001__g030,4528
persona_chip_match__pid_222__record_chip3__g3_m5wp6q__game_2_alt_profile__p001__g031,4461
persona_chip_match__pid_222__record_chip3__g7_m5wp78__game_2_alt_profile__p001__g032,4568
persona_chip_match__pid_222__record_chip4__cohort_02_m89542__game_1__p001__g033,4413
persona_chip_match__pid_222__record_chip4__cohort_04_m8aboy__game_1__p001__g034,4415
persona_chip_match__pid_222__record_chip4__cohort_05_m7xlsd__game_1__p001__g035,4459
persona_chip_match__pid_222__record_chip4__cohort_05_m89542__game_1__p001__g036,4468
persona_chip_match__pid_222__record_chip4__cohort_05_m898xg__game_1__p001__g037,4449
persona_chip_match__pid_222__record_chip4__cohort_06_m89b9z__game_1__p001__g038,4434
persona_chip_match__pid_222__record_chip4__cohort_06_m8acrp__game_1__p001__g039,4559
persona_chip_match__pid_222__record_chip4__cohort_07_m8ad4g__game_1__p001__g040,4601
persona_chip_match__pid_222__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,4315
persona_chip_match__pid_222__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,4543
persona_chip_match__pid_222__record_chip4__cohort_02_m89542__game_2_alt_profile__p001__g043,4415
persona_chip_match__pid_222__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p001__g044,4408
persona_chip_match__pid_222__record_chip4__cohort_03_m898xg__game_2_alt_profile__p001__g045,4473
persona_chip_match__pid_222__record_chip4__cohort_04_m89542__game_2_alt_profile__p001__g046,4529
persona_chip_match__pid_222__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p001__g047,4522
persona_chip_match__pid_222__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g048,4585
persona_chip_match__pid_1096__record_chip2__cohort_01_m7xia7__game_1__p002__g001,4316
persona_chip_match__pid_1096__record_chip2__cohort_02_m7xiz2__game_1__p002__g002,4479
persona_chip_match__pid_1096__record_chip2__cohort_03_m8aexq__game_1__p002__g003,4448
persona_chip_match__pid_1096__record_chip2__cohort_05_m7xjzy__game_1__p002__g004,4481
persona_chip_match__pid_1096__record_chip2__cohort_07_m8ag8i__game_1__p002__g005,4534
persona_chip_match__pid_1096__record_chip2__cohort_12_m8agmu__game_1__p002__g006,4475
persona_chip_match__pid_1096__record_chip2__cohort_14_m8agmu__game_1__p002__g007,4541
persona_chip_match__pid_1096__record_chip2__cohort_15_m8agmu__game_1__p002__g008,4473
persona_chip_match__pid_1096__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p002__g009,4420
persona_chip_match__pid_1096__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p002__g010,4479
persona_chip_match__pid_1096__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p002__g011,4497
persona_chip_match__pid_1096__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p002__g012,4568
persona_chip_match__pid_1096__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p002__g013,4552
persona_chip_match__pid_1096__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g014,4379
persona_chip_match__pid_1096__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p002__g015,4365
persona_chip_match__pid_1096__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p002__g016,4404
persona_chip_match__pid_1096__record_chip3__cohort_01_m8aiq8__game_1__p002__g017,4454
persona_chip_match__pid_1096__record_chip3__cohort_05_m8aiq8__game_1__p002__g018,4443
persona_chip_match__pid_1096__record_chip3__g11_m5wp7b__game_1__p002__g019,4665
persona_chip_match__pid_1096__record_chip3__g17_m5wp8w__game_1__p002__g020,4501
persona_chip_match__pid_1096__record_chip3__g20_m5wq93__game_1__p002__g021,4511
persona_chip_match__pid_1096__record_chip3__g6_m5wp77__game_1__p002__g022,4548
persona_chip_match__pid_1096__record_chip3__g7_m5wp78__game_1__p002__g023,4622
persona_chip_match__pid_1096__record_chip3__g9_m5wp79__game_1__p002__g024,4421
persona_chip_match__pid_1096__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p002__g025,4367
persona_chip_match__pid_1096__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p002__g026,4480
persona_chip_match__pid_1096__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p002__g027,4400
persona_chip_match__pid_1096__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p002__g028,4485
persona_chip_match__pid_1096__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g029,4432
persona_chip_match__pid_1096__record_chip3__g13_m5wp8q__game_2_alt_profile__p002__g030,4630
persona_chip_match__pid_1096__record_chip3__g3_m5wp6q__game_2_alt_profile__p002__g031,4563
persona_chip_match__pid_1096__record_chip3__g7_m5wp78__game_2_alt_profile__p002__g032,4670
persona_chip_match__pid_1096__record_chip4__cohort_02_m89542__game_1__p002__g033,4515
persona_chip_match__pid_1096__record_chip4__cohort_04_m8aboy__game_1__p002__g034,4517
persona_chip_match__pid_1096__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,4561
persona_chip_match__pid_1096__record_chip4__cohort_05_m89542__game_1__p002__g036,4570
persona_chip_match__pid_1096__record_chip4__cohort_05_m898xg__game_1__p002__g037,4551
persona_chip_match__pid_1096__record_chip4__cohort_06_m89b9z__game_1__p002__g038,4536
persona_chip_match__pid_1096__record_chip4__cohort_06_m8acrp__game_1__p002__g039,4661
persona_chip_match__pid_1096__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,4703
persona_chip_match__pid_1096__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,4417
persona_chip_match__pid_1096__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,4645
persona_chip_match__pid_1096__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,4517
persona_chip_match__pid_1096__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,4510
persona_chip_match__pid_1096__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,4575
persona_chip_match__pid_1096__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,4631
persona_chip_match__pid_1096__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,4624
persona_chip_match__pid_1096__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,4687
persona_chip_match__pid_2004__record_chip2__cohort_01_m7xia7__game_1__p003__g001,4113
persona_chip_match__pid_2004__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,4276
persona_chip_match__pid_2004__record_chip2__cohort_03_m8aexq__game_1__p003__g003,4245
persona_chip_match__pid_2004__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,4278
persona_chip_match__pid_2004__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,4331
persona_chip_match__pid_2004__record_chip2__cohort_12_m8agmu__game_1__p003__g006,4272
persona_chip_match__pid_2004__record_chip2__cohort_14_m8agmu__game_1__p003__g007,4338
persona_chip_match__pid_2004__record_chip2__cohort_15_m8agmu__game_1__p003__g008,4270
persona_chip_match__pid_2004__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,4217
persona_chip_match__pid_2004__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,4276
persona_chip_match__pid_2004__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,4294
persona_chip_match__pid_2004__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,4365
persona_chip_match__pid_2004__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,4349
persona_chip_match__pid_2004__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,4176
persona_chip_match__pid_2004__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,4162
persona_chip_match__pid_2004__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,4201
persona_chip_match__pid_2004__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,4251
persona_chip_match__pid_2004__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,4240
persona_chip_match__pid_2004__record_chip3__g11_m5wp7b__game_1__p003__g019,4462
