fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,mean,736,184,74,18,ok,0.8901240229606628,0.839338481426239,0.9049811959266663,0.06564273685216904,0.010869565217391304,0.021739130434782608,0.0001352479011984542,0.0208
1,linear,736,184,74,18,ok,0.8915782570838928,0.843119740486145,0.9049811959266663,0.061861515045166016,0.016304347826086956,0.04891304347826087,0.00013356861018110067,0.1575
1,ridge,736,184,74,18,ok,0.8923676609992981,0.8430217504501343,0.9049811959266663,0.06195951625704765,0.016304347826086956,0.059782608695652176,0.00013261161802802235,0.0243
2,mean,735,185,73,19,ok,0.8799905180931091,0.8264747262001038,0.9047900438308716,0.07831525057554245,0.010810810810810811,0.016216216216216217,0.0001469009293941781,0.0161
2,linear,735,185,73,19,ok,0.8808610439300537,0.8285000920295715,0.9047900438308716,0.07628996670246124,0.0,0.032432432432432434,0.0001460196654079482,0.0259
2,ridge,735,185,73,19,ok,0.8815675377845764,0.8275598287582397,0.9047900438308716,0.07723016291856766,0.005405405405405406,0.032432432432432434,0.00014514371287077665,0.0667
3,mean,735,185,73,19,ok,0.8806405663490295,0.8261123299598694,0.9074317812919617,0.08131949603557587,0.010810810810810811,0.010810810810810811,0.00014615131658501923,0.0066
3,linear,735,185,73,19,ok,0.885554313659668,0.8400147557258606,0.9074317812919617,0.06741710752248764,0.010810810810810811,0.08108108108108109,0.00014081817062105983,0.0195
3,ridge,735,185,73,19,ok,0.8868474364280701,0.8434766530990601,0.9074317812919617,0.06395518034696579,0.021621621621621623,0.07567567567567568,0.0001391315890941769,0.0413
4,mean,737,183,74,18,ok,0.8846226334571838,0.833934485912323,0.9058874845504761,0.07195286452770233,0.00546448087431694,0.03825136612021858,0.00014156490215100348,0.0271
4,linear,737,183,74,18,ok,0.8881509304046631,0.8396211266517639,0.9058874845504761,0.06626620888710022,0.02185792349726776,0.04918032786885246,0.00013759227294940501,0.0176
4,ridge,737,183,74,18,ok,0.889194905757904,0.841572642326355,0.9058874845504761,0.06431466341018677,0.01639344262295082,0.04918032786885246,0.0001362364273518324,0.0115
5,mean,737,183,74,18,ok,0.8822970986366272,0.8298019766807556,0.9094852209091187,0.07968318462371826,0.0,0.01092896174863388,0.00014424195978790522,0.0046
5,linear,737,183,74,18,ok,0.8837790489196777,0.8325351476669312,0.9094852209091187,0.07695012539625168,0.0,0.01639344262295082,0.00014256202848628163,0.0184
5,ridge,737,183,74,18,ok,0.8845169544219971,0.8340439200401306,0.9094852209091187,0.07544129341840744,0.0,0.0273224043715847,0.00014167872723191977,0.0225
