tag,cluster_id,feature,coef,abs_coef
COMMUNICATION,0,CONFIG_MPCR,0.23419274329114537,0.23419274329114537
COMMUNICATION,0,CONFIG_allOrNothing,0.10725385541845817,0.10725385541845817
COMMUNICATION,0,CONFIG_defaultContribProp,-0.0793392706516549,0.0793392706516549
COMMUNICATION,0,CONFIG_numRounds,0.4203944735218178,0.4203944735218178
COMMUNICATION,0,CONFIG_playerCount,0.25872500856524727,0.25872500856524727
COMMUNICATION,0,CONFIG_punishmentExists,0.09177323928699994,0.09177323928699994
COMMUNICATION,0,CONFIG_punishmentMagnitude,-0.09073849883205547,0.09073849883205547
COMMUNICATION,0,CONFIG_rewardExists,0.21330058363031473,0.21330058363031473
COMMUNICATION,0,CONFIG_rewardMagnitude,0.002873695907545062,0.002873695907545062
COMMUNICATION,0,CONFIG_showNRounds,-0.1989725837274195,0.1989725837274195
COMMUNICATION,0,CONFIG_showOtherSummaries,-0.16712444514865243,0.16712444514865243
COMMUNICATION,0,CONFIG_showPunishmentId,0.013903408890715474,0.013903408890715474
COMMUNICATION,0,CONFIG_showRewardId,0.013903408890715474,0.013903408890715474
COMMUNICATION,1,CONFIG_MPCR,0.08141719904458666,0.08141719904458666
COMMUNICATION,1,CONFIG_allOrNothing,-0.032955753204061106,0.032955753204061106
COMMUNICATION,1,CONFIG_defaultContribProp,-0.05573218121963848,0.05573218121963848
COMMUNICATION,1,CONFIG_numRounds,0.07387071398746345,0.07387071398746345
COMMUNICATION,1,CONFIG_playerCount,-0.0344701124125938,0.0344701124125938
COMMUNICATION,1,CONFIG_punishmentExists,0.16782590436142947,0.16782590436142947
COMMUNICATION,1,CONFIG_punishmentMagnitude,0.23593450368783628,0.23593450368783628
COMMUNICATION,1,CONFIG_rewardExists,-0.08409859000942346,0.08409859000942346
COMMUNICATION,1,CONFIG_rewardMagnitude,-0.12729525112691173,0.12729525112691173
COMMUNICATION,1,CONFIG_showNRounds,-0.19336858752806385,0.19336858752806385
COMMUNICATION,1,CONFIG_showOtherSummaries,0.05231550228323438,0.05231550228323438
COMMUNICATION,1,CONFIG_showPunishmentId,0.03624552692674984,0.03624552692674984
COMMUNICATION,1,CONFIG_showRewardId,0.03624552692674984,0.03624552692674984
COMMUNICATION,2,CONFIG_MPCR,0.08323397285401796,0.08323397285401796
COMMUNICATION,2,CONFIG_allOrNothing,0.033956740997268774,0.033956740997268774
COMMUNICATION,2,CONFIG_defaultContribProp,-0.0017424404301470144,0.0017424404301470144
COMMUNICATION,2,CONFIG_numRounds,0.2842907059558359,0.2842907059558359
COMMUNICATION,2,CONFIG_playerCount,0.11547348898413112,0.11547348898413112
COMMUNICATION,2,CONFIG_punishmentExists,-0.03160998836305611,0.03160998836305611
COMMUNICATION,2,CONFIG_punishmentMagnitude,0.22778401057700925,0.22778401057700925
COMMUNICATION,2,CONFIG_rewardExists,0.012916466208855167,0.012916466208855167
COMMUNICATION,2,CONFIG_rewardMagnitude,0.03851578124547212,0.03851578124547212
COMMUNICATION,2,CONFIG_showNRounds,-0.12953640606786404,0.12953640606786404
COMMUNICATION,2,CONFIG_showOtherSummaries,-0.07056936012186517,0.07056936012186517
COMMUNICATION,2,CONFIG_showPunishmentId,0.005344094525003192,0.005344094525003192
COMMUNICATION,2,CONFIG_showRewardId,0.005344094525003192,0.005344094525003192
COMMUNICATION,3,CONFIG_MPCR,0.15428634822098908,0.15428634822098908
COMMUNICATION,3,CONFIG_allOrNothing,-0.09467592345995542,0.09467592345995542
COMMUNICATION,3,CONFIG_defaultContribProp,-0.256627610776925,0.256627610776925
COMMUNICATION,3,CONFIG_numRounds,0.6134221706064213,0.6134221706064213
COMMUNICATION,3,CONFIG_playerCount,0.8740016922046677,0.8740016922046677
COMMUNICATION,3,CONFIG_punishmentExists,0.15183929166275448,0.15183929166275448
COMMUNICATION,3,CONFIG_punishmentMagnitude,-0.09946412980303325,0.09946412980303325
COMMUNICATION,3,CONFIG_rewardExists,-0.046831321203614995,0.046831321203614995
COMMUNICATION,3,CONFIG_rewardMagnitude,0.07474959065827687,0.07474959065827687
COMMUNICATION,3,CONFIG_showNRounds,-0.14175128183348024,0.14175128183348024
COMMUNICATION,3,CONFIG_showOtherSummaries,-0.09855693263412937,0.09855693263412937
COMMUNICATION,3,CONFIG_showPunishmentId,0.05335903202605088,0.05335903202605088
