target,style_source,eval_granularity,group_col,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,4,-0.12693872053339073,0.08064754462860763,0.06284877330107551,-0.16273825072664017,0.08191849763419772,0.06255523557173537,-0.03579953019324944,-0.12357793807674922,-0.15927070609133076,-0.035692768014581544,0.0012709530055900892,-0.00029353772934014033,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,8,-0.12693872053339073,0.08064754462860763,0.06284877330107551,-0.16687405220420426,0.08206405829908824,0.0628490606763472,-0.039935331670813534,-0.12357793807674922,-0.16339417368702835,-0.03981623561027914,0.0014165136704806097,2.873752716903155e-07,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,10,-0.12693872053339073,0.08064754462860763,0.06284877330107551,-0.19254316123203807,0.08296177819362333,0.06675616570147119,-0.06560444069864735,-0.12357793807674922,-0.18898673171015679,-0.06540879363340757,0.0023142335650156998,0.0039073924003956845,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,6,-0.12693872053339073,0.08064754462860763,0.06284877330107551,-0.24510047426216275,0.0847701981369502,0.06764791496614805,-0.11816175372877202,-0.12357793807674922,-0.2413873071179231,-0.1178093690411739,0.00412265350834258,0.0047991416650725455,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,16,-0.12693872053339073,0.08064754462860763,0.06284877330107551,-0.41060122794467113,0.09022837331854924,0.06314734448395347,-0.2836625074112804,-0.12357793807674922,-0.40639450066321836,-0.28281656258646914,0.009580828689941617,0.00029857118287796025,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,12,-0.12693872053339073,0.08064754462860763,0.06284877330107551,-0.42714888085543246,0.09075606126682237,0.07378279259297323,-0.30021016032204173,-0.12357793807674922,-0.4228928047845666,-0.2993148667078174,0.010108516638214743,0.010934019291897717,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,8,-0.10188643467351821,0.07974609343452452,0.061575270923587985,-0.12320984922322875,0.0805140087560484,0.06208124916228264,-0.02132341454971054,-0.09860036371740688,-0.11986018709199087,-0.021259823374583986,0.0007679153215238849,0.0005059782386946515,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,10,-0.10188643467351821,0.07974609343452452,0.061575270923587985,-0.14542553843377548,0.0813063434032341,0.06528444594635509,-0.04353910376025727,-0.09860036371740688,-0.14200962416548646,-0.04340926044807958,0.0015602499687095844,0.0037091750227671028,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,4,-0.10188643467351821,0.07974609343452452,0.061575270923587985,-0.16744657468191426,0.08208418804498507,0.06284222398767203,-0.06556014000839605,-0.09860036371740688,-0.1639649887750958,-0.06536462505768892,0.002338094610460556,0.0012669530640840448,0,0,110,22,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,6,-0.10188643467351821,0.07974609343452452,0.061575270923587985,-0.24831027427677665,0.08487939424313128,0.06780710685101089,-0.14642383960325844,-0.09860036371740688,-0.2445875347934363,-0.14598717107602943,0.005133300808606758,0.006231835927422907,0,0,110,22,0.0,0.0
