metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.4702271734821519,1.6616375132761587,0.9907039213635442,0.23885381593714927,0.1375,0.6207729468599034,0.2898550724637681
final_total_contribution_rate,40,0.42226072957288735,2.9544258531865344,2.0383007720739883,0.20880727565510177,0.0,0.4396135265700483,0.24396135265700483
first_round_normalized_efficiency,40,0.1735481102774359,1.1580263848753225,0.9174639139698808,0.652938198409213,0.7272727272727273,0.7898550724637681,0.36231884057971014
first_round_total_contribution_rate,40,0.15884146691021214,1.22262904770573,0.9566003268955539,0.6201791465378422,0.7272727272727273,0.782608695652174,0.41545893719806765
mean_round_normalized_efficiency,40,0.23819398763480273,1.4419767990552013,0.8038368159778309,0.3572497316156737,0.3,0.782608695652174,0.3647342995169082
mean_total_contribution_rate,40,0.21208050321708669,1.8876823377461802,1.0580784495075441,0.35266340945688773,0.26136363636363635,0.6859903381642513,0.2971014492753623
mean_within_round_contribution_rate_var,40,0.05770727103043947,1.677132128092158,1.1920774921966042,0.16621010832967356,0.1,0.6207729468599034,0.24396135265700483
messages_per_round,26,2.074526339910784,1.600957869615555,0.8814525149353856,0.6643161689357341,0.75,0.8297101449275363,0.36594202898550726
punish_actor_round_rate,20,0.1013115781822297,1.021871919535114,0.7349948174553665,0.322773921480818,0.3333333333333333,0.7783251231527094,0.5467980295566502
reward_actor_round_rate,22,0.1525739050582496,1.171015551178962,1.0076097482686932,0.15261536065500825,0.09090909090909091,0.7136563876651982,0.19823788546255505
round_normalized_efficiency_decay_slope,40,0.5172817315698709,1.8528311791388872,1.1279644728472826,0.2063039818474601,0.1,0.538647342995169,0.2246376811594203
round_normalized_efficiency_rmse_to_treatment_mean,40,0.19169172233290882,1.874404010066695,0.7886280842635256,0.5739356121602498,0.6,0.7198067632850241,0.34782608695652173
rounds_with_chat_rate,26,0.46019499982194645,1.7975132246498104,1.507556722888818,0.916558245498463,0.9583333333333334,0.6231884057971014,0.19927536231884058
total_contribution_rate_decay_slope,40,0.44205168055931754,2.8889641964979167,2.1724127224533643,0.17689271946518323,0.0,0.4033816425120773,0.13768115942028986
total_contribution_rate_rmse_to_treatment_mean,40,0.15370748406870308,2.6843054634152965,1.1637142155545108,0.7031376567608452,0.875,0.6135265700483091,0.2898550724637681
total_contribution_rate_sd,40,0.08332359216215618,2.11162595664873,1.3686368217163785,0.6644866539794075,0.788888888888889,0.5362318840579711,0.2826086956521739
