treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,5.86693338421916,0.0
VALIDATION_7_C,154,5.38577244285058,0.22727272727272727
VALIDATION_17_C,132,5.073090789188515,0.9545454545454546
VALIDATION_13_T,176,3.5506453990564726,0.09090909090909091
VALIDATION_13_C,150,2.8186378106134637,0.1
VALIDATION_12_C,168,2.6119871795044016,0.35416666666666663
VALIDATION_17_T,104,2.464547173031176,0.625
VALIDATION_11_T,160,2.2659266934242845,0.5454545454545454
VALIDATION_15_C,143,2.1145098106151248,0.22727272727272727
VALIDATION_11_C,150,2.0754349442868048,0.4
VALIDATION_14_T,160,2.017012709420894,0.42500000000000004
VALIDATION_10_T,150,1.9783865757065364,0.5
VALIDATION_16_C,140,1.966133022757089,0.5
VALIDATION_4_C,180,1.9605213633678966,0.35416666666666663
VALIDATION_18_C,168,1.894257137393271,0.6666666666666666
VALIDATION_0_C,140,1.8470536222611413,0.6
VALIDATION_14_C,180,1.815480525797133,0.375
VALIDATION_19_T,140,1.7585944557790834,0.2
VALIDATION_6_T,143,1.745812240930567,0.09090909090909091
VALIDATION_4_T,144,1.6847425491326034,0.3333333333333333
VALIDATION_1_C,96,1.5807788152336089,0.125
VALIDATION_15_T,126,1.498605204267951,0.1388888888888889
VALIDATION_7_T,180,1.4670534533193031,0.25
VALIDATION_3_T,160,1.3753787260404442,0.35
VALIDATION_9_T,126,1.2339150288961964,0.18181818181818182
VALIDATION_16_T,120,1.2232015217878882,0.375
VALIDATION_9_C,143,1.176439297581754,0.18181818181818182
VALIDATION_18_T,150,1.1707308329269237,0.55
VALIDATION_3_C,135,1.1325314365880854,0.3333333333333333
VALIDATION_10_C,140,1.1243497926006694,0.4
VALIDATION_19_C,130,1.0935642001353443,0.2
VALIDATION_5_C,135,1.0792264205956792,0.3888888888888889
VALIDATION_5_T,192,1.0334330012133195,0.4583333333333333
VALIDATION_2_C,117,1.0150317410585745,0.3333333333333333
VALIDATION_1_T,104,1.0024376846551748,0.46875
VALIDATION_8_T,176,0.9444054241659775,0.5681818181818181
VALIDATION_8_C,180,0.843080089193487,0.5833333333333334
VALIDATION_2_T,154,0.7663098940072002,0.36363636363636365
VALIDATION_12_T,180,0.6774056226466457,0.47916666666666663
VALIDATION_0_T,180,0.5796246678907451,0.5
