custom_id,input_tokens_tiktoken
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_01_m7xia7__game_1__p001__g001,2268
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_02_m7xiz2__game_1__p001__g002,2431
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_03_m8aexq__game_1__p001__g003,2400
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,2433
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,2486
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_12_m8agmu__game_1__p001__g006,2427
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_14_m8agmu__game_1__p001__g007,2493
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_15_m8agmu__game_1__p001__g008,2425
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,2372
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,2431
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p001__g011,2449
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p001__g012,2520
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p001__g013,2504
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p001__g014,2331
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p001__g015,2317
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p001__g016,2356
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_01_m8aiq8__game_1__p001__g017,2406
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_05_m8aiq8__game_1__p001__g018,2395
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g11_m5wp7b__game_1__p001__g019,2617
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g17_m5wp8w__game_1__p001__g020,2453
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g20_m5wq93__game_1__p001__g021,2463
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g6_m5wp77__game_1__p001__g022,2500
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g7_m5wp78__game_1__p001__g023,2574
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g9_m5wp79__game_1__p001__g024,2373
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p001__g025,2319
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p001__g026,2432
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p001__g027,2352
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p001__g028,2437
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g029,2384
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g13_m5wp8q__game_2_alt_profile__p001__g030,2582
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g3_m5wp6q__game_2_alt_profile__p001__g031,2515
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g7_m5wp78__game_2_alt_profile__p001__g032,2622
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_02_m89542__game_1__p001__g033,2467
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_04_m8aboy__game_1__p001__g034,2469
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m7xlsd__game_1__p001__g035,2513
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m89542__game_1__p001__g036,2522
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m898xg__game_1__p001__g037,2503
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_06_m89b9z__game_1__p001__g038,2488
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_06_m8acrp__game_1__p001__g039,2613
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_07_m8ad4g__game_1__p001__g040,2655
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,2369
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,2597
