experiment_id,config_hash,game_id,round,actor_id,actor_name,target_id,target_name,type,units_decided,units_actual,was_scaled,cost,impact,timestamp
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_0,DOG,agent_1,CHICKEN,reward,5,5,False,15,6.8999999999999995,2026-01-02T01:44:16.460244
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_0,DOG,agent_2,CAT,reward,5,5,False,15,6.8999999999999995,2026-01-02T01:44:16.461167
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_0,DOG,agent_3,FISH,reward,5,5,False,15,6.8999999999999995,2026-01-02T01:44:16.461226
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_0,DOG,agent_5,RABBIT,reward,5,5,False,15,6.8999999999999995,2026-01-02T01:44:16.461257
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_0,DOG,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378332
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_2,CAT,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378569
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_3,FISH,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378644
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_4,BIRD,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378673
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_5,RABBIT,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378699
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_6,TURTLE,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378727
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_7,HAMSTER,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378835
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_8,FROG,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378865
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_9,MOUSE,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378893
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_10,SNAKE,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378926
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_1,CHICKEN,agent_11,BEAR,reward,1,1,False,3,1.38,2026-01-02T01:44:22.378976
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_0,DOG,reward,1,1,False,3,1.38,2026-01-02T01:44:25.681411
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_4,BIRD,reward,1,1,False,3,1.38,2026-01-02T01:44:25.681448
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_6,TURTLE,reward,2,2,False,6,2.76,2026-01-02T01:44:25.681473
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_9,MOUSE,reward,3,3,False,9,4.14,2026-01-02T01:44:25.681497
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_12,LION,reward,1,1,False,3,1.38,2026-01-02T01:44:25.681520
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_13,TIGER,reward,1,1,False,3,1.38,2026-01-02T01:44:25.681542
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_2,CAT,agent_15,MONKEY,reward,1,1,False,3,1.38,2026-01-02T01:44:25.681565
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_4,BIRD,reward,2,2,False,6,2.76,2026-01-02T01:44:31.058015
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_9,MOUSE,reward,3,3,False,9,4.14,2026-01-02T01:44:31.058153
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_10,SNAKE,reward,3,3,False,9,4.14,2026-01-02T01:44:31.058187
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_11,BEAR,reward,3,3,False,9,4.14,2026-01-02T01:44:31.058208
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_12,LION,reward,2,2,False,6,2.76,2026-01-02T01:44:31.058227
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_13,TIGER,reward,3,3,False,9,4.14,2026-01-02T01:44:31.058244
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_3,FISH,agent_14,ELEPHANT,reward,3,3,False,9,4.14,2026-01-02T01:44:31.058261
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_4,BIRD,agent_2,CAT,reward,3,3,False,9,4.14,2026-01-02T01:44:34.981838
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_4,BIRD,agent_5,RABBIT,reward,3,3,False,9,4.14,2026-01-02T01:44:34.981900
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_4,BIRD,agent_15,MONKEY,reward,3,3,False,9,4.14,2026-01-02T01:44:34.981958
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_0,DOG,reward,2,2,False,6,2.76,2026-01-02T01:44:38.367249
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_1,CHICKEN,reward,2,2,False,6,2.76,2026-01-02T01:44:38.367631
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_2,CAT,reward,3,3,False,9,4.14,2026-01-02T01:44:38.367694
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_8,FROG,reward,2,2,False,6,2.76,2026-01-02T01:44:38.367733
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_11,BEAR,reward,2,2,False,6,2.76,2026-01-02T01:44:38.367760
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_12,LION,reward,2,2,False,6,2.76,2026-01-02T01:44:38.367783
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_5,RABBIT,agent_13,TIGER,reward,2,2,False,6,2.76,2026-01-02T01:44:38.367808
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_6,TURTLE,agent_0,DOG,reward,1,1,False,3,1.38,2026-01-02T01:44:45.734155
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_6,TURTLE,agent_2,CAT,reward,1,1,False,3,1.38,2026-01-02T01:44:45.734264
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_6,TURTLE,agent_13,TIGER,reward,1,1,False,3,1.38,2026-01-02T01:44:45.734298
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_7,HAMSTER,agent_1,CHICKEN,reward,1,1,False,3,1.38,2026-01-02T01:44:49.318037
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_7,HAMSTER,agent_3,FISH,reward,2,2,False,6,2.76,2026-01-02T01:44:49.318126
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_7,HAMSTER,agent_13,TIGER,reward,1,1,False,3,1.38,2026-01-02T01:44:49.318166
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_7,HAMSTER,agent_16,PANDA,reward,1,1,False,3,1.38,2026-01-02T01:44:49.318193
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_0,DOG,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421032
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_1,CHICKEN,reward,2,2,False,6,2.76,2026-01-02T01:44:53.421261
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_2,CAT,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421306
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_3,FISH,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421328
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_4,BIRD,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421348
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_5,RABBIT,reward,2,2,False,6,2.76,2026-01-02T01:44:53.421367
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_6,TURTLE,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421385
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_7,HAMSTER,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421403
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_9,MOUSE,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421421
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_11,BEAR,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421439
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_12,LION,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421456
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_13,TIGER,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421473
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_8,FROG,agent_15,MONKEY,reward,1,1,False,3,1.38,2026-01-02T01:44:53.421490
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_0,DOG,reward,3,0,True,0,0.0,2026-01-02T01:44:59.491738
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_1,CHICKEN,reward,1,0,True,0,0.0,2026-01-02T01:44:59.491959
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_2,CAT,reward,38,2,True,6,2.76,2026-01-02T01:44:59.491986
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_3,FISH,reward,1,0,True,0,0.0,2026-01-02T01:44:59.492033
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_4,BIRD,reward,2,0,True,0,0.0,2026-01-02T01:44:59.492051
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_5,RABBIT,reward,3,0,True,0,0.0,2026-01-02T01:44:59.492067
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_6,TURTLE,reward,4,0,True,0,0.0,2026-01-02T01:44:59.492084
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_7,HAMSTER,reward,2,0,True,0,0.0,2026-01-02T01:44:59.492100
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_8,FROG,reward,1,0,True,0,0.0,2026-01-02T01:44:59.492116
exp_024_control,f5beeb9d,exp_024_control_game1,1,agent_9,MOUSE,agent_10,SNAKE,reward,9,0,True,0,0.0,2026-01-02T01:44:59.492213
