gameId,playerId,age,age_missing,gender_code,gender_man,gender_woman,gender_non_binary,gender_unknown,education_code,education_high_school,education_bachelor,education_master,education_other,education_unknown
2CpmMrTnRYQhD69qN,DTZZoihgn3RAp6nBo,48.0,0,2,0,1,0,0,2,0,1,0,0,0
2CpmMrTnRYQhD69qN,F5KawmecqZFsCNyFk,25.0,0,1,1,0,0,0,1,1,0,0,0,0
2CpmMrTnRYQhD69qN,bQirT5AvqT5wycWYj,37.0,0,1,1,0,0,0,2,0,1,0,0,0
2CpmMrTnRYQhD69qN,be9dLqkhDp6wZjbBo,25.0,0,2,0,1,0,0,2,0,1,0,0,0
2CpmMrTnRYQhD69qN,dgD9YndT5WFPZRgzi,60.0,0,2,0,1,0,0,2,0,1,0,0,0
2CpmMrTnRYQhD69qN,hZRwsfYigrXwGJa4j,66.0,0,1,1,0,0,0,3,0,0,1,0,0
2HvMCoKkzNvhYKJgp,2tCNuFycZiP5mKtyF,36.0,0,1,1,0,0,0,3,0,0,1,0,0
2HvMCoKkzNvhYKJgp,3ec6gmS6weNqpvJAh,30.0,0,2,0,1,0,0,3,0,0,1,0,0
2HvMCoKkzNvhYKJgp,5jxF87MmgjFhTymm9,70.0,0,2,0,1,0,0,3,0,0,1,0,0
2HvMCoKkzNvhYKJgp,8DctDA748b28zuZ3u,38.0,0,1,1,0,0,0,2,0,1,0,0,0
2HvMCoKkzNvhYKJgp,A2pEcsP9CEJNQFgDu,31.0,0,1,1,0,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,NsiTAiRip94MCD7B6,33.0,0,1,1,0,0,0,2,0,1,0,0,0
2HvMCoKkzNvhYKJgp,PCTGddKWraBR8mWTj,71.0,0,1,1,0,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,S9ALoeCJKATXnvC7C,35.0,0,1,1,0,0,0,2,0,1,0,0,0
2HvMCoKkzNvhYKJgp,WBLkAFy3kSHSJBTAm,55.0,0,2,0,1,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,X6DDHjThocMtNvpB6,36.0,0,1,1,0,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,YqdtGcdjtoSgCdsu8,31.0,0,2,0,1,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,bLMxfumFzRf3vRjX2,39.0,0,1,1,0,0,0,2,0,1,0,0,0
2HvMCoKkzNvhYKJgp,dieqovizTAnjXTSJZ,30.0,0,1,1,0,0,0,2,0,1,0,0,0
2HvMCoKkzNvhYKJgp,fc5HALJgiFC3dWHhj,30.0,0,1,1,0,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,npQ9NQ58E53hB7N5C,55.0,0,2,0,1,0,0,1,1,0,0,0,0
2HvMCoKkzNvhYKJgp,qsnrpRFMyBD7xK9xm,34.0,0,1,1,0,0,0,3,0,0,1,0,0
2YFxArCtvNNrLdMEh,8AS2QXCdR3pePLr8B,21.0,0,2,0,1,0,0,2,0,1,0,0,0
2YFxArCtvNNrLdMEh,f5zTYPzJ5jvGdR39Z,61.0,0,1,1,0,0,0,1,1,0,0,0,0
2YFxArCtvNNrLdMEh,mqg2PdSZhRpHJYLrW,42.0,0,2,0,1,0,0,2,0,1,0,0,0
2YFxArCtvNNrLdMEh,rgXeqn2NT2JwqxZ64,32.0,0,2,0,1,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,7Q8u5GwmqYwqaXYDs,74.0,0,1,1,0,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,7ez3SYi3tNx2Bfbei,36.0,0,2,0,1,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,CffvC6LTFjNNpgvZC,52.0,0,1,1,0,0,0,3,0,0,1,0,0
2fKfFJWpm9wfoPMfx,HPBpMdpchhh5cz4sv,31.0,0,1,1,0,0,0,4,0,0,0,1,0
2fKfFJWpm9wfoPMfx,SPF9vPF5hRJWzAdJa,36.0,0,2,0,1,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,oBmTWSk5vCYru9Mcd,51.0,0,1,1,0,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,pCKKPgH9rENJJXNgK,40.0,0,2,0,1,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,q3g6KwabjgBtCjJkc,44.0,0,1,1,0,0,0,2,0,1,0,0,0
2fKfFJWpm9wfoPMfx,vbn9iN4G7DZAMbdnp,30.0,0,1,1,0,0,0,1,1,0,0,0,0
2kZ3jKdHmB57javWy,8hZfpp9ZYxgQnC4W2,27.0,0,2,0,1,0,0,1,1,0,0,0,0
2kZ3jKdHmB57javWy,hoNbTgmYK3R2HtYnP,32.0,0,1,1,0,0,0,4,0,0,0,1,0
2kZ3jKdHmB57javWy,tju44RWZEghPjZJYr,27.0,0,2,0,1,0,0,3,0,0,1,0,0
2kZ3jKdHmB57javWy,uQqhvaMfYLCaM9h9g,58.0,0,2,0,1,0,0,3,0,0,1,0,0
2kZ3jKdHmB57javWy,wxwCSxoBMnnyPJGJG,33.0,0,1,1,0,0,0,3,0,0,1,0,0
2kZ3jKdHmB57javWy,yrtT4gQpFJRmx2ZTS,22.0,0,2,0,1,0,0,1,1,0,0,0,0
2r5xvh4mLkmbyTPuW,4gsHBc6PEtAmEAoAs,64.0,0,2,0,1,0,0,3,0,0,1,0,0
2r5xvh4mLkmbyTPuW,5nHzFqz4u4vvpFTbW,32.0,0,1,1,0,0,0,3,0,0,1,0,0
2r5xvh4mLkmbyTPuW,EhWKqX4CqLc3ibSzy,51.0,0,2,0,1,0,0,4,0,0,0,1,0
2r5xvh4mLkmbyTPuW,Gj56ZRACcYwgcQ8rX,66.0,0,2,0,1,0,0,3,0,0,1,0,0
2r5xvh4mLkmbyTPuW,LfhxA6PsupMxSZEhF,38.0,0,1,1,0,0,0,2,0,1,0,0,0
2r5xvh4mLkmbyTPuW,QKXs7ogDhHa26SPuu,52.0,0,1,1,0,0,0,2,0,1,0,0,0
