family_name,metric,run_name,mean_value,stderr,n_groups,bootstrap_mean,bootstrap_p05,bootstrap_p95
gpt-5-mini,mean_round_normalized_efficiency,baseline_gpt_5_mini,0.32170765167175264,0.025157531720196268,40.0,,,
gpt-5-mini,mean_total_contribution_rate,baseline_gpt_5_mini,0.30979467425517393,0.016212988560169474,40.0,,,
gpt-5-mini,mean_round_normalized_efficiency,demographic_only_row_resampled_seed_0_gpt_5_mini,0.2901677039473386,0.02436001624914024,40.0,,,
gpt-5-mini,mean_total_contribution_rate,demographic_only_row_resampled_seed_0_gpt_5_mini,0.28030544055725704,0.01706588605879839,40.0,,,
gpt-5-mini,mean_round_normalized_efficiency,twin_sampled_seed_0_gpt_5_mini,0.22554586628127016,0.022473009969187063,40.0,,,
gpt-5-mini,mean_total_contribution_rate,twin_sampled_seed_0_gpt_5_mini,0.2364757330139383,0.018096681221196568,40.0,,,
gpt-5-mini,mean_round_normalized_efficiency,twin_sampled_unadjusted_seed_0_gpt_5_mini,0.21840211565806875,0.023173218313419564,40.0,,,
gpt-5-mini,mean_total_contribution_rate,twin_sampled_unadjusted_seed_0_gpt_5_mini,0.23959959965128336,0.01864764265537519,40.0,,,
gpt-5-mini,mean_round_normalized_efficiency,human_ceiling,,,,0.08452087588629671,0.07017355715662359,0.10113182964588441
gpt-5-mini,mean_total_contribution_rate,human_ceiling,,,,0.10285825274409194,0.08621548946286667,0.11792402095042222
gpt-5.1,mean_round_normalized_efficiency,baseline_gpt_5_1,0.21435048393878633,0.023080123688896264,40.0,,,
gpt-5.1,mean_total_contribution_rate,baseline_gpt_5_1,0.22958158389691494,0.017595325961551996,40.0,,,
gpt-5.1,mean_round_normalized_efficiency,demographic_only_row_resampled_seed_0_gpt_5_1,0.23700154855946937,0.024519516840463804,40.0,,,
gpt-5.1,mean_total_contribution_rate,demographic_only_row_resampled_seed_0_gpt_5_1,0.23356467329397984,0.018856386468874803,40.0,,,
gpt-5.1,mean_round_normalized_efficiency,twin_sampled_seed_0_gpt_5_1,0.17972511870314398,0.017659582916952517,40.0,,,
gpt-5.1,mean_total_contribution_rate,twin_sampled_seed_0_gpt_5_1,0.21388178934680818,0.015023869647978734,40.0,,,
gpt-5.1,mean_round_normalized_efficiency,twin_sampled_unadjusted_seed_0_gpt_5_1,0.1829853494981531,0.017190929221028224,40.0,,,
gpt-5.1,mean_total_contribution_rate,twin_sampled_unadjusted_seed_0_gpt_5_1,0.21170523722278206,0.014740785207613643,40.0,,,
gpt-5.1,mean_round_normalized_efficiency,human_ceiling,,,,0.08452087588629671,0.07017355715662359,0.10113182964588441
gpt-5.1,mean_total_contribution_rate,human_ceiling,,,,0.10285825274409194,0.08621548946286667,0.11792402095042222
