treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,17.020000000000003
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.28
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,10.86
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.26
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.46
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.8200000000000003
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.64
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.26
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.34
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.7
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.2
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.375
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,10.980000000000004
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.74
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,15.44
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.6799999999999999
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,3.16
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.96
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,3.06
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,3.38
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.9799999999999995
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,3.2
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,3.0600000000000005
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,3.155
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,return_pct,wasserstein_1d,16.02
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,joint_pattern_distribution,total_variation,0.7
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,return_pct,wasserstein_1d,10.100000000000001
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,joint_pattern_distribution,total_variation,0.74
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_act,wasserstein_1d,2.9600000000000004
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_no_act,wasserstein_1d,3.14
