metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,metric_scope,n_groups,model_score,median_value,model_stderr
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,0.064335,0.0632,0.0517,0.08120999999999999,distribution,6,0.2752,0.28300000000000003,0.014548615818084629
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,0.07199,0.07,0.042,0.10599999999999998,distribution,6,0.13,0.13,0.01891501461214814
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,0.05206333333333333,0.05133333333333334,0.039316666666666666,0.06701666666666667,distribution,6,0.12433333333333334,0.12833333333333333,0.01102242383328158
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,0.07273,0.07200000000000001,0.052950000000000004,0.09514999999999994,distribution,6,0.199,0.165,0.03547925841640123
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,0.07499,0.07200000000000001,0.044,0.11009999999999998,distribution,6,0.31,0.33,0.03980508063607514
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,0.05960400000000001,0.05800000000000001,0.045180000000000005,0.07880000000000001,distribution,6,0.16559999999999997,0.172,0.01432573441980084
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,0.069066,0.06799999999999999,0.04878000000000001,0.09479999999999998,distribution,6,0.38480000000000003,0.398,0.028787651673745272
behavior_distribution_distance,trust_send_wd,wasserstein_1d,0.07199,0.07,0.042,0.10599999999999998,distribution,6,0.13,0.13,0.01891501461214814
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,0.05206333333333333,0.05133333333333334,0.039316666666666666,0.06701666666666667,distribution,6,0.12433333333333334,0.12833333333333333,0.01102242383328158
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,0.07769,0.07599999999999998,0.04599999999999999,0.11219999999999995,distribution,6,0.23199999999999998,0.21,0.0278408173570948
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,0.06777,0.06599999999999999,0.044,0.09809999999999997,distribution,6,0.16599999999999998,0.11000000000000001,0.049355850717012255
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,0.07499,0.07200000000000001,0.044,0.11009999999999998,distribution,6,0.31,0.33,0.03980508063607514
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,0.063475,0.061071428571428575,0.042857142857142864,0.08932142857142857,distribution,4,0.4921428571428571,0.5057142857142857,0.06931516310833219
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,0.042743560659626076,0.04217893962570954,0.03523113118324457,0.05276842892861968,distribution,6,0.11004341496891037,0.10966666666666663,0.012355237863786348
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,0.04675273660619326,0.04585381518857759,0.03899981856089187,0.05794632470249858,distribution,6,0.14910837061273785,0.17046135265700482,0.016043184068546927
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,0.06272209362981515,0.06244217280167924,0.04685086730477412,0.0788982708413091,distribution,6,0.168283950617284,0.18000000000000002,0.015592637277714448
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,0.049665675377925995,0.04936908828719093,0.038026427470765366,0.061568283424624184,distribution,6,0.20219206025456024,0.19911849261849263,0.01025302463125852
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,0.08045453300857038,0.07852547671763455,0.055111882378992165,0.10847203657329936,distribution,6,0.2900414095708213,0.29411764705882354,0.027875830202162746
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,0.055287305096610125,0.054582617857581506,0.04328815823536766,0.07043909728100906,distribution,6,0.17263461538461536,0.17599999999999996,0.018065554936063512
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,0.07566071428571428,0.07392857142857143,0.055,0.09928571428571428,distribution,4,0.49214285714285716,0.5057142857142857,0.06931516310833218
delegation_distribution_distance,C_delegated,wasserstein_1d,0.07702500000000001,0.075,0.03474999999999997,0.13,distribution,4,0.375,0.42,0.09287087810503356
delegation_distribution_distance,PD_delegated,wasserstein_1d,0.071975,0.06999999999999995,0.03,0.12000000000000002,distribution,4,0.54,0.55,0.08041558721209881
delegation_distribution_distance,SH_delegated,wasserstein_1d,0.07154999999999999,0.07,0.03,0.11499999999999999,distribution,4,0.585,0.5900000000000001,0.0736545993132812
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,0.079,0.07500000000000002,0.034749999999999996,0.13,distribution,4,0.385,0.41000000000000003,0.09912113800799505
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,0.0806,0.07999999999999999,0.03500000000000002,0.13,distribution,4,0.32499999999999996,0.32,0.10340051579497397
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,0.0717,0.07,0.03,0.11524999999999991,distribution,4,0.6699999999999999,0.6699999999999999,0.028867513459481284
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,0.077775,0.07500000000000001,0.034999999999999976,0.12499999999999994,distribution,4,0.565,0.55,0.034034296427770235
scenario_state_distribution_distance,mean_role_state_tv,total_variation,0.1136892857142857,0.11357142857142857,0.10053571428571428,0.127875,distribution,6,0.3908928571428571,0.3542857142857143,0.023135534923370064
scenario_state_distribution_distance,C_decision_state,total_variation,0.12403750000000001,0.123125,0.1,0.15006249999999996,distribution,6,0.33499999999999996,0.32999999999999996,0.027718826333979825
scenario_state_distribution_distance,PD_decision_state,total_variation,0.08510625,0.08375,0.0575,0.11762499999999995,distribution,6,0.31124999999999997,0.26,0.04218881170800303
scenario_state_distribution_distance,SH_decision_state,total_variation,0.0739125,0.073125,0.0525,0.09631249999999997,distribution,6,0.25625000000000003,0.15000000000000002,0.060723931306638355
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,0.160425,0.15875,0.12875,0.19381249999999997,distribution,6,0.42375,0.42,0.03357671564244087
scenario_state_distribution_distance,TGSender_decision_state,total_variation,0.07915625,0.07874999999999999,0.0549375,0.10381249999999997,distribution,6,0.18375,0.15999999999999998,0.03332760367423177
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,0.11848125,0.11875,0.0974375,0.14006249999999998,distribution,6,0.615,0.6499999999999999,0.03913651321549567
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,0.15470625,0.1525,0.1225,0.19,distribution,6,0.61125,0.63,0.023163818769797007
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,0.3278683521957544,0.3261299712001866,0.2745474257567906,0.3878487783151089,distribution,6,1.221067516254146,1.2266666666666666,0.044764479076651015
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,0.27643652548305064,0.27291308928790753,0.2164407911768383,0.3521954864050453,distribution,6,0.8631730769230769,0.88,0.09032777468031761
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,0.36543321006155416,0.3627762000287028,0.2717301164097909,0.48319764127846365,distribution,6,1.9937217553688142,1.9705882352941178,0.12542700411973387
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,0.34173532104265825,0.33846521350015263,0.26475728866935727,0.44165769738985994,distribution,6,0.7981534375554962,0.7989068825910931,0.06066074836300326
