treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,120,4.5286287011723365,0.0
VALIDATION_7_C,132,4.309707683764844,0.09090909090909091
VALIDATION_17_C,110,4.249990096857708,1.0
VALIDATION_13_T,154,3.1398649486357355,0.09090909090909091
VALIDATION_11_C,130,2.3685609084181376,0.3
VALIDATION_13_C,130,2.2995594718209538,0.1
VALIDATION_17_T,88,2.165927603157449,0.6875
VALIDATION_11_T,154,2.128403599934365,0.3181818181818182
VALIDATION_12_C,144,2.1237110749808115,0.4166666666666667
VALIDATION_15_C,121,2.103973250809475,0.18181818181818182
VALIDATION_10_T,130,2.0685314986837,0.35
VALIDATION_18_C,144,1.9337628189648315,0.8333333333333334
VALIDATION_16_C,120,1.907100179416168,0.3
VALIDATION_19_T,120,1.8482249290871096,0.1
VALIDATION_7_T,156,1.7992147255420234,0.16666666666666666
VALIDATION_6_T,121,1.743641229029554,0.09090909090909091
VALIDATION_15_T,108,1.65017900110352,0.1111111111111111
VALIDATION_1_C,80,1.639497126564662,0.125
VALIDATION_14_T,140,1.6346486207651134,0.2
VALIDATION_3_T,140,1.6191736644177812,0.1
VALIDATION_12_T,156,1.5559847948732008,0.4583333333333333
VALIDATION_4_C,156,1.4592600441830446,0.5
VALIDATION_0_C,120,1.454910759650795,0.6
VALIDATION_18_T,130,1.4341410174546978,0.5
VALIDATION_16_T,104,1.431481029943395,0.375
VALIDATION_14_C,156,1.3764812061769531,0.25
VALIDATION_9_C,121,1.3215746486962892,0.18181818181818182
VALIDATION_9_T,132,1.302042623628592,0.09090909090909091
VALIDATION_5_T,168,1.2608967775749322,0.4166666666666667
VALIDATION_2_C,99,1.1395648605705444,0.3888888888888889
VALIDATION_5_C,117,1.1333296291942545,0.4444444444444444
VALIDATION_1_T,88,1.0400663853225753,0.375
VALIDATION_3_C,117,1.0335023484771817,0.3333333333333333
VALIDATION_10_C,120,1.03132651890025,0.4
VALIDATION_19_C,110,1.0169010124314544,0.1
VALIDATION_4_T,126,0.9687180393544611,0.4444444444444444
VALIDATION_2_T,132,0.921267319641339,0.25
VALIDATION_8_C,156,0.7984093800309836,0.4375
VALIDATION_8_T,154,0.7952250571696237,0.36363636363636365
VALIDATION_0_T,156,0.7365922172874764,0.5833333333333334
