treatment_name,metric,generated_game_count,human_game_count,generated_treatment_mean,human_treatment_mean,abs_error,squared_error
VALIDATION_0_C,mean_round_normalized_efficiency,10,10,0.7721153846153845,0.7673597722833531,0.004755612332031478,2.2615848652569872e-05
VALIDATION_0_T,mean_round_normalized_efficiency,12,12,0.8959668803418803,0.8190316604254012,0.07693521991647911,0.005919028063597004
VALIDATION_10_C,mean_round_normalized_efficiency,10,10,0.7328339575530587,0.8199366176894266,0.08710266013636792,0.007586873402831616
VALIDATION_10_T,mean_round_normalized_efficiency,10,10,0.7596754057428214,0.652141553826947,0.10753385191587439,0.011563529307865202
VALIDATION_11_C,mean_round_normalized_efficiency,10,10,0.5182078559738134,0.8565299273248806,0.3383220713510673,0.11446182396327667
VALIDATION_11_T,mean_round_normalized_efficiency,11,11,0.645435017110549,0.909257379408816,0.26382236229826705,0.06960223884863809
VALIDATION_12_C,mean_round_normalized_efficiency,12,12,0.5419815495642702,0.7663617530345471,0.22438020347027687,0.05034647570936285
VALIDATION_12_T,mean_round_normalized_efficiency,12,12,0.7901433142701526,0.9326559391586966,0.142512624888544,0.020309848252622848
VALIDATION_13_C,mean_round_normalized_efficiency,10,10,0.693970799526707,0.9557737361792012,0.2618029366524942,0.06854077763986989
VALIDATION_13_T,mean_round_normalized_efficiency,11,11,0.6800077985739749,0.9379811236880095,0.2579733251140346,0.06655023647039139
VALIDATION_14_C,mean_round_normalized_efficiency,12,12,0.71468384502924,0.989418859649123,0.27473501461988303,0.07547932825818734
VALIDATION_14_T,mean_round_normalized_efficiency,10,10,0.7061403508771932,0.8616557017543862,0.15551535087719304,0.024185024358456465
VALIDATION_15_C,mean_round_normalized_efficiency,11,11,0.6455263486513485,0.7647415787675528,0.11921523011620427,0.014212271091659538
VALIDATION_15_T,mean_round_normalized_efficiency,9,9,0.8116987179487177,0.7031231433910005,0.10857557455771727,0.011788655390538421
VALIDATION_16_C,mean_round_normalized_efficiency,10,10,0.585925925925926,1.049007553739948,0.46308162781402196,0.21444459401888435
